GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A43AA2010,A43AB2010,B37AA2010,B37AB2010,B39AA2010,B39AB2010
"G0100770","2010","Alabama","01","010","Lauderdale County","077","0770","Lauderdale County",38680,5111,26926,11754,1676,2142
"G0100790","2010","Alabama","01","010","Lawrence County","079","0790","Lawrence County",13654,1575,10972,2682,1237,433
"G0100810","2010","Alabama","01","010","Lee County","081","0810","Lee County",55682,6709,34202,21480,6297,6119
"G0100830","2010","Alabama","01","010","Limestone County","083","0830","Limestone County",31446,3531,24187,7259,2388,1281
"G0100850","2010","Alabama","01","010","Lowndes County","085","0850","Lowndes County",4352,788,3413,939,2307,783
"G0100870","2010","Alabama","01","010","Macon County","087","0870","Macon County",8499,1760,5393,3106,4186,2741
"G0100890","2010","Alabama","01","010","Madison County","089","0890","Madison County",134700,11747,92153,42547,15156,16138
"G0100910","2010","Alabama","01","010","Marengo County","091","0910","Marengo County",8535,1702,6402,2133,2947,1389
"G0100930","2010","Alabama","01","010","Marion County","093","0930","Marion County",12651,2086,9222,3429,173,221
"G0100950","2010","Alabama","01","010","Marshall County","095","0950","Marshall County",35810,4532,25318,10492,212,328
"G0100970","2010","Alabama","01","010","Mobile County","097","0970","Mobile County",158435,19761,106079,52356,27016,24976
"G0100990","2010","Alabama","01","010","Monroe County","099","0990","Monroe County",9214,2119,7077,2137,2540,1180
"G0101010","2010","Alabama","01","010","Montgomery County","101","1010","Montgomery County",89981,11660,55279,34702,23503,22991
"G0101030","2010","Alabama","01","010","Morgan County","103","1030","Morgan County",47030,4163,33635,13395,2519,2884
"G0101050","2010","Alabama","01","010","Perry County","105","1050","Perry County",3947,790,2742,1205,1700,980
"G0101070","2010","Alabama","01","010","Pickens County","107","1070","Pickens County",8012,1471,6098,1914,2195,1090
"G0101090","2010","Alabama","01","010","Pike County","109","1090","Pike County",13210,2057,7905,5305,2169,2536
"G0101110","2010","Alabama","01","010","Randolph County","111","1110","Randolph County",9164,2818,6801,2363,1026,700
"G0101130","2010","Alabama","01","010","Russell County","113","1130","Russell County",21229,3366,12736,8493,4457,4213
"G0101150","2010","Alabama","01","010","St. Clair County","115","1150","St. Clair County",31624,3917,25510,6114,1565,718
"G0101170","2010","Alabama","01","010","Shelby County","117","1170","Shelby County",74072,6898,59129,14943,4823,2858
"G0101190","2010","Alabama","01","010","Sumter County","119","1190","Sumter County",5629,1157,3898,1731,2827,1338
"G0101210","2010","Alabama","01","010","Talladega County","121","1210","Talladega County",31890,5198,23161,8729,5909,3722
"G0101230","2010","Alabama","01","010","Tallapoosa County","123","1230","Tallapoosa County",16985,5126,12330,4655,2356,1877
"G0101250","2010","Alabama","01","010","Tuscaloosa County","125","1250","Tuscaloosa County",76141,8731,45659,30482,9656,11995
"G0101270","2010","Alabama","01","010","Walker County","127","1270","Walker County",26571,4245,20134,6437,826,669
"G0101290","2010","Alabama","01","010","Washington County","129","1290","Washington County",6758,1649,5718,1040,1317,309
"G0101310","2010","Alabama","01","010","Wilcox County","131","1310","Wilcox County",4484,1165,3583,901,2421,708
"G0101330","2010","Alabama","01","010","Winston County","133","1330","Winston County",10163,3306,7818,2345,16,15
"G0200130","2010","Alaska","02","020","Aleutians East Borough","013","0130","Aleutians East Borough",553,194,285,268,0,8
"G0200160","2010","Alaska","02","020","Aleutians West Census Area","016","0160","Aleutians West Census Area",1212,717,391,821,1,16
"G0200200","2010","Alaska","02","020","Anchorage Municipality","020","0200","Anchorage Municipality",107332,5700,64285,43047,2256,3857
"G0200500","2010","Alaska","02","020","Bethel Census Area","050","0500","Bethel Census Area",4651,1268,2702,1949,14,23
"G0200600","2010","Alaska","02","020","Bristol Bay Borough","060","0600","Bristol Bay Borough",423,546,220,203,0,0
"G0200680","2010","Alaska","02","020","Denali Borough","068","0680","Denali Borough",806,965,604,202,3,3
"G0200700","2010","Alaska","02","020","Dillingham Census Area","070","0700","Dillingham Census Area",1563,864,934,629,0,3
"G0200900","2010","Alaska","02","020","Fairbanks North Star Borough","090","0900","Fairbanks North Star Borough",36441,5342,21410,15031,459,1078
"G0201000","2010","Alaska","02","020","Haines Borough","100","1000","Haines Borough",1149,482,822,327,2,4
"G0201050","2010","Alaska","02","020","Hoonah-Angoon Census Area","105","1050","Hoonah-Angoon Census Area",913,858,623,290,0,1
"G0201100","2010","Alaska","02","020","Juneau City and Borough","110","1100","Juneau City and Borough",12187,868,7590,4597,40,76
"G0201220","2010","Alaska","02","020","Kenai Peninsula Borough","122","1220","Kenai Peninsula Borough",22161,8417,16246,5915,33,39
"G0201300","2010","Alaska","02","020","Ketchikan Gateway Borough","130","1300","Ketchikan Gateway Borough",5305,861,3076,2229,13,31
"G0201500","2010","Alaska","02","020","Kodiak Island Borough","150","1500","Kodiak Island Borough",4630,673,2648,1982,8,28
"G0201640","2010","Alaska","02","020","Lake and Peninsula Borough","164","1640","Lake and Peninsula Borough",553,949,351,202,0,1
"G0201700","2010","Alaska","02","020","Matanuska-Susitna Borough","170","1700","Matanuska-Susitna Borough",31824,9505,24181,7643,194,97
"G0201800","2010","Alaska","02","020","Nome Census Area","180","1800","Nome Census Area",2815,1193,1521,1294,3,9
"G0201850","2010","Alaska","02","020","North Slope Borough","185","1850","North Slope Borough",2029,471,967,1062,5,12
"G0201880","2010","Alaska","02","020","Northwest Arctic Borough","188","1880","Northwest Arctic Borough",1919,788,972,947,1,22
"G0201950","2010","Alaska","02","020","Petersburg Census Area","195","1950","Petersburg Census Area",1599,395,1097,502,1,2
"G0201980","2010","Alaska","02","020","Prince of Wales-Hyder Census Area","198","1980","Prince of Wales-Hyder Census Area",2194,798,1518,676,5,3
"G0202200","2010","Alaska","02","020","Sitka City and Borough","220","2200","Sitka City and Borough",3545,557,2050,1495,2,15
"G0202300","2010","Alaska","02","020","Skagway Municipality","230","2300","Skagway Municipality",436,200,241,195,0,0
"G0202400","2010","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","Southeast Fairbanks Census Area",2567,1348,1729,838,10,19
"G0202610","2010","Alaska","02","020","Valdez-Cordova Census Area","261","2610","Valdez-Cordova Census Area",3966,2136,2619,1347,8,20
"G0202700","2010","Alaska","02","020","Wade Hampton Census Area","270","2700","Wade Hampton Census Area",1745,438,1247,498,0,0
"G0202750","2010","Alaska","02","020","Wrangell City and Borough","275","2750","Wrangell City and Borough",1053,375,699,354,0,1
"G0202820","2010","Alaska","02","020","Yakutat City and Borough","282","2820","Yakutat City and Borough",270,180,153,117,0,0
"G0202900","2010","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","Yukon-Koyukuk Census Area",2217,1821,1584,633,2,3
"G0400010","2010","Arizona","04","040","Apache County","001","0010","Apache County",22771,9743,17124,5647,25,34
"G0400030","2010","Arizona","04","040","Cochise County","003","0030","Cochise County",50865,8176,34711,16154,928,971
"G0400050","2010","Arizona","04","040","Coconino County","005","0050","Coconino County",46711,16610,28443,18268,190,336
"G0400070","2010","Arizona","04","040","Gila County","007","0070","Gila County",22000,10698,16759,5241,31,33
"G0400090","2010","Arizona","04","040","Graham County","009","0090","Graham County",11120,1860,8089,3031,47,56
"G0400110","2010","Arizona","04","040","Greenlee County","011","0110","Greenlee County",3188,1184,1593,1595,6,24
"G0400120","2010","Arizona","04","040","La Paz County","012","0120","La Paz County",9198,6851,7072,2126,32,26
"G0400130","2010","Arizona","04","040","Maricopa County","013","0130","Maricopa County",1411583,227696,910320,501263,26097,43739
"G0400150","2010","Arizona","04","040","Mohave County","015","0150","Mohave County",82539,28372,57728,24811,319,321
"G0400170","2010","Arizona","04","040","Navajo County","017","0170","Navajo County",35658,21280,25652,10006,137,133
"G0400190","2010","Arizona","04","040","Pima County","019","0190","Pima County",388660,52249,248970,139690,5092,7888
"G0400210","2010","Arizona","04","040","Pinal County","021","0210","Pinal County",125590,33632,95629,29961,2861,1937
"G0400230","2010","Arizona","04","040","Santa Cruz County","023","0230","Santa Cruz County",15437,2573,10428,5009,37,22
"G0400250","2010","Arizona","04","040","Yavapai County","025","0250","Yavapai County",90903,19529,64366,26537,208,241
"G0400270","2010","Arizona","04","040","Yuma County","027","0270","Yuma County",64767,23083,44803,19964,528,695
"G0500010","2010","Arkansas","05","050","Arkansas County","001","0010","Arkansas County",8005,1431,5230,2775,817,997
"G0500030","2010","Arkansas","05","050","Ashley County","003","0030","Ashley County",8765,1372,6361,2404,1319,953
"G0500050","2010","Arkansas","05","050","Baxter County","005","0050","Baxter County",18748,3832,14328,4420,9,15
"G0500070","2010","Arkansas","05","050","Benton County","007","0070","Benton County",82087,10997,55979,26108,421,642
"G0500090","2010","Arkansas","05","050","Boone County","009","0090","Boone County",15120,1707,11041,4079,5,13
"G0500110","2010","Arkansas","05","050","Bradley County","011","0110","Bradley County",4673,1187,3280,1393,754,615
"G0500130","2010","Arkansas","05","050","Calhoun County","013","0130","Calhoun County",2262,635,1759,503,320,159
"G0500150","2010","Arkansas","05","050","Carroll County","015","0150","Carroll County",11393,2166,8124,3269,18,11
"G0500170","2010","Arkansas","05","050","Chicot County","017","0170","Chicot County",4579,842,2954,1625,1340,1013
"G0500190","2010","Arkansas","05","050","Clark County","019","0190","Clark County",8783,1602,5642,3141,1020,1125
"G0500210","2010","Arkansas","05","050","Clay County","021","0210","Clay County",6845,1186,4961,1884,3,7
"G0500230","2010","Arkansas","05","050","Cleburne County","023","0230","Cleburne County",11078,4748,8515,2563,5,16
"G0500250","2010","Arkansas","05","050","Cleveland County","025","0250","Cleveland County",3416,648,2709,707,253,135
"G0500270","2010","Arkansas","05","050","Columbia County","027","0270","Columbia County",9759,1837,6510,3249,1821,1657
"G0500290","2010","Arkansas","05","050","Conway County","029","0290","Conway County",8463,1257,6327,2136,642,328
"G0500310","2010","Arkansas","05","050","Craighead County","031","0310","Craighead County",37291,3224,22623,14668,795,3363
"G0500330","2010","Arkansas","05","050","Crawford County","033","0330","Crawford County",23447,2668,17251,6196,132,115
"G0500350","2010","Arkansas","05","050","Crittenden County","035","0350","Crittenden County",19026,2463,11005,8021,3942,5173
"G0500370","2010","Arkansas","05","050","Cross County","037","0370","Cross County",7002,851,4755,2247,772,699
"G0500390","2010","Arkansas","05","050","Dallas County","039","0390","Dallas County",3280,1025,2271,1009,779,544
"G0500410","2010","Arkansas","05","050","Desha County","041","0410","Desha County",5321,940,3171,2150,1168,1339
"G0500430","2010","Arkansas","05","050","Drew County","043","0430","Drew County",7360,1048,4812,2548,991,1003
"G0500450","2010","Arkansas","05","050","Faulkner County","045","0450","Faulkner County",42614,3998,27344,15270,1482,2868
"G0500470","2010","Arkansas","05","050","Franklin County","047","0470","Franklin County",7037,984,5407,1630,8,11
"G0500490","2010","Arkansas","05","050","Fulton County","049","0490","Fulton County",5196,1582,4173,1023,3,7
"G0500510","2010","Arkansas","05","050","Garland County","051","0510","Garland County",40994,9554,28438,12556,1103,1857
"G0500530","2010","Arkansas","05","050","Grant County","053","0530","Grant County",6933,825,5384,1549,106,32
"G0500550","2010","Arkansas","05","050","Greene County","055","0550","Greene County",16425,1467,11216,5209,9,51
"G0500570","2010","Arkansas","05","050","Hempstead County","057","0570","Hempstead County",8839,1580,5926,2913,1372,1284
"G0500590","2010","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring County",12664,1668,9635,3029,692,535
"G0500610","2010","Arkansas","05","050","Howard County","061","0610","Howard County",5365,873,3766,1599,628,481
"G0500630","2010","Arkansas","05","050","Independence County","063","0630","Independence County",14391,1796,10280,4111,112,165
"G0500650","2010","Arkansas","05","050","Izard County","065","0650","Izard County",5731,1501,4583,1148,2,4
"G0500670","2010","Arkansas","05","050","Jackson County","067","0670","Jackson County",6724,877,4496,2228,378,578
"G0500690","2010","Arkansas","05","050","Jefferson County","069","0690","Jefferson County",28873,4133,18427,10446,7661,7366
"G0500710","2010","Arkansas","05","050","Johnson County","071","0710","Johnson County",9812,1499,6993,2819,58,72
"G0500730","2010","Arkansas","05","050","Lafayette County","073","0730","Lafayette County",3150,1203,2375,775,733,389
"G0500750","2010","Arkansas","05","050","Lawrence County","075","0750","Lawrence County",6938,1062,4808,2130,12,13
"G0500770","2010","Arkansas","05","050","Lee County","077","0770","Lee County",3624,732,2214,1410,1011,997
"G0500790","2010","Arkansas","05","050","Lincoln County","079","0790","Lincoln County",4207,653,3151,1056,617,335
"G0500810","2010","Arkansas","05","050","Little River County","081","0810","Little River County",5411,1049,3997,1414,620,419
"G0500830","2010","Arkansas","05","050","Logan County","083","0830","Logan County",8704,1404,6547,2157,52,43
"G0500850","2010","Arkansas","05","050","Lonoke County","085","0850","Lonoke County",25295,1944,18651,6644,843,634
"G0500870","2010","Arkansas","05","050","Madison County","087","0870","Madison County",6174,1307,4854,1320,5,3
"G0500890","2010","Arkansas","05","050","Marion County","089","0890","Marion County",7411,1943,5926,1485,3,3
"G0500910","2010","Arkansas","05","050","Miller County","091","0910","Miller County",17219,2062,10942,6277,1559,2520
"G0500930","2010","Arkansas","05","050","Mississippi County","093","0930","Mississippi County",17741,2718,10259,7482,2323,3406
"G0500950","2010","Arkansas","05","050","Monroe County","095","0950","Monroe County",3481,974,2185,1296,636,709
"G0500970","2010","Arkansas","05","050","Montgomery County","097","0970","Montgomery County",4000,1763,3222,778,3,2
"G0500990","2010","Arkansas","05","050","Nevada County","099","0990","Nevada County",3697,866,2660,1037,697,463
"G0501010","2010","Arkansas","05","050","Newton County","101","1010","Newton County",3571,1093,2897,674,0,2
"G0501030","2010","Arkansas","05","050","Ouachita County","103","1030","Ouachita County",11003,2118,7482,3521,2394,1962
"G0501050","2010","Arkansas","05","050","Perry County","105","1050","Perry County",4170,737,3320,850,55,12
"G0501070","2010","Arkansas","05","050","Phillips County","107","1070","Phillips County",8491,1635,4690,3801,2173,2850
"G0501090","2010","Arkansas","05","050","Pike County","109","1090","Pike County",4457,1123,3341,1116,69,44
"G0501110","2010","Arkansas","05","050","Poinsett County","111","1110","Poinsett County",9754,1169,6343,3411,262,399
"G0501130","2010","Arkansas","05","050","Polk County","113","1130","Polk County",8450,1552,6520,1930,5,6
"G0501150","2010","Arkansas","05","050","Pope County","115","1150","Pope County",23353,2198,15994,7359,230,375
"G0501170","2010","Arkansas","05","050","Prairie County","117","1170","Prairie County",3685,818,2731,954,247,181
"G0501190","2010","Arkansas","05","050","Pulaski County","119","1190","Pulaski County",158772,16783,94826,63946,22278,29375
"G0501210","2010","Arkansas","05","050","Randolph County","121","1210","Randolph County",7299,1214,5349,1950,26,30
"G0501230","2010","Arkansas","05","050","St. Francis County","123","1230","St. Francis County",9616,1287,5613,4003,2162,2659
"G0501250","2010","Arkansas","05","050","Saline County","125","1250","Saline County",41441,3370,32245,9196,1022,706
"G0501270","2010","Arkansas","05","050","Scott County","127","1270","Scott County",4368,825,3235,1133,5,5
"G0501290","2010","Arkansas","05","050","Searcy County","129","1290","Searcy County",3574,1326,2729,845,1,0
"G0501310","2010","Arkansas","05","050","Sebastian County","131","1310","Sebastian County",49599,5052,30716,18883,1085,2080
"G0501330","2010","Arkansas","05","050","Sevier County","133","1330","Sevier County",5975,912,4248,1727,182,119
"G0501350","2010","Arkansas","05","050","Sharp County","135","1350","Sharp County",7360,2462,5782,1578,18,7
"G0501370","2010","Arkansas","05","050","Stone County","137","1370","Stone County",5325,1387,4142,1183,3,0
"G0501390","2010","Arkansas","05","050","Union County","139","1390","Union County",16951,2702,12109,4842,2908,2352
"G0501410","2010","Arkansas","05","050","Van Buren County","141","1410","Van Buren County",7433,2912,5789,1644,16,5
"G0501430","2010","Arkansas","05","050","Washington County","143","1430","Washington County",76389,11419,42764,33625,482,1752
"G0501450","2010","Arkansas","05","050","White County","145","1450","White County",29342,3146,20071,9271,404,709
"G0501470","2010","Arkansas","05","050","Woodruff County","147","1470","Woodruff County",3134,759,1994,1140,398,485
"G0501490","2010","Arkansas","05","050","Yell County","149","1490","Yell County",8219,1533,5759,2460,63,52
"G0600010","2010","California","06","060","Alameda County","001","0010","Alameda County",545138,37411,291242,253896,25317,52730
"G0600030","2010","California","06","060","Alpine County","003","0030","Alpine County",497,1263,357,140,0,0
"G0600050","2010","California","06","060","Amador County","005","0050","Amador County",14569,3463,10883,3686,25,26
"G0600070","2010","California","06","060","Butte County","007","0070","Butte County",87618,8217,50991,36627,381,838
"G0600090","2010","California","06","060","Calaveras County","009","0090","Calaveras County",18886,9039,14520,4366,81,30
"G0600110","2010","California","06","060","Colusa County","011","0110","Colusa County",7056,827,4318,2738,42,29
"G0600130","2010","California","06","060","Contra Costa County","013","0130","Contra Costa County",375364,24899,251904,123460,15744,20587
"G0600150","2010","California","06","060","Del Norte County","015","0150","Del Norte County",9907,1279,6114,3793,13,22
"G0600170","2010","California","06","060","El Dorado County","017","0170","El Dorado County",70223,17936,51391,18832,295,165
"G0600190","2010","California","06","060","Fresno County","019","0190","Fresno County",289391,26140,158691,130700,4999,11459
"G0600210","2010","California","06","060","Glenn County","021","0210","Glenn County",9800,978,6100,3700,28,29
"G0600230","2010","California","06","060","Humboldt County","023","0230","Humboldt County",56031,5528,30820,25211,121,374
"G0600250","2010","California","06","060","Imperial County","025","0250","Imperial County",49126,6941,27465,21661,435,519
"G0600270","2010","California","06","060","Inyo County","027","0270","Inyo County",8049,1429,5121,2928,4,16
"G0600290","2010","California","06","060","Kern County","029","0290","Kern County",254610,29757,152828,101782,5128,8947
"G0600310","2010","California","06","060","Kings County","031","0310","Kings County",41233,2634,22329,18904,763,1324
"G0600330","2010","California","06","060","Lake County","033","0330","Lake County",26548,8944,17472,9076,288,250
"G0600350","2010","California","06","060","Lassen County","035","0350","Lassen County",10058,2652,6590,3468,46,73
"G0600370","2010","California","06","060","Los Angeles County","037","0370","Los Angeles County",3241204,203872,1544749,1696455,119296,211441
"G0600390","2010","California","06","060","Madera County","039","0390","Madera County",43317,5823,27726,15591,618,565
"G0600410","2010","California","06","060","Marin County","041","0410","Marin County",103210,8004,64637,38573,530,1380
"G0600430","2010","California","06","060","Mariposa County","043","0430","Mariposa County",7693,2495,5227,2466,23,22
"G0600450","2010","California","06","060","Mendocino County","045","0450","Mendocino County",34945,5378,20601,14344,56,128
"G0600470","2010","California","06","060","Merced County","047","0470","Merced County",75642,8056,41196,34446,1173,2081
"G0600490","2010","California","06","060","Modoc County","049","0490","Modoc County",4064,1128,2786,1278,14,5
"G0600510","2010","California","06","060","Mono County","051","0510","Mono County",5768,8144,3228,2540,4,11
"G0600530","2010","California","06","060","Monterey County","053","0530","Monterey County",125946,13102,64077,61869,1413,2320
"G0600550","2010","California","06","060","Napa County","055","0550","Napa County",48876,5883,30597,18279,442,321
"G0600570","2010","California","06","060","Nevada County","057","0570","Nevada County",41527,11063,29890,11637,56,44
"G0600590","2010","California","06","060","Orange County","059","0590","Orange County",992781,56126,588313,404468,6575,11631
"G0600610","2010","California","06","060","Placer County","061","0610","Placer County",132627,20021,94223,38404,997,718
"G0600630","2010","California","06","060","Plumas County","063","0630","Plumas County",8977,6589,6235,2742,14,52
"G0600650","2010","California","06","060","Riverside County","065","0650","Riverside County",686260,114447,462212,224048,23034,22094
"G0600670","2010","California","06","060","Sacramento County","067","0670","Sacramento County",513945,41987,295482,218463,18728,34228
"G0600690","2010","California","06","060","San Benito County","069","0690","San Benito County",16805,1065,10927,5878,100,61
"G0600710","2010","California","06","060","San Bernardino County","071","0710","San Bernardino County",611618,88019,383573,228045,25036,33488
"G0600730","2010","California","06","060","San Diego County","073","0730","San Diego County",1086865,77921,591025,495840,17812,38471
"G0600750","2010","California","06","060","San Francisco County","075","0750","San Francisco County",345811,31131,123646,222165,5235,16234
"G0600770","2010","California","06","060","San Joaquin County","077","0770","San Joaquin County",215007,18748,127270,87737,7263,10059
"G0600790","2010","California","06","060","San Luis Obispo County","079","0790","San Luis Obispo County",102016,15299,60920,41096,364,596
"G0600810","2010","California","06","060","San Mateo County","081","0810","San Mateo County",257837,13194,153110,104727,3119,4975
"G0600830","2010","California","06","060","Santa Barbara County","083","0830","Santa Barbara County",142104,10730,74827,67277,958,1921
"G0600850","2010","California","06","060","Santa Clara County","085","0850","Santa Clara County",604204,27716,348298,255906,5752,11484
"G0600870","2010","California","06","060","Santa Cruz County","087","0870","Santa Cruz County",94355,10121,54229,40126,323,571
"G0600890","2010","California","06","060","Shasta County","089","0890","Shasta County",70346,6967,45277,25069,175,325
"G0600910","2010","California","06","060","Sierra County","091","0910","Sierra County",1482,846,1065,417,1,2
"G0600930","2010","California","06","060","Siskiyou County","093","0930","Siskiyou County",19505,4405,12629,6876,96,125
"G0600950","2010","California","06","060","Solano County","095","0950","Solano County",141758,10940,89648,52110,10195,11436
"G0600970","2010","California","06","060","Sonoma County","097","0970","Sonoma County",185825,18747,112280,73545,955,1600
"G0600990","2010","California","06","060","Stanislaus County","099","0990","Stanislaus County",165180,14323,99364,65816,2006,2760
"G0601010","2010","California","06","060","Sutter County","101","1010","Sutter County",31437,2421,19212,12225,322,388
"G0601030","2010","California","06","060","Tehama County","103","1030","Tehama County",23767,3220,15363,8404,52,62
"G0601050","2010","California","06","060","Trinity County","105","1050","Trinity County",6083,2598,4284,1799,3,7
"G0601070","2010","California","06","060","Tulare County","107","1070","Tulare County",130352,11344,76586,53766,836,1300
"G0601090","2010","California","06","060","Tuolumne County","109","1090","Tuolumne County",22156,9088,15471,6685,30,37
"G0601110","2010","California","06","060","Ventura County","111","1110","Ventura County",266920,14775,174168,92752,2438,2778
"G0601130","2010","California","06","060","Yolo County","113","1130","Yolo County",70872,4182,37416,33456,687,1218
"G0601150","2010","California","06","060","Yuba County","115","1150","Yuba County",24307,3328,14468,9839,393,460
"G0800010","2010","Colorado","08","080","Adams County","001","0010","Adams County",153764,9372,101041,52723,1979,2774
"G0800030","2010","Colorado","08","080","Alamosa County","003","0030","Alamosa County",5995,559,3647,2348,12,49
"G0800050","2010","Colorado","08","080","Arapahoe County","005","0050","Arapahoe County",224011,14290,143520,80491,9032,13291
"G0800070","2010","Colorado","08","080","Archuleta County","007","0070","Archuleta County",5267,3495,3947,1320,8,4
"G0800090","2010","Colorado","08","080","Baca County","009","0090","Baca County",1685,563,1227,458,5,4
"G0800110","2010","Colorado","08","080","Bent County","011","0110","Bent County",1832,410,1224,608,3,3
"G0800130","2010","Colorado","08","080","Boulder County","013","0130","Boulder County",119300,7771,74993,44307,390,578
"G0800140","2010","Colorado","08","080","Broomfield County","014","0140","Broomfield County",21414,1232,15497,5917,111,108
"G0800150","2010","Colorado","08","080","Chaffee County","015","0150","Chaffee County",7601,2419,5509,2092,2,6
"G0800170","2010","Colorado","08","080","Cheyenne County","017","0170","Cheyenne County",786,189,598,188,0,1
"G0800190","2010","Colorado","08","080","Clear Creek County","019","0190","Clear Creek County",4208,1477,3227,981,9,11
"G0800210","2010","Colorado","08","080","Conejos County","021","0210","Conejos County",3118,1168,2408,710,6,4
"G0800230","2010","Colorado","08","080","Costilla County","023","0230","Costilla County",1550,1063,1195,355,8,2
"G0800250","2010","Colorado","08","080","Crowley County","025","0250","Crowley County",1306,253,930,376,2,2
"G0800270","2010","Colorado","08","080","Custer County","027","0270","Custer County",1925,2031,1562,363,7,1
"G0800290","2010","Colorado","08","080","Delta County","029","0290","Delta County",12703,1869,9569,3134,9,13
"G0800310","2010","Colorado","08","080","Denver County","031","0310","Denver County",263107,22690,131529,131578,9609,15702
"G0800330","2010","Colorado","08","080","Dolores County","033","0330","Dolores County",899,569,727,172,1,3
"G0800350","2010","Colorado","08","080","Douglas County","035","0350","Douglas County",102018,4841,82230,19788,842,456
"G0800370","2010","Colorado","08","080","Eagle County","037","0370","Eagle County",19236,12076,12343,6893,24,104
