GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BFU001,BFU002,BGM001
"G0100010","1930","Alabama","010","Autauga","0010","Autauga",395,858,4274
"G0100030","1930","Alabama","010","Baldwin","0030","Baldwin",1642,1894,6382
"G0100050","1930","Alabama","010","Barbour","0050","Barbour",987,1778,6846
"G0100070","1930","Alabama","010","Bibb","0070","Bibb",528,2016,4493
"G0100090","1930","Alabama","010","Blount","0090","Blount",416,1031,5626
"G0100110","1930","Alabama","010","Bullock","0110","Bullock",511,873,4512
"G0100130","1930","Alabama","010","Butler","0130","Butler",907,1858,6358
"G0100150","1930","Alabama","010","Calhoun","0150","Calhoun",2821,5715,11155
"G0100170","1930","Alabama","010","Chambers","0170","Chambers",714,3227,7958
"G0100190","1930","Alabama","010","Cherokee","0190","Cherokee",221,271,4061
"G0100210","1930","Alabama","010","Chilton","0210","Chilton",593,827,5169
"G0100230","1930","Alabama","010","Choctaw","0230","Choctaw",279,1221,4335
"G0100250","1930","Alabama","010","Clarke","0250","Clarke",926,1338,5628
"G0100270","1930","Alabama","010","Clay","0270","Clay",279,389,3616
"G0100290","1930","Alabama","010","Cleburne","0290","Cleburne",254,336,2613
"G0100310","1930","Alabama","010","Coffee","0310","Coffee",705,1191,6474
"G0100330","1930","Alabama","010","Colbert","0330","Colbert",1410,2329,6436
"G0100350","1930","Alabama","010","Conecuh","0350","Conecuh",590,1241,5295
"G0100370","1930","Alabama","010","Coosa","0370","Coosa",202,430,2461
"G0100390","1930","Alabama","010","Covington","0390","Covington",1112,2971,8310
"G0100410","1930","Alabama","010","Crenshaw","0410","Crenshaw",500,946,4948
"G0100430","1930","Alabama","010","Cullman","0430","Cullman",773,843,8135
"G0100450","1930","Alabama","010","Dale","0450","Dale",662,1070,4790
"G0100470","1930","Alabama","010","Dallas","0470","Dallas",1882,4006,12674
"G0100490","1930","Alabama","010","DeKalb","0490","Dekalb",714,811,8067
"G0100510","1930","Alabama","010","Elmore","0510","Elmore",585,1473,6819
"G0100530","1930","Alabama","010","Escambia","0530","Escambia",1325,1992,5471
"G0100550","1930","Alabama","010","Etowah","0550","Etowah",2711,6816,12410
"G0100570","1930","Alabama","010","Fayette","0570","Fayette",403,571,3824
"G0100590","1930","Alabama","010","Franklin","0590","Franklin",738,1086,5015
"G0100610","1930","Alabama","010","Geneva","0610","Geneva",744,1135,6021
"G0100630","1930","Alabama","010","Greene","0630","Greene",224,912,4648
"G0100650","1930","Alabama","010","Hale","0650","Hale",519,680,5984
"G0100670","1930","Alabama","010","Henry","0670","Henry",451,704,4572
"G0100690","1930","Alabama","010","Houston","0690","Houston",1597,2806,9235
"G0100710","1930","Alabama","010","Jackson","0710","Jackson",940,1139,7473
"G0100730","1930","Alabama","010","Jefferson","0730","Jefferson",33835,65563,93343
"G0100750","1930","Alabama","010","Lamar","0750","Lamar",371,386,3635
"G0100770","1930","Alabama","010","Lauderdale","0770","Lauderdale",1606,2033,8608
"G0100790","1930","Alabama","010","Lawrence","0790","Lawrence",330,364,5538
"G0100810","1930","Alabama","010","Lee","0810","Lee",1485,2993,7670
"G0100830","1930","Alabama","010","Limestone","0830","Limestone",696,967,7510
"G0100850","1930","Alabama","010","Lowndes","0850","Lowndes",199,538,5257
"G0100870","1930","Alabama","010","Macon","0870","Macon",531,924,5697
"G0100890","1930","Alabama","010","Madison","0890","Madison",2036,4749,13171
"G0100910","1930","Alabama","010","Marengo","0910","Marengo",753,1628,8576
"G0100930","1930","Alabama","010","Marion","0930","Marion",579,938,5032
"G0100950","1930","Alabama","010","Marshall","0950","Marshall",870,1062,7939
"G0100970","1930","Alabama","010","Mobile","0970","Mobile",10109,14925,25911
"G0100990","1930","Alabama","010","Monroe","0990","Monroe",454,1278,6137
"G0101010","1930","Alabama","010","Montgomery","1010","Montgomery",6012,12586,21244
"G0101030","1930","Alabama","010","Morgan","1030","Morgan",2324,2936,9723
"G0101050","1930","Alabama","010","Perry","1050","Perry",585,947,5719
"G0101070","1930","Alabama","010","Pickens","1070","Pickens",424,799,5221
"G0101090","1930","Alabama","010","Pike","1090","Pike",983,1681,6796
"G0101110","1930","Alabama","010","Randolph","1110","Randolph",542,1017,5426
"G0101130","1930","Alabama","010","Russell","1130","Russell",791,1609,5839
"G0101150","1930","Alabama","010","St Clair","1150","St Clair",718,1706,5009
"G0101170","1930","Alabama","010","Shelby","1170","Shelby",782,2238,5722
"G0101190","1930","Alabama","010","Sumter","1190","Sumter",490,1038,5975
"G0101210","1930","Alabama","010","Talladega","1210","Talladega",1293,3534,8705
"G0101230","1930","Alabama","010","Tallapoosa","1230","Tallapoosa",761,2296,6281
"G0101250","1930","Alabama","010","Tuscaloosa","1250","Tuscaloosa",2636,6324,12843
"G0101270","1930","Alabama","010","Walker","1270","Walker",2042,6807,11953
"G0101290","1930","Alabama","010","Washington","1290","Washington",293,1024,3324
"G0101310","1930","Alabama","010","Wilcox","1310","Wilcox",340,839,5665
"G0101330","1930","Alabama","010","Winston","1330","Winston",364,563,3008
"G0250015","1930","Alaska Territory","025","First Judicicial Dist","0015","First Judicicial Dist",,,6272
"G0250035","1930","Alaska Territory","025","Fourth Judicicial Dist","0035","Fourth Judicicial Dist",,,4552
"G0250075","1930","Alaska Territory","025","Second Judicicial Dist","0075","Second Judicicial Dist",,,2553
"G0250115","1930","Alaska Territory","025","Third Judicicial Dist","0115","Third Judicicial Dist",,,5401
"G0400010","1930","Arizona","040","Apache","0010","Apache",463,718,3291
"G0400030","1930","Arizona","040","Cochise","0030","Cochise",3587,5274,9702
"G0400050","1930","Arizona","040","Coconino","0050","Coconino",679,1519,3003
"G0400070","1930","Arizona","040","Gila","0070","Gila",2974,4036,7383
"G0400090","1930","Arizona","040","Graham","0090","Graham",786,636,2257
"G0400110","1930","Arizona","040","Greenlee","0110","Greenlee",909,1096,2074
"G0400130","1930","Arizona","040","Maricopa","0130","Maricopa",11279,16762,33688
"G0400150","1930","Arizona","040","Mohave","0150","Mohave",534,738,1567
"G0400170","1930","Arizona","040","Navajo","0170","Navajo",1214,1407,4469
"G0400190","1930","Arizona","040","Pima","0190","Pima",5298,6910,13120
"G0400210","1930","Arizona","040","Pinal","0210","Pinal",1415,2136,4919
"G0400230","1930","Arizona","040","Santa Cruz","0230","Santa Cruz",598,1353,2142
"G0400250","1930","Arizona","040","Yavapai","0250","Yavapai",2163,4230,6478
"G0400270","1930","Arizona","040","Yuma","0270","Yuma",1118,2194,4540
"G0500010","1930","Arkansas","050","Arkansas","0010","Arkansas",1123,1258,5046
"G0500030","1930","Arkansas","050","Ashley","0030","Ashley",512,1490,5646
"G0500050","1930","Arkansas","050","Baxter","0050","Baxter",365,413,2118
"G0500070","1930","Arkansas","050","Benton","0070","Benton",2216,1609,8910
"G0500090","1930","Arkansas","050","Boone","0090","Boone",772,700,3418
"G0500110","1930","Arkansas","050","Bradley","0110","Bradley",938,1087,3813
"G0500130","1930","Arkansas","050","Calhoun","0130","Calhoun",261,262,2026
"G0500150","1930","Arkansas","050","Carroll","0150","Carroll",864,610,3811
"G0500170","1930","Arkansas","050","Chicot","0170","Chicot",943,1012,5856
"G0500190","1930","Arkansas","050","Clark","0190","Clark",1188,1353,5348
"G0500210","1930","Arkansas","050","Clay","0210","Clay",1078,1147,5924
"G0500230","1930","Arkansas","050","Cleburne","0230","Cleburne",385,332,2527
"G0500250","1930","Arkansas","050","Cleveland","0250","Cleveland",260,214,2769
"G0500270","1930","Arkansas","050","Columbia","0270","Columbia",773,864,5981
"G0500290","1930","Arkansas","050","Conway","0290","Conway",706,641,4588
"G0500310","1930","Arkansas","050","Craighead","0310","Craighead",1945,2140,9462
"G0500330","1930","Arkansas","050","Crawford","0330","Crawford",1166,1215,5005
"G0500350","1930","Arkansas","050","Crittenden","0350","Crittenden",752,1155,10224
"G0500370","1930","Arkansas","050","Cross","0370","Cross",808,1005,5893
"G0500390","1930","Arkansas","050","Dallas","0390","Dallas",778,843,3111
"G0500410","1930","Arkansas","050","Desha","0410","Desha",895,1310,5404
"G0500430","1930","Arkansas","050","Drew","0430","Drew",561,777,4507
"G0500450","1930","Arkansas","050","Faulkner","0450","Faulkner",932,773,5942
"G0500470","1930","Arkansas","050","Franklin","0470","Franklin",573,665,3395
"G0500490","1930","Arkansas","050","Fulton","0490","Fulton",265,206,2342
"G0500510","1930","Arkansas","050","Garland","0510","Garland",2863,4154,8197
"G0500530","1930","Arkansas","050","Grant","0530","Grant",253,407,2058
"G0500550","1930","Arkansas","050","Greene","0550","Greene",1006,970,5727
"G0500570","1930","Arkansas","050","Hempstead","0570","Hempstead",1104,1098,6722
"G0500590","1930","Arkansas","050","Hot Spring","0590","Hot Spring",1035,981,3960
"G0500610","1930","Arkansas","050","Howard","0610","Howard",601,917,3833
"G0500630","1930","Arkansas","050","Independence","0630","Independence",948,1094,5268
"G0500650","1930","Arkansas","050","Izard","0650","Izard",295,248,2851
"G0500670","1930","Arkansas","050","Jackson","0670","Jackson",744,1261,5879
"G0500690","1930","Arkansas","050","Jefferson","0690","Jefferson",3636,4485,15553
"G0500710","1930","Arkansas","050","Johnson","0710","Johnson",771,1109,4179
"G0500730","1930","Arkansas","050","Lafayette","0730","Lafayette",584,782,4029
"G0500750","1930","Arkansas","050","Lawrence","0750","Lawrence",801,956,4714
"G0500770","1930","Arkansas","050","Lee","0770","Lee",663,865,6516
"G0500790","1930","Arkansas","050","Lincoln","0790","Lincoln",310,402,4903
"G0500810","1930","Arkansas","050","Little River","0810","Little River",582,504,3575
"G0500830","1930","Arkansas","050","Logan","0830","Logan",918,997,5051
"G0500850","1930","Arkansas","050","Lonoke","0850","Lonoke",836,988,7533
"G0500870","1930","Arkansas","050","Madison","0870","Madison",217,212,2983
"G0500890","1930","Arkansas","050","Marion","0890","Marion",265,209,1922
"G0500910","1930","Arkansas","050","Miller","0910","Miller",1946,1686,7075
"G0500930","1930","Arkansas","050","Mississippi","0930","Mississippi",1612,3449,15809
"G0500950","1930","Arkansas","050","Monroe","0950","Monroe",781,1078,4941
"G0500970","1930","Arkansas","050","Montgomery","0970","Montgomery",268,588,2340
"G0500990","1930","Arkansas","050","Nevada","0990","Nevada",599,731,4363
"G0501010","1930","Arkansas","050","Newton","1010","Newton",137,172,2151
"G0501030","1930","Arkansas","050","Ouachita","1030","Ouachita",1453,3042,6609
"G0501050","1930","Arkansas","050","Perry","1050","Perry",231,181,1624
"G0501070","1930","Arkansas","050","Phillips","1070","Phillips",1507,3599,10856
"G0501090","1930","Arkansas","050","Pike","1090","Pike",384,746,2635
"G0501110","1930","Arkansas","050","Poinsett","1110","Poinsett",857,1696,6527
"G0501130","1930","Arkansas","050","Polk","1130","Polk",802,784,3479
"G0501150","1930","Arkansas","050","Pope","1150","Pope",1117,1217,5677
"G0501170","1930","Arkansas","050","Prairie","1170","Prairie",522,645,3443
"G0501190","1930","Arkansas","050","Pulaski","1190","Pulaski",12809,15422,30720
"G0501210","1930","Arkansas","050","Randolph","1210","Randolph",443,434,3687
"G0501230","1930","Arkansas","050","St Francis","1230","St Francis",781,1157,7982
"G0501250","1930","Arkansas","050","Saline","1250","Saline",762,1143,3433
"G0501270","1930","Arkansas","050","Scott","1270","Scott",346,491,2585
"G0501290","1930","Arkansas","050","Searcy","1290","Searcy",252,234,2370
"G0501310","1930","Arkansas","050","Sebastian","1310","Sebastian",4779,5671,12592
"G0501330","1930","Arkansas","050","Sevier","1330","Sevier",689,816,3614
"G0501350","1930","Arkansas","050","Sharp","1350","Sharp",331,220,2403
"G0501370","1930","Arkansas","050","Stone","1370","Stone",106,105,1675
"G0501390","1930","Arkansas","050","Union","1390","Union",3338,6570,12666
"G0501410","1930","Arkansas","050","Van Buren","1410","Van Buren",252,183,2550
"G0501430","1930","Arkansas","050","Washington","1430","Washington",2155,2264,9261
"G0501450","1930","Arkansas","050","White","1450","White",1507,1635,8294
"G0501470","1930","Arkansas","050","Woodruff","1470","Woodruff",676,976,4903
"G0501490","1930","Arkansas","050","Yell","1490","Yell",720,669,4598
"G0600010","1930","California","060","Alameda","0010","Alameda",68833,62463,118035
"G0600030","1930","California","060","Alpine","0030","Alpine",25,19,64
"G0600050","1930","California","060","Amador","0050","Amador",649,830,1870
"G0600070","1930","California","060","Butte","0070","Butte",4058,3188,9761
"G0600090","1930","California","060","Calaveras","0090","Calaveras",593,698,1786
"G0600110","1930","California","060","Colusa","0110","Colusa",752,783,2609
"G0600130","1930","California","060","Contra Costa","0130","Contra Costa",8938,9106,19627
"G0600150","1930","California","060","Del Norte","0150","Del Norte",473,742,1372
"G0600170","1930","California","060","El Dorado","0170","El Dorado",739,766,2591
"G0600190","1930","California","060","Fresno","0190","Fresno",13302,12494,36498
"G0600210","1930","California","060","Glenn","0210","Glenn",752,679,2994
"G0600230","1930","California","060","Humboldt","0230","Humboldt",4569,4997,11334
"G0600250","1930","California","060","Imperial","0250","Imperial",2548,6428,13852
"G0600270","1930","California","060","Inyo","0270","Inyo",569,1190,2042
"G0600290","1930","California","060","Kern","0290","Kern",7580,10662,21268
"G0600310","1930","California","060","Kings","0310","Kings",1616,2067,6303
"G0600330","1930","California","060","Lake","0330","Lake",750,610,2244
"G0600350","1930","California","060","Lassen","0350","Lassen",793,1656,2908
"G0600370","1930","California","060","Los Angeles","0370","Los Angeles",264023,365585,557667
"G0600390","1930","California","060","Madera","0390","Madera",1108,1169,4181
"G0600410","1930","California","060","Marin","0410","Marin",5895,3862,10095
"G0600430","1930","California","060","Mariposa","0430","Mariposa",180,588,1154
"G0600450","1930","California","060","Mendocino","0450","Mendocino",2152,2192,6108
"G0600470","1930","California","060","Merced","0470","Merced",1790,2528,8700
"G0600490","1930","California","060","Modoc","0490","Modoc",550,762,2022
"G0600510","1930","California","060","Mono","0510","Mono",121,153,356
"G0600530","1930","California","060","Monterey","0530","Monterey",4730,5510,12920
"G0600550","1930","California","060","Napa","0550","Napa",2041,1720,5474
"G0600570","1930","California","060","Nevada","0570","Nevada",1423,1184,3083
"G0600590","1930","California","060","Orange","0590","Orange",13378,14407,31863
"G0600610","1930","California","060","Placer","0610","Placer",2493,2160,6547
"G0600630","1930","California","060","Plumas","0630","Plumas",587,1209,2086
"G0600650","1930","California","060","Riverside","0650","Riverside",8291,7894,21508
"G0600670","1930","California","060","Sacramento","0670","Sacramento",14964,15444,32127
"G0600690","1930","California","060","San Benito","0690","San Benito",749,783,2851
"G0600710","1930","California","060","San Bernardino","0710","San Bernardino",15758,14812,34946
"G0600730","1930","California","060","San Diego","0730","San Diego",28876,29318,58670
"G0600750","1930","California","060","San Francisco","0750","San Francisco",57000,117080,119358
"G0600770","1930","California","060","San Joaquin","0770","San Joaquin",9533,10120,24266
"G0600790","1930","California","060","San Luis Obispo","0790","San Luis Obispo",2872,3137,8078
"G0600810","1930","California","060","San Mateo","0810","San Mateo",12075,7335,19803
"G0600830","1930","California","060","Santa Barbara","0830","Santa Barbara",6382,8984,16209
"G0600850","1930","California","060","Santa Clara","0850","Santa Clara",18951,13614,37325
"G0600870","1930","California","060","Santa Cruz","0870","Santa Cruz",5289,3872,11276
"G0600890","1930","California","060","Shasta","0890","Shasta",1137,1516,3959
"G0600910","1930","California","060","Sierra","0910","Sierra",297,361,744
"G0600930","1930","California","060","Siskiyou","0930","Siskiyou",1930,3689,6874
"G0600950","1930","California","060","Solano","0950","Solano",3829,4767,10098
"G0600970","1930","California","060","Sonoma","0970","Sonoma",6078,4774,17553
"G0600990","1930","California","060","Stanislaus","0990","Stanislaus",4305,4617,14728
"G0601010","1930","California","060","Sutter","1010","Sutter",889,809,3714
"G0601030","1930","California","060","Tehama","1030","Tehama",972,1058,3914
"G0601050","1930","California","060","Trinity","1050","Trinity",241,283,886
"G0601070","1930","California","060","Tulare","1070","Tulare",5026,6171,19673
"G0601090","1930","California","060","Tuolumne","1090","Tuolumne",968,1259,2553
"G0601110","1930","California","060","Ventura","1110","Ventura",4829,6664,13958
"G0601130","1930","California","060","Yolo","1130","Yolo",1978,1818,5784
"G0601150","1930","California","060","Yuba","1150","Yuba",973,1400,2912
"G0800010","1930","Colorado","080","Adams","0010","Adams",1294,1223,4515
"G0800030","1930","Colorado","080","Alamosa","0030","Alamosa",696,811,1985
"G0800050","1930","Colorado","080","Arapahoe","0050","Arapahoe",2890,1786,5824
"G0800070","1930","Colorado","080","Archuleta","0070","Archuleta",157,189,749
"G0800090","1930","Colorado","080","Baca","0090","Baca",381,327,2371
"G0800110","1930","Colorado","080","Bent","0110","Bent",436,493,1993
"G0800130","1930","Colorado","080","Boulder","0130","Boulder",4013,3215,8547
"G0800150","1930","Colorado","080","Chaffee","0150","Chaffee",852,839,1953
"G0800170","1930","Colorado","080","Cheyenne","0170","Cheyenne",139,166,899
"G0800190","1930","Colorado","080","Clear Creek","0190","Clear Creek",350,357,724
"G0800210","1930","Colorado","080","Conejos","0210","Conejos",506,360,1968
"G0800230","1930","Colorado","080","Costilla","0230","Costilla",408,224,1243
"G0800250","1930","Colorado","080","Crowley","0250","Crowley",270,378,1345
"G0800270","1930","Colorado","080","Custer","0270","Custer",122,133,612
"G0800290","1930","Colorado","080","Delta","0290","Delta",823,805,3483
"G0800310","1930","Colorado","080","Denver","0310","Denver",35402,42225,64230
"G0800330","1930","Colorado","080","Dolores","0330","Dolores",88,115,384
"G0800350","1930","Colorado","080","Douglas","0350","Douglas",170,276,924
"G0800370","1930","Colorado","080","Eagle","0370","Eagle",217,381,974
"G0800390","1930","Colorado","080","Elbert","0390","Elbert",213,217,1645
"G0800410","1930","Colorado","080","El Paso","0410","El Paso",6896,5678,13081
"G0800430","1930","Colorado","080","Fremont","0430","Fremont",1781,1788,4504
"G0800450","1930","Colorado","080","Garfield","0450","Garfield",642,783,2500
"G0800470","1930","Colorado","080","Gilpin","0470","Gilpin",189,140,412
"G0800490","1930","Colorado","080","Grand","0490","Grand",165,205,615
"G0800510","1930","Colorado","080","Gunnison","0510","Gunnison",482,659,1474
"G0800530","1930","Colorado","080","Hinsdale","0530","Hinsdale",62,47,144
"G0800550","1930","Colorado","080","Huerfano","0550","Huerfano",999,2004,3668
"G0800570","1930","Colorado","080","Jackson","0570","Jackson",80,96,382
"G0800590","1930","Colorado","080","Jefferson","0590","Jefferson",2270,1384,5627
"G0800610","1930","Colorado","080","Kiowa","0610","Kiowa",165,149,911
"G0800630","1930","Colorado","080","Kit Carson","0630","Kit Carson",386,392,2226
"G0800650","1930","Colorado","080","Lake","0650","Lake",916,436,1385
"G0800670","1930","Colorado","080","La Plata","0670","La Plata",960,1056,3009
"G0800690","1930","Colorado","080","Larimer","0690","Larimer",3239,2726,8195
"G0800710","1930","Colorado","080","Las Animas","0710","Las Animas",2323,4067,8071
"G0800730","1930","Colorado","080","Lincoln","0730","Lincoln",373,361,1916
"G0800750","1930","Colorado","080","Logan","0750","Logan",1142,1267,4319
"G0800770","1930","Colorado","080","Mesa","0770","Mesa",2019,1882,6250
"G0800790","1930","Colorado","080","Mineral","0790","Mineral",94,84,206
"G0800810","1930","Colorado","080","Moffat","0810","Moffat",237,317,1356
"G0800830","1930","Colorado","080","Montezuma","0830","Montezuma",347,509,1836
"G0800850","1930","Colorado","080","Montrose","0850","Montrose",632,600,2753
"G0800870","1930","Colorado","080","Morgan","0870","Morgan",1085,1096,4083
"G0800890","1930","Colorado","080","Otero","0890","Otero",1902,2212,5520
"G0800910","1930","Colorado","080","Ouray","0910","Ouray",199,173,546
"G0800930","1930","Colorado","080","Park","0930","Park",127,155,625
"G0800950","1930","Colorado","080","Phillips","0950","Phillips",348,353,1430
"G0800970","1930","Colorado","080","Pitkin","0970","Pitkin",265,91,532
"G0800990","1930","Colorado","080","Prowers","0990","Prowers",802,1142,3340
"G0801010","1930","Colorado","080","Pueblo","1010","Pueblo",7849,6231,14464
"G0801030","1930","Colorado","080","Rio Blanco","1030","Rio Blanco",156,162,722
"G0801050","1930","Colorado","080","Rio Grande","1050","Rio Grande",723,643,2237
"G0801070","1930","Colorado","080","Routt","1070","Routt",528,1110,2433
"G0801090","1930","Colorado","080","Saguache","1090","Saguache",429,439,1495
"G0801110","1930","Colorado","080","San Juan","1110","San Juan",175,262,423
"G0801130","1930","Colorado","080","San Miguel","1130","San Miguel",210,159,615
"G0801150","1930","Colorado","080","Sedgwick","1150","Sedgwick",301,362,1250
"G0801170","1930","Colorado","080","Summit","1170","Summit",141,132,323
"G0801190","1930","Colorado","080","Teller","1190","Teller",789,386,1344
"G0801210","1930","Colorado","080","Washington","1210","Washington",217,280,2258
"G0801230","1930","Colorado","080","Weld","1230","Weld",3943,3893,14452
"G0801250","1930","Colorado","080","Yuma","1250","Yuma",537,549,3248
"G0900010","1930","Connecticut","090","Fairfield","0010","Fairfield",40168,50620,68573
"G0900030","1930","Connecticut","090","Hartford","0030","Hartford",35190,60263,63028
"G0900050","1930","Connecticut","090","Litchfield","0050","Litchfield",9538,8076,17643
"G0900070","1930","Connecticut","090","Middlesex","0070","Middlesex",5965,4645,10585
"G0900090","1930","Connecticut","090","New Haven","0090","New Haven",44920,63244,80257
"G0900110","1930","Connecticut","090","New London","0110","New London",12056,13889,22688
"G0900130","1930","Connecticut","090","Tolland","0130","Tolland",2730,2683,6074
"G0900150","1930","Connecticut","090","Windham","0150","Windham",4313,7185,11704
"G1000010","1930","Delaware","100","Kent","0010","Kent",3056,2333,8419
"G1000030","1930","Delaware","100","New Castle","0030","New Castle",17035,18243,34404
"G1000050","1930","Delaware","100","Sussex","0050","Sussex",3972,2921,12117
"G1100010","1930","District Of Columbia","110","District Of Columbia","0010","District Of Columbia",47190,75223,84903
"G1200010","1930","Florida","120","Alachua","0010","Alachua",2391,3261,7894
"G1200030","1930","Florida","120","Baker","0030","Baker",163,733,1314
"G1200050","1930","Florida","120","Bay","0050","Bay",1004,1702,2861
"G1200070","1930","Florida","120","Bradford","0070","Bradford",313,785,2049
"G1200090","1930","Florida","120","Brevard","0090","Brevard",1515,1711,3667
"G1200110","1930","Florida","120","Broward","0110","Broward",2272,2934,5179
"G1200130","1930","Florida","120","Calhoun","0130","Calhoun",236,724,1539
"G1200150","1930","Florida","120","Charlotte","0150","Charlotte",416,624,1089
"G1200170","1930","Florida","120","Citrus","0170","Citrus",410,710,1368
"G1200190","1930","Florida","120","Clay","0190","Clay",510,754,1698
"G1200210","1930","Florida","120","Collier","0210","Collier",109,448,590
"G1200230","1930","Florida","120","Columbia","0230","Columbia",659,1268,3209
"G1200250","1930","Florida","120","Dade","0250","Dade",13415,24985,34235
"G1200270","1930","Florida","120","De Soto","0270","De Soto",650,818,1919
"G1200290","1930","Florida","120","Dixie","0290","Dixie",186,1185,1591
"G1200310","1930","Florida","120","Duval","0310","Duval",13236,23591,35183
"G1200330","1930","Florida","120","Escambia","0330","Escambia",4343,7092,11748
"G1200350","1930","Florida","120","Flagler","0350","Flagler",139,363,642
"G1200370","1930","Florida","120","Franklin","0370","Franklin",619,1027,1563
"G1200390","1930","Florida","120","Gadsden","0390","Gadsden",1248,2795,5806
"G1200410","1930","Florida","120","Gilchrist","0410","Gilchrist",87,233,891
"G1200430","1930","Florida","120","Glades","0430","Glades",152,243,667
"G1200450","1930","Florida","120","Gulf","0450","Gulf",152,540,746
"G1200470","1930","Florida","120","Hamilton","0470","Hamilton",324,735,2057
"G1200490","1930","Florida","120","Hardee","0490","Hardee",557,842,2415
"G1200510","1930","Florida","120","Hendry","0510","Hendry",125,502,862
"G1200530","1930","Florida","120","Hernando","0530","Hernando",305,473,1233
"G1200550","1930","Florida","120","Highlands","0550","Highlands",724,1473,2361
"G1200570","1930","Florida","120","Hillsborough","0570","Hillsborough",13838,20932,35122
"G1200590","1930","Florida","120","Holmes","0590","Holmes",357,528,2597
"G1200610","1930","Florida","120","Indian River","0610","Indian River",539,913,1806
"G1200630","1930","Florida","120","Jackson","0630","Jackson",907,1743,6808
"G1200650","1930","Florida","120","Jefferson","0650","Jefferson",552,1063,3138
"G1200670","1930","Florida","120","Lafayette","0670","Lafayette",85,426,1024
"G1200690","1930","Florida","120","Lake","0690","Lake",2254,2564,6179
"G1200710","1930","Florida","120","Lee","0710","Lee",1372,2175,3790
"G1200730","1930","Florida","120","Leon","0730","Leon",1482,2089,5304
"G1200750","1930","Florida","120","Levy","0750","Levy",532,1443,2939
"G1200770","1930","Florida","120","Liberty","0770","Liberty",143,537,950
"G1200790","1930","Florida","120","Madison","0790","Madison",379,1012,3406
"G1200810","1930","Florida","120","Manatee","0810","Manatee",1983,3067,5819
"G1200830","1930","Florida","120","Marion","0830","Marion",2019,2720,7229
"G1200850","1930","Florida","120","Martin","0850","Martin",438,851,1387
"G1200870","1930","Florida","120","Monroe","0870","Monroe",1206,2104,3229
"G1200890","1930","Florida","120","Nassau","0890","Nassau",775,985,2142
"G1200910","1930","Florida","120","Okaloosa","0910","Okaloosa",489,697,2166
"G1200930","1930","Florida","120","Okeechobee","0930","Okeechobee",232,534,1008
"G1200950","1930","Florida","120","Orange","0950","Orange",5726,6568,12873
"G1200970","1930","Florida","120","Osceola","0970","Osceola",1125,1529,3114
"G1200990","1930","Florida","120","Palm Beach","0990","Palm Beach",4922,7701,12932
"G1201010","1930","Florida","120","Pasco","1010","Pasco",1073,1077,2919
"G1201030","1930","Florida","120","Pinellas","1030","Pinellas",8765,8874,17484
"G1201050","1930","Florida","120","Polk","1050","Polk",5585,9939,17888
"G1201070","1930","Florida","120","Putnam","1070","Putnam",1798,1922,4775
"G1201090","1930","Florida","120","St Johns","1090","St Johns",1792,2386,4494
"G1201110","1930","Florida","120","St Lucie","1110","St Lucie",565,849,1797
"G1201130","1930","Florida","120","Santa Rosa","1130","Santa Rosa",689,1116,2984
"G1201150","1930","Florida","120","Sarasota","1150","Sarasota",1128,1885,3067
"G1201170","1930","Florida","120","Seminole","1170","Seminole",1780,2403,4831
"G1201190","1930","Florida","120","Sumter","1190","Sumter",661,888,2404
"G1201210","1930","Florida","120","Suwannee","1210","Suwannee",582,837,3421
"G1201230","1930","Florida","120","Taylor","1230","Taylor",379,2141,2948
"G1201250","1930","Florida","120","Union","1250","Union",130,546,1281
"G1201270","1930","Florida","120","Volusia","1270","Volusia",5499,5765,11822
"G1201290","1930","Florida","120","Wakulla","1290","Wakulla",348,456,1200
"G1201310","1930","Florida","120","Walton","1310","Walton",730,1250,3022
"G1201330","1930","Florida","120","Washington","1330","Washington",404,979,2568
"G1300010","1930","Georgia","130","Appling","0010","Appling",305,743,2588
"G1300030","1930","Georgia","130","Atkinson","0030","Atkinson",196,520,1433
"G1300050","1930","Georgia","130","Bacon","0050","Bacon",153,307,1375
"G1300070","1930","Georgia","130","Baker","0070","Baker",66,225,1684
"G1300090","1930","Georgia","130","Baldwin","0090","Baldwin",809,1566,3404
"G1300110","1930","Georgia","130","Banks","0110","Banks",101,151,1891
"G1300130","1930","Georgia","130","Barrow","0130","Barrow",371,605,2552
"G1300150","1930","Georgia","130","Bartow","0150","Bartow",900,1710,5092
"G1300170","1930","Georgia","130","Ben Hill","0170","Ben Hill",764,1182,2939
"G1300190","1930","Georgia","130","Berrien","0190","Berrien",324,581,2967
"G1300210","1930","Georgia","130","Bibb","0210","Bibb",5273,12061,16720
"G1300230","1930","Georgia","130","Bleckley","0230","Bleckley",205,373,1955
"G1300250","1930","Georgia","130","Brantley","0250","Brantley",138,520,1416
"G1300270","1930","Georgia","130","Brooks","0270","Brooks",555,829,4464
"G1300290","1930","Georgia","130","Bryan","0290","Bryan",267,463,1252
"G1300310","1930","Georgia","130","Bulloch","0310","Bulloch",525,1120,5254
"G1300330","1930","Georgia","130","Burke","0330","Burke",517,1485,6970
"G1300350","1930","Georgia","130","Butts","0350","Butts",307,506,2056
"G1300370","1930","Georgia","130","Calhoun","0370","Calhoun",271,481,2464
