GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A43AA1990,A43AB1990,B37AA1990,B37AB1990,B39AA1990,B39AB1990
"G0200200","1990","Alaska","02","020","Anchorage Municipality","020","0200","Anchorage Borough",82702,11451,43672,39030,1467,3295
"G0200500","1990","Alaska","02","020","Bethel Census Area","050","0500","Bethel Census Area",3605,757,2118,1487,4,19
"G0200600","1990","Alaska","02","020","Bristol Bay Borough","060","0600","Bristol Bay Borough",407,189,198,209,0,1
"G0200700","1990","Alaska","02","020","Dillingham Census Area","070","0700","Dillingham Census Area",1215,476,768,447,0,2
"G0200900","1990","Alaska","02","020","Fairbanks North Star Borough","090","0900","Fairbanks North Star Borough",26693,5130,13091,13602,317,1288
"G0201000","1990","Alaska","02","020","Haines Borough","100","1000","Haines Borough",791,321,514,277,0,0
"G0201100","1990","Alaska","02","020","Juneau City and Borough","110","1100","Juneau Borough",9902,736,5764,4138,34,69
"G0201220","1990","Alaska","02","020","Kenai Peninsula Borough","122","1220","Kenai Peninsula Borough",14250,5114,9677,4573,13,29
"G0201300","1990","Alaska","02","020","Ketchikan Gateway Borough","130","1300","Ketchikan Gateway Borough",5030,433,2819,2211,11,14
"G0201500","1990","Alaska","02","020","Kodiak Island Borough","150","1500","Kodiak Island Borough",4083,802,2043,2040,8,32
"G0201640","1990","Alaska","02","020","Lake and Peninsula Borough","164","1640","Lake and Peninsula Borough",509,482,354,155,0,0
"G0201700","1990","Alaska","02","020","Matanuska-Susitna Borough","170","1700","Matanuska-Susitna Borough",13394,7559,9821,3573,58,29
"G0201800","1990","Alaska","02","020","Nome Census Area","180","1800","Nome Census Area",2371,1313,1347,1024,2,2
"G0201850","1990","Alaska","02","020","North Slope Borough","185","1850","North Slope Borough",1673,480,670,1003,1,13
"G0201880","1990","Alaska","02","020","Northwest Arctic Borough","188","1880","Northwest Arctic Borough",1526,472,884,642,2,3
"G0202010","1990","Alaska","02","020","Prince Of Wales-Outer Ketchikan","201","2010","Prince of Wales-Outer Ketchikan Census Area",2061,482,1247,814,0,2
"G0202200","1990","Alaska","02","020","Sitka City and Borough","220","2200","Sitka Borough",2939,283,1644,1295,1,12
"G0202310","1990","Alaska","02","020","Skagway-Yakutat-Angoon","231","2310","Skagway-Yakutat-Angoon Census Area",1422,680,771,651,0,1
"G0202400","1990","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","Southeast Fairbanks Census Area",1909,1240,1161,748,10,65
"G0202610","1990","Alaska","02","020","Valdez-Cordova Census Area","261","2610","Valdez-Cordova Census Area",3425,1771,2210,1215,1,13
"G0202700","1990","Alaska","02","020","Wade Hampton Census Area","270","2700","Wade Hampton Census Area",1368,514,929,439,0,6
"G0202800","1990","Alaska","02","020","Wrangell-Petersburg","280","2800","Wrangell-Petersburg Census Area",2514,491,1676,838,2,1
"G0202900","1990","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","Yukon-Koyukuk Census Area",2748,2151,1954,794,6,3
"G0400010","1990","Arizona","04","040","Apache County","001","0010","Apache County",15981,10750,11702,4279,13,27
"G0400030","1990","Arizona","04","040","Cochise County","003","0030","Cochise County",34546,5692,21983,12563,474,1032
"G0400050","1990","Arizona","04","040","Coconino County","005","0050","Coconino County",29918,12996,18110,11808,176,293
"G0400070","1990","Arizona","04","040","Gila County","007","0070","Gila County",15438,7523,11945,3493,11,15
"G0400090","1990","Arizona","04","040","Graham County","009","0090","Graham County",7930,1182,5842,2088,48,34
"G0400110","1990","Arizona","04","040","Greenlee County","011","0110","Greenlee County",2809,773,1396,1413,3,8
"G0400120","1990","Arizona","04","040","La Paz County","012","0120","La Paz County",5348,4834,3878,1470,21,21
"G0400130","1990","Arizona","04","040","Maricopa County","013","0130","Maricopa County",807560,144481,511242,296318,10348,14814
"G0400150","1990","Arizona","04","040","Mohave County","015","0150","Mohave County",36801,14021,26529,10272,77,51
"G0400170","1990","Arizona","04","040","Navajo County","017","0170","Navajo County",22189,16778,16522,5667,138,66
"G0400190","1990","Arizona","04","040","Pima County","019","0190","Pima County",261792,36415,159467,102325,3072,4438
"G0400210","1990","Arizona","04","040","Pinal County","021","0210","Pinal County",39154,13578,28199,10955,461,434
"G0400230","1990","Arizona","04","040","Santa Cruz County","023","0230","Santa Cruz County",8808,787,5817,2991,18,11
"G0400250","1990","Arizona","04","040","Yavapai County","025","0250","Yavapai County",44778,10027,32297,12481,53,55
"G0400270","1990","Arizona","04","040","Yuma County","027","0270","Yuma County",35791,10750,23632,12159,344,584
"G0500010","1990","Arkansas","05","050","Arkansas County","001","0010","Arkansas County",8389,1186,5620,2769,843,746
"G0500030","1990","Arkansas","05","050","Ashley County","003","0030","Ashley County",8890,930,6847,2043,1456,764
"G0500050","1990","Arkansas","05","050","Baxter County","005","0050","Baxter County",13486,2063,10859,2627,1,0
"G0500070","1990","Arkansas","05","050","Benton County","007","0070","Benton County",37555,3889,27454,10101,15,20
"G0500090","1990","Arkansas","05","050","Boone County","009","0090","Boone County",11131,1249,8470,2661,1,0
"G0500110","1990","Arkansas","05","050","Bradley County","011","0110","Bradley County",4545,547,3404,1141,828,471
"G0500130","1990","Arkansas","05","050","Calhoun County","013","0130","Calhoun County",2185,252,1775,410,361,119
"G0500150","1990","Arkansas","05","050","Carroll County","015","0150","Carroll County",7550,1190,5705,1845,1,1
"G0500170","1990","Arkansas","05","050","Chicot County","017","0170","Chicot County",5557,634,3846,1711,1889,1004
"G0500190","1990","Arkansas","05","050","Clark County","019","0190","Clark County",7907,900,5439,2468,1069,658
"G0500210","1990","Arkansas","05","050","Clay County","021","0210","Clay County",7504,858,5550,1954,0,2
"G0500230","1990","Arkansas","05","050","Cleburne County","023","0230","Cleburne County",7926,2876,6443,1483,2,2
"G0500250","1990","Arkansas","05","050","Cleveland County","025","0250","Cleveland County",2868,454,2382,486,246,110
"G0500270","1990","Arkansas","05","050","Columbia County","027","0270","Columbia County",9638,1052,6928,2710,1859,1123
"G0500290","1990","Arkansas","05","050","Conway County","029","0290","Conway County",7179,830,5486,1693,743,258
"G0500310","1990","Arkansas","05","050","Craighead County","031","0310","Craighead County",26285,2149,17194,9091,359,780
"G0500330","1990","Arkansas","05","050","Crawford County","033","0330","Crawford County",15251,1460,11650,3601,85,53
"G0500350","1990","Arkansas","05","050","Crittenden County","035","0350","Crittenden County",17120,1755,10437,6683,3150,3206
"G0500370","1990","Arkansas","05","050","Cross County","037","0370","Cross County",6754,500,4709,2045,841,543
"G0500390","1990","Arkansas","05","050","Dallas County","039","0390","Dallas County",3600,449,2803,797,896,318
"G0500410","1990","Arkansas","05","050","Desha County","041","0410","Desha County",5957,749,3934,2023,1291,1006
"G0500430","1990","Arkansas","05","050","Drew County","043","0430","Drew County",6342,817,4565,1777,1015,572
"G0500450","1990","Arkansas","05","050","Faulkner County","045","0450","Faulkner County",21325,2072,15027,6298,793,713
"G0500470","1990","Arkansas","05","050","Franklin County","047","0470","Franklin County",5578,650,4409,1169,19,4
"G0500490","1990","Arkansas","05","050","Fulton County","049","0490","Fulton County",4010,829,3277,733,1,1
"G0500510","1990","Arkansas","05","050","Garland County","051","0510","Garland County",30836,7130,21837,8999,977,1143
"G0500530","1990","Arkansas","05","050","Grant County","053","0530","Grant County",5118,422,4242,876,113,18
"G0500550","1990","Arkansas","05","050","Greene County","055","0550","Greene County",12325,891,9000,3325,2,2
"G0500570","1990","Arkansas","05","050","Hempstead County","057","0570","Hempstead County",8212,1478,6043,2169,1519,810
"G0500590","1990","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring County",10115,1263,7856,2259,710,354
"G0500610","1990","Arkansas","05","050","Howard County","061","0610","Howard County",4975,625,3661,1314,564,354
"G0500630","1990","Arkansas","05","050","Independence County","063","0630","Independence County",11846,992,8915,2931,111,91
"G0500650","1990","Arkansas","05","050","Izard County","065","0650","Izard County",4684,851,3737,947,1,0
"G0500670","1990","Arkansas","05","050","Jackson County","067","0670","Jackson County",7361,725,5047,2314,453,467
"G0500690","1990","Arkansas","05","050","Jefferson County","069","0690","Jefferson County",30001,3310,20121,9880,6168,5245
"G0500710","1990","Arkansas","05","050","Johnson County","071","0710","Johnson County",7059,925,5307,1752,46,48
"G0500730","1990","Arkansas","05","050","Lafayette County","073","0730","Lafayette County",3584,939,2735,849,854,360
"G0500750","1990","Arkansas","05","050","Lawrence County","075","0750","Lawrence County",6857,835,5147,1710,26,6
"G0500770","1990","Arkansas","05","050","Lee County","077","0770","Lee County",4578,507,2874,1704,1268,1108
"G0500790","1990","Arkansas","05","050","Lincoln County","079","0790","Lincoln County",3796,499,2866,930,711,345
"G0500810","1990","Arkansas","05","050","Little River County","081","0810","Little River County",5150,1021,3945,1205,656,311
"G0500830","1990","Arkansas","05","050","Logan County","083","0830","Logan County",7628,911,5967,1661,64,25
"G0500850","1990","Arkansas","05","050","Lonoke County","085","0850","Lonoke County",13866,1143,10319,3547,661,446
"G0500870","1990","Arkansas","05","050","Madison County","087","0870","Madison County",4392,790,3515,877,2,0
"G0500890","1990","Arkansas","05","050","Marion County","089","0890","Marion County",4970,1169,3995,975,1,1
"G0500910","1990","Arkansas","05","050","Miller County","091","0910","Miller County",14273,1899,9754,4519,1493,1418
"G0500930","1990","Arkansas","05","050","Mississippi County","093","0930","Mississippi County",20420,1812,11102,9318,1863,3037
"G0500950","1990","Arkansas","05","050","Monroe County","095","0950","Monroe County",4361,702,2751,1610,822,689
"G0500970","1990","Arkansas","05","050","Montgomery County","097","0970","Montgomery County",3062,1207,2526,536,3,1
"G0500990","1990","Arkansas","05","050","Nevada County","099","0990","Nevada County",3798,489,2896,902,766,328
"G0501010","1990","Arkansas","05","050","Newton County","101","1010","Newton County",2818,621,2345,473,0,0
"G0501030","1990","Arkansas","05","050","Ouachita County","103","1030","Ouachita County",11712,1492,8571,3141,2365,1466
"G0501050","1990","Arkansas","05","050","Perry County","105","1050","Perry County",3055,647,2553,502,41,4
"G0501070","1990","Arkansas","05","050","Phillips County","107","1070","Phillips County",10183,911,5470,4713,1930,3110
"G0501090","1990","Arkansas","05","050","Pike County","109","1090","Pike County",3855,695,3081,774,93,29
"G0501110","1990","Arkansas","05","050","Poinsett County","111","1110","Poinsett County",9368,903,6112,3256,245,338
"G0501130","1990","Arkansas","05","050","Polk County","113","1130","Polk County",6827,905,5203,1624,0,0
"G0501150","1990","Arkansas","05","050","Pope County","115","1150","Pope County",16828,1602,11919,4909,181,158
"G0501170","1990","Arkansas","05","050","Prairie County","117","1170","Prairie County",3661,679,2679,982,265,143
"G0501190","1990","Arkansas","05","050","Pulaski County","119","1190","Pulaski County",137209,14329,82772,54437,14260,15985
"G0501210","1990","Arkansas","05","050","Randolph County","121","1210","Randolph County",6445,898,4827,1618,35,14
"G0501230","1990","Arkansas","05","050","St. Francis County","123","1230","St. Francis County",9958,1000,6081,3877,2087,2116
"G0501250","1990","Arkansas","05","050","Saline County","125","1250","Saline County",23037,1565,18563,4474,226,138
"G0501270","1990","Arkansas","05","050","Scott County","127","1270","Scott County",3957,528,3088,869,0,0
"G0501290","1990","Arkansas","05","050","Searcy County","129","1290","Searcy County",3117,622,2481,636,1,0
"G0501310","1990","Arkansas","05","050","Sebastian County","131","1310","Sebastian County",39298,4323,25630,13668,859,1170
"G0501330","1990","Arkansas","05","050","Sevier County","133","1330","Sevier County",5118,762,3904,1214,218,87
"G0501350","1990","Arkansas","05","050","Sharp County","135","1350","Sharp County",5819,1798,4801,1018,9,8
"G0501370","1990","Arkansas","05","050","Stone County","137","1370","Stone County",3866,682,3036,830,1,1
"G0501390","1990","Arkansas","05","050","Union County","139","1390","Union County",17819,2457,13159,4660,2822,1893
"G0501410","1990","Arkansas","05","050","Van Buren County","141","1410","Van Buren County",5698,1882,4689,1009,16,3
"G0501430","1990","Arkansas","05","050","Washington County","143","1430","Washington County",43372,3977,26706,16666,144,423
"G0501450","1990","Arkansas","05","050","White County","145","1450","White County",19823,1835,14529,5294,301,280
"G0501470","1990","Arkansas","05","050","Woodruff County","147","1470","Woodruff County",3630,539,2293,1337,514,532
"G0501490","1990","Arkansas","05","050","Yell County","149","1490","Yell County",6907,961,5075,1832,87,41
"G0600010","1990","California","06","060","Alameda County","001","0010","Alameda County",479518,24591,255386,224132,29513,56096
"G0600030","1990","California","06","060","Alpine County","003","0030","Alpine County",450,869,258,192,0,1
"G0600050","1990","California","06","060","Amador County","005","0050","Amador County",10518,2296,7842,2676,17,9
"G0600070","1990","California","06","060","Butte County","007","0070","Butte County",71665,4450,43649,28016,357,477
"G0600090","1990","California","06","060","Calaveras County","009","0090","Calaveras County",12649,6504,9625,3024,42,8
"G0600110","1990","California","06","060","Colusa County","011","0110","Colusa County",5612,683,3564,2048,17,9
"G0600130","1990","California","06","060","Contra Costa County","013","0130","Contra Costa County",300288,15882,202894,97394,11292,14380
"G0600150","1990","California","06","060","Del Norte County","015","0150","Del Norte County",7987,1104,5222,2765,12,16
"G0600170","1990","California","06","060","El Dorado County","017","0170","El Dorado County",46845,14606,32981,13864,103,98
"G0600190","1990","California","06","060","Fresno County","019","0190","Fresno County",220933,14630,119876,101057,3767,7107
"G0600210","1990","California","06","060","Glenn County","021","0210","Glenn County",8821,508,5451,3370,19,16
"G0600230","1990","California","06","060","Humboldt County","023","0230","Humboldt County",46420,4714,27301,19119,69,218
"G0600250","1990","California","06","060","Imperial County","025","0250","Imperial County",32842,3717,18907,13935,452,476
"G0600270","1990","California","06","060","Inyo County","027","0270","Inyo County",7565,1147,5017,2548,5,9
"G0600290","1990","California","06","060","Kern County","029","0290","Kern County",181480,17156,107652,73828,3476,5510
"G0600310","1990","California","06","060","Kings County","031","0310","Kings County",29082,1761,15381,13701,462,941
"G0600330","1990","California","06","060","Lake County","033","0330","Lake County",20805,8017,14822,5983,248,109
"G0600350","1990","California","06","060","Lassen County","035","0350","Lassen County",8543,1815,5927,2616,44,41
"G0600370","1990","California","06","060","Los Angeles County","037","0370","Los Angeles County",2989552,173791,1440830,1548722,128740,223939
"G0600390","1990","California","06","060","Madera County","039","0390","Madera County",28370,2461,18418,9952,477,361
"G0600410","1990","California","06","060","Marin County","041","0410","Marin County",95006,4751,58991,36015,477,1405
"G0600430","1990","California","06","060","Mariposa County","043","0430","Mariposa County",5604,2096,3886,1718,10,15
"G0600450","1990","California","06","060","Mendocino County","045","0450","Mendocino County",30419,3230,18899,11520,38,83
"G0600470","1990","California","06","060","Merced County","047","0470","Merced County",55331,3079,30082,25249,1036,1706
"G0600490","1990","California","06","060","Modoc County","049","0490","Modoc County",3711,961,2583,1128,7,2
"G0600510","1990","California","06","060","Mono County","051","0510","Mono County",3961,6703,2056,1905,3,8
"G0600530","1990","California","06","060","Monterey County","053","0530","Monterey County",112965,8259,57202,55763,1638,4472
"G0600550","1990","California","06","060","Napa County","055","0550","Napa County",41312,2887,26662,14650,162,107
"G0600570","1990","California","06","060","Nevada County","057","0570","Nevada County",30758,6594,22886,7872,30,18
"G0600590","1990","California","06","060","Orange County","059","0590","Orange County",827066,48006,496782,330284,4125,10130
"G0600610","1990","California","06","060","Placer County","061","0610","Placer County",64101,13778,45319,18782,222,117
"G0600630","1990","California","06","060","Plumas County","063","0630","Plumas County",8125,3817,5482,2643,22,40
"G0600650","1990","California","06","060","Riverside County","065","0650","Riverside County",402067,81780,270876,131191,9947,9475
"G0600670","1990","California","06","060","Sacramento County","067","0670","Sacramento County",394530,23044,223360,171170,12257,20061
"G0600690","1990","California","06","060","San Benito County","069","0690","San Benito County",11422,808,6984,4438,29,24
"G0600710","1990","California","06","060","San Bernardino County","071","0710","San Bernardino County",464737,77595,294248,170489,14532,19879
"G0600730","1990","California","06","060","San Diego County","073","0730","San Diego County",887403,58837,477579,409824,14283,35936
"G0600750","1990","California","06","060","San Francisco County","075","0750","San Francisco County",305584,22887,105497,200087,8746,21731
"G0600770","1990","California","06","060","San Joaquin County","077","0770","San Joaquin County",158156,8118,91068,67088,3085,4798
"G0600790","1990","California","06","060","San Luis Obispo County","079","0790","San Luis Obispo County",80281,9919,48035,32246,265,617
"G0600810","1990","California","06","060","San Mateo County","081","0810","San Mateo County",241914,9868,145552,96362,4690,7118
"G0600830","1990","California","06","060","Santa Barbara County","083","0830","Santa Barbara County",129802,8347,71053,58749,959,2238
"G0600850","1990","California","06","060","Santa Clara County","085","0850","Santa Clara County",520180,20060,307354,212826,6267,12317
"G0600870","1990","California","06","060","Santa Cruz County","087","0870","Santa Cruz County",83566,8312,50052,33514,219,526
"G0600890","1990","California","06","060","Shasta County","089","0890","Shasta County",55966,4586,36123,19843,126,186
"G0600910","1990","California","06","060","Sierra County","091","0910","Sierra County",1336,830,910,426,2,0
"G0600930","1990","California","06","060","Siskiyou County","093","0930","Siskiyou County",17306,2835,11636,5670,124,118
"G0600950","1990","California","06","060","Solano County","095","0950","Solano County",113429,6104,71309,42120,6805,7383
"G0600970","1990","California","06","060","Sonoma County","097","0970","Sonoma County",149011,12051,93763,55248,616,1051
"G0600990","1990","California","06","060","Stanislaus County","099","0990","Stanislaus County",125375,6652,76129,49246,891,1134
"G0601010","1990","California","06","060","Sutter County","101","1010","Sutter County",23111,1052,13560,9551,137,224
"G0601030","1990","California","06","060","Tehama County","103","1030","Tehama County",18704,1699,12836,5868,31,18
"G0601050","1990","California","06","060","Trinity County","105","1050","Trinity County",5156,2384,3591,1565,4,3
"G0601070","1990","California","06","060","Tulare County","107","1070","Tulare County",97861,7152,58775,39086,615,777
"G0601090","1990","California","06","060","Tuolumne County","109","1090","Tuolumne County",17959,7216,12679,5280,21,12
"G0601110","1990","California","06","060","Ventura County","111","1110","Ventura County",217298,11180,142262,75036,1989,2592
"G0601130","1990","California","06","060","Yolo County","113","1130","Yolo County",50972,2028,26446,24526,289,824
"G0601150","1990","California","06","060","Yuba County","115","1150","Yuba County",19776,1469,10433,9343,202,584
"G0800010","1990","Colorado","08","080","Adams County","001","0010","Adams County",96353,10594,63129,33224,998,2113
"G0800030","1990","Colorado","08","080","Alamosa County","003","0030","Alamosa County",4721,533,2952,1769,3,15
"G0800050","1990","Colorado","08","080","Arapahoe County","005","0050","Arapahoe County",154710,13955,98376,56334,3070,6047
"G0800070","1990","Colorado","08","080","Archuleta County","007","0070","Archuleta County",2010,1941,1421,589,1,1
"G0800090","1990","Colorado","08","080","Baca County","009","0090","Baca County",1872,562,1365,507,0,0
"G0800110","1990","Colorado","08","080","Bent County","011","0110","Bent County",1865,467,1292,573,3,6
"G0800130","1990","Colorado","08","080","Boulder County","013","0130","Boulder County",88402,6219,54031,34371,296,434
"G0800150","1990","Colorado","08","080","Chaffee County","015","0150","Chaffee County",4848,1699,3439,1409,4,1
"G0800170","1990","Colorado","08","080","Cheyenne County","017","0170","Cheyenne County",904,179,633,271,0,0
"G0800190","1990","Colorado","08","080","Clear Creek County","019","0190","Clear Creek County",3153,1658,2268,885,6,4
"G0800210","1990","Colorado","08","080","Conejos County","021","0210","Conejos County",2492,1082,1974,518,1,0
"G0800230","1990","Colorado","08","080","Costilla County","023","0230","Costilla County",1192,551,922,270,2,2
"G0800250","1990","Colorado","08","080","Crowley County","025","0250","Crowley County",1165,250,814,351,1,2
"G0800270","1990","Colorado","08","080","Custer County","027","0270","Custer County",770,1446,569,201,0,0
"G0800290","1990","Colorado","08","080","Delta County","029","0290","Delta County",8372,1710,6239,2133,3,3
"G0800310","1990","Colorado","08","080","Denver County","031","0310","Denver County",210952,28684,103765,107187,10097,13688
"G0800330","1990","Colorado","08","080","Dolores County","033","0330","Dolores County",581,366,465,116,0,0
"G0800350","1990","Colorado","08","080","Douglas County","035","0350","Douglas County",20844,1447,17756,3088,114,16
"G0800370","1990","Colorado","08","080","Eagle County","037","0370","Eagle County",8354,6872,4802,3552,1,13
"G0800390","1990","Colorado","08","080","Elbert County","039","0390","Elbert County",3377,620,2800,577,18,2
"G0800410","1990","Colorado","08","080","El Paso County","041","0410","El Paso County",146965,18091,84318,62647,3242,6320
"G0800430","1990","Colorado","08","080","Fremont County","043","0430","Fremont County",11713,1970,8537,3176,10,11
"G0800450","1990","Colorado","08","080","Garfield County","045","0450","Garfield County",11266,1251,6518,4748,9,8
"G0800470","1990","Colorado","08","080","Gilpin County","047","0470","Gilpin County",1308,1130,988,320,7,0
"G0800490","1990","Colorado","08","080","Grand County","049","0490","Grand County",3168,6817,1828,1340,2,2
"G0800510","1990","Colorado","08","080","Gunnison County","051","0510","Gunnison County",3855,3439,1979,1876,1,16
