GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,BV2001,BV2002,BV2003,BV2004,BV2005,BV2006
"G0100010","1940","Alabama","010","Autauga","0010","Autauga",4980,4803,5433,5761,0,0
"G0100030","1940","Alabama","010","Baldwin","0030","Baldwin",12570,11670,4088,3983,9,4
"G0100050","1940","Alabama","010","Barbour","0050","Barbour",7226,7337,8543,9616,0,0
"G0100070","1940","Alabama","010","Bibb","0070","Bibb",6883,6636,3381,3249,1,5
"G0100090","1940","Alabama","010","Blount","0090","Blount",14510,13717,689,574,0,0
"G0100110","1940","Alabama","010","Bullock","0110","Bullock",2178,2173,7300,8159,0,0
"G0100130","1940","Alabama","010","Butler","0130","Butler",8428,8331,7466,8222,0,0
"G0100150","1940","Alabama","010","Calhoun","0150","Calhoun",25176,25152,6163,6826,2,0
"G0100170","1940","Alabama","010","Chambers","0170","Chambers",12047,12163,8624,9270,22,20
"G0100190","1940","Alabama","010","Cherokee","0190","Cherokee",9334,8869,853,872,0,0
"G0100210","1940","Alabama","010","Chilton","0210","Chilton",11881,11439,2323,2311,0,1
"G0100230","1940","Alabama","010","Choctaw","0230","Choctaw",4908,4560,5370,5357,0,0
"G0100250","1940","Alabama","010","Clarke","0250","Clarke",6733,6482,7174,7243,2,2
"G0100270","1940","Alabama","010","Clay","0270","Clay",7145,7144,1275,1343,0,0
"G0100290","1940","Alabama","010","Cleburne","0290","Cleburne",6398,6239,547,445,0,0
"G0100310","1940","Alabama","010","Coffee","0310","Coffee",12723,12705,3216,3343,0,0
"G0100330","1940","Alabama","010","Colbert","0330","Colbert",12783,12730,4062,4518,0,0
"G0100350","1940","Alabama","010","Conecuh","0350","Conecuh",7152,6987,5537,5813,0,0
"G0100370","1940","Alabama","010","Coosa","0370","Coosa",4401,4162,2512,2385,0,0
"G0100390","1940","Alabama","010","Covington","0390","Covington",17580,17925,3267,3645,0,0
"G0100410","1940","Alabama","010","Crenshaw","0410","Crenshaw",7988,7865,3729,4049,0,0
"G0100430","1940","Alabama","010","Cullman","0430","Cullman",23563,23198,338,243,0,1
"G0100450","1940","Alabama","010","Dale","0450","Dale",8742,8704,2514,2725,0,0
"G0100470","1940","Alabama","010","Dallas","0470","Dallas",7108,7392,19332,21412,1,0
"G0100490","1940","Alabama","010","DeKalb","0490","Dekalb",21203,21063,379,429,1,0
"G0100510","1940","Alabama","010","Elmore","0510","Elmore",10994,9934,6586,7030,2,0
"G0100530","1940","Alabama","010","Escambia","0530","Escambia",10484,10010,5048,4817,162,150
"G0100550","1940","Alabama","010","Etowah","0550","Etowah",30950,31066,5201,5362,0,1
"G0100570","1940","Alabama","010","Fayette","0570","Fayette",9349,9236,1532,1534,0,0
"G0100590","1940","Alabama","010","Franklin","0590","Franklin",13217,12870,718,747,0,0
"G0100610","1940","Alabama","010","Geneva","0610","Geneva",12529,12618,1965,2060,0,0
"G0100630","1940","Alabama","010","Greene","0630","Greene",1529,1574,7751,8331,0,0
"G0100650","1940","Alabama","010","Hale","0650","Hale",3595,3582,8972,9384,0,0
"G0100670","1940","Alabama","010","Henry","0670","Henry",5568,5636,5201,5507,0,0
"G0100690","1940","Alabama","010","Houston","0690","Houston",15492,15577,6972,7624,0,0
"G0100710","1940","Alabama","010","Jackson","0710","Jackson",19887,19297,1303,1315,0,0
"G0100730","1940","Alabama","010","Jefferson","0730","Jefferson",138649,142107,84393,94757,12,12
"G0100750","1940","Alabama","010","Lamar","0750","Lamar",8500,8231,1465,1512,0,0
"G0100770","1940","Alabama","010","Lauderdale","0770","Lauderdale",19308,19456,3546,3920,0,0
"G0100790","1940","Alabama","010","Lawrence","0790","Lawrence",10985,10615,3106,3174,0,0
"G0100810","1940","Alabama","010","Lee","0810","Lee",7842,7998,10009,10606,0,0
"G0100830","1940","Alabama","010","Limestone","0830","Limestone",13500,13310,4287,4545,0,0
"G0100850","1940","Alabama","010","Lowndes","0850","Lowndes",1761,1696,9252,9952,0,0
"G0100870","1940","Alabama","010","Macon","0870","Macon",2481,2465,11084,11624,0,0
"G0100890","1940","Alabama","010","Madison","0890","Madison",23730,24197,8987,9398,3,2
"G0100910","1940","Alabama","010","Marengo","0910","Marengo",4887,4840,12639,13370,0,0
"G0100930","1940","Alabama","010","Marion","0930","Marion",13984,13791,526,470,1,4
"G0100950","1940","Alabama","010","Marshall","0950","Marshall",20708,20517,577,593,0,0
"G0100970","1940","Alabama","010","Mobile","0970","Mobile",44638,45658,24059,27524,61,34
"G0100990","1940","Alabama","010","Monroe","0990","Monroe",6972,6876,7605,7988,16,8
"G0101010","1940","Alabama","010","Montgomery","1010","Montgomery",28943,28139,26636,30698,3,1
"G0101030","1940","Alabama","010","Morgan","1030","Morgan",19977,20021,3847,4302,0,1
"G0101050","1940","Alabama","010","Perry","1050","Perry",3734,3781,9193,9902,0,0
"G0101070","1940","Alabama","010","Pickens","1070","Pickens",7378,7187,6449,6656,0,1
"G0101090","1940","Alabama","010","Pike","1090","Pike",8643,8664,7354,7823,5,4
"G0101110","1940","Alabama","010","Randolph","1110","Randolph",9728,9924,2884,2980,0,0
"G0101130","1940","Alabama","010","Russell","1130","Russell",7286,7388,10013,11088,0,0
"G0101150","1940","Alabama","010","St Clair","1150","St Clair",11012,10616,2905,2791,6,6
"G0101170","1940","Alabama","010","Shelby","1170","Shelby",11152,10960,3496,3352,0,2
"G0101190","1940","Alabama","010","Sumter","1190","Sumter",2827,2794,10447,11253,0,0
"G0101210","1940","Alabama","010","Talladega","1210","Talladega",16496,17147,8813,9375,1,0
"G0101230","1940","Alabama","010","Tallapoosa","1230","Tallapoosa",12041,11982,5471,5776,0,0
"G0101250","1940","Alabama","010","Tuscaloosa","1250","Tuscaloosa",26112,25722,11619,12581,2,0
"G0101270","1940","Alabama","010","Walker","1270","Walker",28954,28344,3426,3476,1,0
"G0101290","1940","Alabama","010","Washington","1290","Washington",5207,4816,3124,3041,0,0
"G0101310","1940","Alabama","010","Wilcox","1310","Wilcox",2836,2870,9969,10602,2,0
"G0101330","1940","Alabama","010","Winston","1330","Winston",9491,9143,45,67,0,0
"G0250015","1940","Alaska Territory","025","First Judicicial Dist","0015","First Judicicial Dist",,,,,,
"G0250035","1940","Alaska Territory","025","Fourth Judicicial Dist","0035","Fourth Judicicial Dist",,,,,,
"G0250075","1940","Alaska Territory","025","Second Judicicial Dist","0075","Second Judicicial Dist",,,,,,
"G0250115","1940","Alaska Territory","025","Third Judicicial Dist","0115","Third Judicicial Dist",,,,,,
"G0400010","1940","Arizona","040","Apache","0010","Apache",3887,3618,411,287,8138,7754
"G0400030","1940","Arizona","040","Cochise","0030","Cochise",16524,15844,1407,584,128,140
"G0400050","1940","Arizona","040","Coconino","0050","Coconino",6383,5717,125,109,3224,3212
"G0400070","1940","Arizona","040","Gila","0070","Gila",10904,10127,90,95,1355,1296
"G0400090","1940","Arizona","040","Graham","0090","Graham",5732,5330,58,35,474,484
"G0400110","1940","Arizona","040","Greenlee","0110","Greenlee",4584,4090,6,3,8,7
"G0400130","1940","Arizona","040","Maricopa","0130","Maricopa",88632,85029,4179,3629,2570,2154
"G0400150","1940","Arizona","040","Mohave","0150","Mohave",4547,3454,14,3,320,253
"G0400170","1940","Arizona","040","Navajo","0170","Navajo",6624,6193,62,65,6395,5970
"G0400190","1940","Arizona","040","Pima","0190","Pima",31335,31866,1036,1047,3897,3657
"G0400210","1940","Arizona","040","Pinal","0210","Pinal",12962,11123,339,172,2239,2006
"G0400230","1940","Arizona","040","Santa Cruz","0230","Santa Cruz",4629,4522,134,81,62,54
"G0400250","1940","Arizona","040","Yavapai","0250","Yavapai",13898,12070,83,67,231,162
"G0400270","1940","Arizona","040","Yuma","0270","Yuma",9317,7851,479,393,748,538
"G0500010","1940","Arkansas","050","Arkansas","0010","Arkansas",9700,9182,2737,2812,1,5
"G0500030","1940","Arkansas","050","Ashley","0030","Ashley",7487,6994,6164,6126,8,6
"G0500050","1940","Arkansas","050","Baxter","0050","Baxter",5219,5062,0,0,0,0
"G0500070","1940","Arkansas","050","Benton","0070","Benton",18213,17848,21,25,19,22
"G0500090","1940","Arkansas","050","Boone","0090","Boone",7958,7902,0,0,0,0
"G0500110","1940","Arkansas","050","Bradley","0110","Bradley",5964,5885,3074,3165,5,4
"G0500130","1940","Arkansas","050","Calhoun","0130","Calhoun",3384,3230,1501,1521,0,0
"G0500150","1940","Arkansas","050","Carroll","0150","Carroll",7468,7260,4,4,1,0
"G0500170","1940","Arkansas","050","Chicot","0170","Chicot",6003,5415,7766,8213,41,14
"G0500190","1940","Arkansas","050","Clark","0190","Clark",8668,8577,3574,3583,0,0
"G0500210","1940","Arkansas","050","Clay","0210","Clay",14650,13734,1,1,0,0
"G0500230","1940","Arkansas","050","Cleburne","0230","Cleburne",6718,6415,0,0,1,0
"G0500250","1940","Arkansas","050","Cleveland","0250","Cleveland",4776,4409,1725,1660,0,0
"G0500270","1940","Arkansas","050","Columbia","0270","Columbia",8273,8051,6589,6909,0,0
"G0500290","1940","Arkansas","050","Conway","0290","Conway",8169,8078,2609,2680,0,0
"G0500310","1940","Arkansas","050","Craighead","0310","Craighead",23147,22411,748,888,5,1
"G0500330","1940","Arkansas","050","Crawford","0330","Crawford",11590,11422,427,475,2,4
"G0500350","1940","Arkansas","050","Crittenden","0350","Crittenden",5452,5176,16092,15707,27,19
"G0500370","1940","Arkansas","050","Cross","0370","Cross",8132,7657,5149,5106,2,0
"G0500390","1940","Arkansas","050","Dallas","0390","Dallas",4681,4459,2597,2734,0,0
"G0500410","1940","Arkansas","050","Desha","0410","Desha",5723,5232,8186,7982,26,11
"G0500430","1940","Arkansas","050","Drew","0430","Drew",5891,5716,4093,4131,0,0
"G0500450","1940","Arkansas","050","Faulkner","0450","Faulkner",11304,11110,1717,1749,0,0
"G0500470","1940","Arkansas","050","Franklin","0470","Franklin",7839,7514,162,167,0,1
"G0500490","1940","Arkansas","050","Fulton","0490","Fulton",5298,4952,0,0,2,1
"G0500510","1940","Arkansas","050","Garland","0510","Garland",18640,17955,2255,2812,2,0
"G0500530","1940","Arkansas","050","Grant","0530","Grant",4986,4573,476,442,0,0
"G0500550","1940","Arkansas","050","Greene","0550","Greene",15490,14658,25,31,0,0
"G0500570","1940","Arkansas","050","Hempstead","0570","Hempstead",9492,9245,6962,7071,0,0
"G0500590","1940","Arkansas","050","Hot Spring","0590","Hot Spring",8407,8289,1101,1118,1,0
"G0500610","1940","Arkansas","050","Howard","0610","Howard",6408,6242,1971,2000,0,0
"G0500630","1940","Arkansas","050","Independence","0630","Independence",12587,12255,381,420,0,0
"G0500650","1940","Arkansas","050","Izard","0650","Izard",6528,6166,69,71,0,0
"G0500670","1940","Arkansas","050","Jackson","0670","Jackson",11464,10886,2027,2050,0,0
"G0500690","1940","Arkansas","050","Jefferson","0690","Jefferson",14657,14422,17355,18625,32,10
"G0500710","1940","Arkansas","050","Johnson","0710","Johnson",9392,9107,141,155,0,0
"G0500730","1940","Arkansas","050","Lafayette","0730","Lafayette",4441,4284,4010,4116,0,0
"G0500750","1940","Arkansas","050","Lawrence","0750","Lawrence",11359,10952,168,172,0,0
"G0500770","1940","Arkansas","050","Lee","0770","Lee",5045,4755,8431,8534,27,18
"G0500790","1940","Arkansas","050","Lincoln","0790","Lincoln",4251,3616,6272,5555,8,7
"G0500810","1940","Arkansas","050","Little River","0810","Little River",5208,4879,2927,2901,9,8
"G0500830","1940","Arkansas","050","Logan","0830","Logan",12860,12483,313,311,0,0
"G0500850","1940","Arkansas","050","Lonoke","0850","Lonoke",10778,10353,4315,4355,1,0
"G0500870","1940","Arkansas","050","Madison","0870","Madison",7427,7087,6,9,0,2
"G0500890","1940","Arkansas","050","Marion","0890","Marion",4835,4629,0,0,0,0
"G0500910","1940","Arkansas","050","Miller","0910","Miller",11211,11104,4659,4896,2,2
"G0500930","1940","Arkansas","050","Mississippi","0930","Mississippi",28286,26831,12911,12158,22,9
"G0500950","1940","Arkansas","050","Monroe","0950","Monroe",5292,4997,5384,5449,7,4
"G0500970","1940","Arkansas","050","Montgomery","0970","Montgomery",4502,4283,51,39,0,1
"G0500990","1940","Arkansas","050","Nevada","0990","Nevada",6252,6270,3650,3696,1,0
"G0501010","1940","Arkansas","050","Newton","1010","Newton",5676,5205,0,0,0,0
"G0501030","1940","Arkansas","050","Ouachita","1030","Ouachita",8246,8200,7134,7563,4,4
"G0501050","1940","Arkansas","050","Perry","1050","Perry",4110,3873,178,231,0,0
"G0501070","1940","Arkansas","050","Phillips","1070","Phillips",7774,7482,15273,15353,59,29
"G0501090","1940","Arkansas","050","Pike","1090","Pike",5651,5465,333,335,2,0
"G0501110","1940","Arkansas","050","Poinsett","1110","Poinsett",17202,15771,2368,2329,0,0
"G0501130","1940","Arkansas","050","Polk","1130","Polk",7972,7854,1,1,2,2
"G0501150","1940","Arkansas","050","Pope","1150","Pope",12383,12277,493,527,1,1
"G0501170","1940","Arkansas","050","Prairie","1170","Prairie",6373,5953,1495,1482,1,0
"G0501190","1940","Arkansas","050","Pulaski","1190","Pulaski",55542,57335,20270,22912,16,10
"G0501210","1940","Arkansas","050","Randolph","1210","Randolph",9280,8837,105,97,0,0
"G0501230","1940","Arkansas","050","St Francis","1230","St Francis",6589,6293,11651,11480,20,10
"G0501250","1940","Arkansas","050","Saline","1250","Saline",9318,8921,483,441,0,0
"G0501270","1940","Arkansas","050","Scott","1270","Scott",6596,6250,241,213,0,0
"G0501290","1940","Arkansas","050","Searcy","1290","Searcy",6078,5856,0,0,4,4
"G0501310","1940","Arkansas","050","Sebastian","1310","Sebastian",28473,29618,2171,2476,35,36
"G0501330","1940","Arkansas","050","Sevier","1330","Sevier",6888,6753,820,787,0,0
"G0501350","1940","Arkansas","050","Sharp","1350","Sharp",5865,5623,4,4,1,0
"G0501370","1940","Arkansas","050","Stone","1370","Stone",4444,4147,5,7,0,0
"G0501390","1940","Arkansas","050","Union","1390","Union",16378,16247,8508,9313,11,4
"G0501410","1940","Arkansas","050","Van Buren","1410","Van Buren",6352,6026,70,67,3,0
"G0501430","1940","Arkansas","050","Washington","1430","Washington",20474,20202,196,215,16,11
"G0501450","1940","Arkansas","050","White","1450","White",18071,17493,792,820,0,0
"G0501470","1940","Arkansas","050","Woodruff","1470","Woodruff",6825,6410,4318,4542,15,23
"G0501490","1940","Arkansas","050","Yell","1490","Yell",10173,9743,531,523,0,0
"G0600010","1940","California","060","Alameda","0010","Alameda",239822,250323,5998,6337,6230,4301
"G0600030","1940","California","060","Alpine","0030","Alpine",141,71,0,0,50,61
"G0600050","1940","California","060","Amador","0050","Amador",5028,3690,57,2,138,58
"G0600070","1940","California","060","Butte","0070","Butte",22468,19449,164,157,375,227
"G0600090","1940","California","060","Calaveras","0090","Calaveras",4603,3507,8,1,60,42
"G0600110","1940","California","060","Colusa","0110","Colusa",5231,4140,26,16,229,146
"G0600130","1940","California","060","Contra Costa","0130","Contra Costa",51996,46020,312,270,1400,452
"G0600150","1940","California","060","Del Norte","0150","Del Norte",2393,1881,0,4,248,219
"G0600170","1940","California","060","El Dorado","0170","El Dorado",7538,5557,25,9,55,45
"G0600190","1940","California","060","Fresno","0190","Fresno",87239,81915,1562,1250,3724,2875
"G0600210","1940","California","060","Glenn","0210","Glenn",6623,5417,19,15,85,36
"G0600230","1940","California","060","Humboldt","0230","Humboldt",23583,20225,27,25,1018,934
"G0600250","1940","California","060","Imperial","0250","Imperial",29045,24484,1301,1055,2598,1257
"G0600270","1940","California","060","Inyo","0270","Inyo",3847,2815,6,9,486,462
"G0600290","1940","California","060","Kern","0290","Kern",67920,61418,2038,1843,1317,588
"G0600310","1940","California","060","Kings","0310","Kings",17779,16143,170,154,544,378
"G0600330","1940","California","060","Lake","0330","Lake",4136,3547,3,2,187,194
"G0600350","1940","California","060","Lassen","0350","Lassen",7970,6269,15,9,112,104
"G0600370","1940","California","060","Los Angeles","0370","Los Angeles",1298747,1361295,35250,39959,30834,19558
"G0600390","1940","California","060","Madera","0390","Madera",11650,10430,383,315,286,250
"G0600410","1940","California","060","Marin","0410","Marin",31035,20600,490,24,636,122
"G0600430","1940","California","060","Mariposa","0430","Mariposa",3127,2262,11,7,111,87
"G0600450","1940","California","060","Mendocino","0450","Mendocino",14944,11448,77,25,783,587
"G0600470","1940","California","060","Merced","0470","Merced",24361,20488,518,366,743,512
"G0600490","1940","California","060","Modoc","0490","Modoc",4810,3572,7,5,173,146
"G0600510","1940","California","060","Mono","0510","Mono",1190,782,6,0,166,155
"G0600530","1940","California","060","Monterey","0530","Monterey",35790,30372,270,165,5073,1362
"G0600550","1940","California","060","Napa","0550","Napa",15256,12882,83,31,181,70
"G0600570","1940","California","060","Nevada","0570","Nevada",10482,8583,22,9,105,82
"G0600590","1940","California","060","Orange","0590","Orange",63212,65110,142,145,1347,804
"G0600610","1940","California","060","Placer","0610","Placer",14233,11685,43,19,1262,866
"G0600630","1940","California","060","Plumas","0630","Plumas",6673,4500,70,40,151,114
"G0600650","1940","California","060","Riverside","0650","Riverside",52251,48528,1168,1096,1451,1030
"G0600670","1940","California","060","Sacramento","0670","Sacramento",82407,74386,1329,827,7105,4279
"G0600690","1940","California","060","San Benito","0690","San Benito",5612,4997,16,14,491,262
"G0600710","1940","California","060","San Bernardino","0710","San Bernardino",80448,77585,947,968,701,459
"G0600730","1940","California","060","San Diego","0730","San Diego",143003,136625,2139,2305,3251,2025
"G0600750","1940","California","060","San Francisco","0750","San Francisco",301692,301009,2461,2385,18288,8701
"G0600770","1940","California","060","San Joaquin","0770","San Joaquin",65324,55970,974,553,8838,2548
"G0600790","1940","California","060","San Luis Obispo","0790","San Luis Obispo",16673,15036,20,6,1065,446
"G0600810","1940","California","060","San Mateo","0810","San Mateo",56328,52333,445,346,1581,749
"G0600830","1940","California","060","Santa Barbara","0830","Santa Barbara",32968,33373,293,370,2369,1182
"G0600850","1940","California","060","Santa Clara","0850","Santa Clara",84632,84289,354,376,3082,2216
"G0600870","1940","California","060","Santa Cruz","0870","Santa Cruz",21845,21066,39,16,1397,694
"G0600890","1940","California","060","Shasta","0890","Shasta",15569,12495,49,49,338,300
"G0600910","1940","California","060","Sierra","0910","Sierra",1759,1198,11,10,24,23
"G0600930","1940","California","060","Siskiyou","0930","Siskiyou",15334,11998,297,249,399,321
"G0600950","1940","California","060","Solano","0950","Solano",25036,20879,387,304,1883,629
"G0600970","1940","California","060","Sonoma","0970","Sonoma",35135,32353,101,47,841,575
"G0600990","1940","California","060","Stanislaus","0990","Stanislaus",38409,35613,128,120,402,194
"G0601010","1940","California","060","Sutter","1010","Sutter",9741,8177,9,11,530,212
"G0601030","1940","California","060","Tehama","1030","Tehama",7448,6617,29,23,123,76
"G0601050","1940","California","060","Trinity","1050","Trinity",2329,1520,6,0,61,54
"G0601070","1940","California","060","Tulare","1070","Tulare",54138,49270,579,469,1783,913
"G0601090","1940","California","060","Tuolumne","1090","Tuolumne",6027,4655,12,10,104,79
"G0601110","1940","California","060","Ventura","1110","Ventura",35123,33260,109,126,719,348
"G0601130","1940","California","060","Yolo","1130","Yolo",13625,10988,124,87,1844,575
"G0601150","1940","California","060","Yuba","1150","Yuba",8779,7156,81,61,636,321
"G0800010","1940","Colorado","080","Adams","0010","Adams",11679,10301,43,34,253,171
"G0800030","1940","Colorado","080","Alamosa","0030","Alamosa",5385,5031,21,10,21,16
"G0800050","1940","Colorado","080","Arapahoe","0050","Arapahoe",16602,15270,88,82,61,47
"G0800070","1940","Colorado","080","Archuleta","0070","Archuleta",1964,1834,0,0,6,2
"G0800090","1940","Colorado","080","Baca","0090","Baca",3308,2886,3,4,4,2
"G0800110","1940","Colorado","080","Bent","0110","Bent",5250,4247,37,6,63,50
"G0800130","1940","Colorado","080","Boulder","0130","Boulder",18407,18785,67,73,58,48
"G0800150","1940","Colorado","080","Chaffee","0150","Chaffee",4264,3819,11,6,8,1
"G0800170","1940","Colorado","080","Cheyenne","0170","Cheyenne",1570,1394,0,0,0,0
"G0800190","1940","Colorado","080","Clear Creek","0190","Clear Creek",2081,1696,3,1,2,1
"G0800210","1940","Colorado","080","Conejos","0210","Conejos",5913,5641,1,1,45,47
"G0800230","1940","Colorado","080","Costilla","0230","Costilla",3785,3564,0,1,105,78
"G0800250","1940","Colorado","080","Crowley","0250","Crowley",2795,2518,0,0,41,44
"G0800270","1940","Colorado","080","Custer","0270","Custer",1213,1055,1,1,0,0
"G0800290","1940","Colorado","080","Delta","0290","Delta",8543,7891,1,0,17,18
"G0800310","1940","Colorado","080","Denver","0310","Denver",151582,162228,3612,4224,441,325
"G0800330","1940","Colorado","080","Dolores","0330","Dolores",1084,870,0,0,4,0
"G0800350","1940","Colorado","080","Douglas","0350","Douglas",1861,1621,2,6,4,2
"G0800370","1940","Colorado","080","Eagle","0370","Eagle",2963,2396,1,0,1,0
"G0800390","1940","Colorado","080","Elbert","0390","Elbert",2952,2497,3,5,2,1
"G0800410","1940","Colorado","080","El Paso","0410","El Paso",25116,27737,497,625,31,19
"G0800430","1940","Colorado","080","Fremont","0430","Fremont",10534,9030,126,40,8,4
"G0800450","1940","Colorado","080","Garfield","0450","Garfield",5510,5041,3,4,2,0
"G0800470","1940","Colorado","080","Gilpin","0470","Gilpin",879,746,0,0,0,0
"G0800490","1940","Colorado","080","Grand","0490","Grand",1991,1588,0,0,5,3
"G0800510","1940","Colorado","080","Gunnison","0510","Gunnison",3264,2904,13,11,0,0
"G0800530","1940","Colorado","080","Hinsdale","0530","Hinsdale",195,150,1,2,1,0
"G0800550","1940","Colorado","080","Huerfano","0550","Huerfano",8294,7625,94,69,5,1
"G0800570","1940","Colorado","080","Jackson","0570","Jackson",1002,796,0,0,0,0
"G0800590","1940","Colorado","080","Jefferson","0590","Jefferson",15715,14882,32,24,53,19
"G0800610","1940","Colorado","080","Kiowa","0610","Kiowa",1449,1344,0,0,0,0
"G0800630","1940","Colorado","080","Kit Carson","0630","Kit Carson",3897,3615,0,0,0,0
"G0800650","1940","Colorado","080","Lake","0650","Lake",3692,3187,3,1,0,0
"G0800670","1940","Colorado","080","La Plata","0670","La Plata",7838,7200,16,8,238,194
"G0800690","1940","Colorado","080","Larimer","0690","Larimer",17719,17798,8,9,5,0
"G0800710","1940","Colorado","080","Las Animas","0710","Las Animas",16385,15749,99,94,32,10
"G0800730","1940","Colorado","080","Lincoln","0730","Lincoln",3097,2784,1,0,0,0
"G0800750","1940","Colorado","080","Logan","0750","Logan",9378,8907,9,6,28,42
"G0800770","1940","Colorado","080","Mesa","0770","Mesa",17135,16494,38,36,53,35
"G0800790","1940","Colorado","080","Mineral","0790","Mineral",534,441,0,0,0,0
"G0800810","1940","Colorado","080","Moffat","0810","Moffat",2854,2228,2,0,2,0
"G0800830","1940","Colorado","080","Montezuma","0830","Montezuma",5221,4740,2,1,251,248
"G0800850","1940","Colorado","080","Montrose","0850","Montrose",8096,7279,7,7,19,10
"G0800870","1940","Colorado","080","Morgan","0870","Morgan",8841,8339,11,13,5,5
"G0800890","1940","Colorado","080","Otero","0890","Otero",11605,11525,83,85,139,134
"G0800910","1940","Colorado","080","Ouray","0910","Ouray",1109,980,0,0,0,0
"G0800930","1940","Colorado","080","Park","0930","Park",1856,1415,1,0,0,0
"G0800950","1940","Colorado","080","Phillips","0950","Phillips",2565,2381,1,1,0,0
"G0800970","1940","Colorado","080","Pitkin","0970","Pitkin",998,833,2,3,0,0
"G0800990","1940","Colorado","080","Prowers","0990","Prowers",6374,5867,17,13,17,16
"G0801010","1940","Colorado","080","Pueblo","1010","Pueblo",33711,33594,707,713,98,47
"G0801030","1940","Colorado","080","Rio Blanco","1030","Rio Blanco",1621,1311,7,4,0,0
"G0801050","1940","Colorado","080","Rio Grande","1050","Rio Grande",6364,6028,4,0,7,1
"G0801070","1940","Colorado","080","Routt","1070","Routt",5699,4600,92,76,42,16
"G0801090","1940","Colorado","080","Saguache","1090","Saguache",3284,2884,3,0,1,1
"G0801110","1940","Colorado","080","San Juan","1110","San Juan",801,636,1,1,0,0
"G0801130","1940","Colorado","080","San Miguel","1130","San Miguel",2066,1594,0,0,3,1
"G0801150","1940","Colorado","080","Sedgwick","1150","Sedgwick",2730,2483,0,1,44,36
"G0801170","1940","Colorado","080","Summit","1170","Summit",1018,734,1,0,1,0
"G0801190","1940","Colorado","080","Teller","1190","Teller",3494,2960,5,0,1,3
"G0801210","1940","Colorado","080","Washington","1210","Washington",4454,3857,4,4,9,8
"G0801230","1940","Colorado","080","Weld","1230","Weld",32386,30598,48,39,388,288
"G0801250","1940","Colorado","080","Yuma","1250","Yuma",6350,5752,0,0,0,0
"G0900010","1940","Connecticut","090","Fairfield","0010","Fairfield",202386,205844,4677,5204,205,68
"G0900030","1940","Connecticut","090","Hartford","0030","Hartford",218215,222747,4482,4647,66,32
"G0900050","1940","Connecticut","090","Litchfield","0050","Litchfield",43855,42493,335,314,40,4
"G0900070","1940","Connecticut","090","Middlesex","0070","Middlesex",27580,27818,254,335,11,1
"G0900090","1940","Connecticut","090","New Haven","0090","New Haven",234794,238608,5226,5490,141,57
"G0900110","1940","Connecticut","090","New London","0110","New London",62287,61055,859,839,124,60
"G0900130","1940","Connecticut","090","Tolland","0130","Tolland",16151,15614,44,56,1,0
"G0900150","1940","Connecticut","090","Windham","0150","Windham",28042,27918,127,103,21,12
"G1000010","1940","Delaware","100","Kent","0010","Kent",14158,13750,3442,3089,2,0
"G1000030","1940","Delaware","100","New Castle","0030","New Castle",79658,79360,10284,10162,75,23
"G1000050","1940","Delaware","100","Sussex","0050","Sussex",21990,21612,4723,4176,1,0
"G1200010","1940","Florida","120","Alachua","0010","Alachua",11260,11363,7832,8152,0,0
"G1200030","1940","Florida","120","Baker","0030","Baker",2581,2418,793,718,0,0
"G1200050","1940","Florida","120","Bay","0050","Bay",8344,8121,2065,2155,1,0
"G1200070","1940","Florida","120","Bradford","0070","Bradford",3275,3215,1105,1122,0,0
"G1200090","1940","Florida","120","Brevard","0090","Brevard",5506,5365,2659,2597,10,5
"G1200110","1940","Florida","120","Broward","0110","Broward",13031,12791,7189,6757,13,13
"G1200130","1940","Florida","120","Calhoun","0130","Calhoun",3593,3382,630,613,0,0
"G1200150","1940","Florida","120","Charlotte","0150","Charlotte",1562,1428,363,310,0,0
"G1200170","1940","Florida","120","Citrus","0170","Citrus",2161,1988,859,838,0,0
"G1200190","1940","Florida","120","Clay","0190","Clay",2482,2251,861,874,0,0
"G1200210","1940","Florida","120","Collier","0210","Collier",1794,1485,1072,559,100,92
"G1200230","1940","Florida","120","Columbia","0230","Columbia",5219,5133,3283,3224,0,0
"G1200250","1940","Florida","120","Dade","0250","Dade",107568,110341,24013,25505,228,84
"G1200270","1940","Florida","120","De Soto","0270","De Soto",3166,3032,792,801,1,0
"G1200290","1940","Florida","120","Dixie","0290","Dixie",2033,1940,1696,1349,0,0
"G1200310","1940","Florida","120","Duval","0310","Duval",69447,72124,32261,36198,71,42
"G1200330","1940","Florida","120","Escambia","0330","Escambia",30240,26796,8110,9460,33,28
"G1200350","1940","Florida","120","Flagler","0350","Flagler",903,766,726,608,2,3
"G1200370","1940","Florida","120","Franklin","0370","Franklin",2036,1958,942,1054,0,1
"G1200390","1940","Florida","120","Gadsden","0390","Gadsden",6797,7142,8411,9092,2,6
"G1200410","1940","Florida","120","Gilchrist","0410","Gilchrist",1904,1708,352,286,0,0
"G1200430","1940","Florida","120","Glades","0430","Glades",871,820,581,331,68,74
"G1200450","1940","Florida","120","Gulf","0450","Gulf",2365,2201,1223,1162,0,0
"G1200470","1940","Florida","120","Hamilton","0470","Hamilton",2867,2792,2056,2063,0,0
"G1200490","1940","Florida","120","Hardee","0490","Hardee",4815,4618,373,352,0,0
"G1200510","1940","Florida","120","Hendry","0510","Hendry",1805,1565,1060,700,56,51
