GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A00AA1980,A08AA1980,A08AB1980,B18AA1980,B18AB1980,B18AC1980,B18AD1980,B18AE1980
"G0100410","1980","Alabama","01","010","Crenshaw County","041","0410","CRENSHAW COUNTY",14110,6709,7401,10399,3693,0,13,
"G0100430","1980","Alabama","01","010","Cullman County","043","0430","CULLMAN COUNTY",61642,30045,31597,60894,550,103,68,
"G0100450","1980","Alabama","01","010","Dale County","045","0450","DALE COUNTY",47821,24812,23009,38832,7828,348,485,
"G0100470","1980","Alabama","01","010","Dallas County","047","0470","DALLAS COUNTY",53981,25101,28880,24399,29488,7,50,
"G0100490","1980","Alabama","01","010","DeKalb County","049","0490","DE KALB COUNTY",53658,25991,27667,52497,962,120,41,
"G0100510","1980","Alabama","01","010","Elmore County","051","0510","ELMORE COUNTY",43390,21407,21983,33610,9655,34,65,
"G0100530","1980","Alabama","01","010","Escambia County","053","0530","ESCAMBIA COUNTY",38440,19057,19383,26051,11376,955,24,
"G0100550","1980","Alabama","01","010","Etowah County","055","0550","ETOWAH COUNTY",103057,49214,53843,88526,13773,486,146,
"G0100570","1980","Alabama","01","010","Fayette County","057","0570","FAYETTE COUNTY",18809,9068,9741,16379,2372,0,53,
"G0100590","1980","Alabama","01","010","Franklin County","059","0590","FRANKLIN COUNTY",28350,13740,14610,26994,1301,30,23,
"G0100610","1980","Alabama","01","010","Geneva County","061","0610","GENEVA COUNTY",24253,11750,12503,21002,3097,123,20,
"G0100630","1980","Alabama","01","010","Greene County","063","0630","GREENE COUNTY",11021,5079,5942,2425,8596,0,0,
"G0100650","1980","Alabama","01","010","Hale County","065","0650","HALE COUNTY",15604,7361,8243,5758,9799,0,25,
"G0100670","1980","Alabama","01","010","Henry County","067","0670","HENRY COUNTY",15302,7242,8060,9485,5799,0,6,
"G0100690","1980","Alabama","01","010","Houston County","069","0690","HOUSTON COUNTY",74632,35792,38840,57517,16464,260,331,
"G0100710","1980","Alabama","01","010","Jackson County","071","0710","JACKSON COUNTY",51407,25138,26269,48985,2090,270,44,
"G0100730","1980","Alabama","01","010","Jefferson County","073","0730","JEFFERSON COUNTY",671324,314899,356425,444359,223716,762,1934,
"G0100750","1980","Alabama","01","010","Lamar County","075","0750","LAMAR COUNTY",16453,8019,8434,14435,1997,7,10,
"G0100770","1980","Alabama","01","010","Lauderdale County","077","0770","LAUDERDALE COUNTY",80546,38662,41884,72271,7747,244,185,
"G0100790","1980","Alabama","01","010","Lawrence County","079","0790","LAWRENCE COUNTY",30170,14764,15406,25021,5074,59,16,
"G0100810","1980","Alabama","01","010","Lee County","081","0810","LEE COUNTY",76283,38230,38053,57011,18646,118,397,
"G0100830","1980","Alabama","01","010","Limestone County","083","0830","LIMESTONE COUNTY",46005,22338,23667,39207,6585,74,132,
"G0100850","1980","Alabama","01","010","Lowndes County","085","0850","LOWNDES COUNTY",13253,6235,7018,3309,9937,7,0,
"G0100870","1980","Alabama","01","010","Macon County","087","0870","MACON COUNTY",26829,12793,14036,4079,22579,0,72,
"G0100890","1980","Alabama","01","010","Madison County","089","0890","MADISON COUNTY",196966,96400,100566,155087,38999,686,1519,
"G0100910","1980","Alabama","01","010","Marengo County","091","0910","MARENGO COUNTY",25047,11905,13142,11681,13346,0,20,
"G0100930","1980","Alabama","01","010","Marion County","093","0930","MARION COUNTY",30041,14632,15409,29204,734,29,68,
"G0100950","1980","Alabama","01","010","Marshall County","095","0950","MARSHALL COUNTY",65622,31788,33834,64428,1013,68,79,
"G0100970","1980","Alabama","01","010","Mobile County","097","0970","MOBILE COUNTY",364980,175266,189714,246610,114983,1322,1536,
"G0100990","1980","Alabama","01","010","Monroe County","099","0990","MONROE COUNTY",22651,10865,11786,12779,9742,130,0,
"G0101010","1980","Alabama","01","010","Montgomery County","101","1010","MONTGOMERY COUNTY",197038,92536,104502,118042,77775,162,759,
"G0101030","1980","Alabama","01","010","Morgan County","103","1030","MORGAN COUNTY",90231,43836,46395,81198,8725,80,185,
"G0101050","1980","Alabama","01","010","Perry County","105","1050","PERRY COUNTY",15012,7026,7986,5969,9019,0,17,
"G0101070","1980","Alabama","01","010","Pickens County","107","1070","PICKENS COUNTY",21481,10218,11263,12456,8978,28,19,
"G0101090","1980","Alabama","01","010","Pike County","109","1090","PIKE COUNTY",28050,13134,14916,18160,9825,41,21,
"G0101110","1980","Alabama","01","010","Randolph County","111","1110","RANDOLPH COUNTY",20075,9573,10502,15166,4869,30,10,
"G0101130","1980","Alabama","01","010","Russell County","113","1130","RUSSELL COUNTY",47356,22563,24793,28504,18656,65,89,
"G0101150","1980","Alabama","01","010","St. Clair County","115","1150","ST. CLAIR COUNTY",41205,20259,20946,36925,4126,86,56,
"G0101170","1980","Alabama","01","010","Shelby County","117","1170","SHELBY COUNTY",66298,32577,33721,59034,6888,158,203,
"G0101190","1980","Alabama","01","010","Sumter County","119","1190","SUMTER COUNTY",16908,8013,8895,5120,11711,0,55,
"G0101210","1980","Alabama","01","010","Talladega County","121","1210","TALLADEGA COUNTY",73826,35411,38415,50974,22745,40,32,
"G0101230","1980","Alabama","01","010","Tallapoosa County","123","1230","TALLAPOOSA COUNTY",38676,18533,20143,28005,10461,24,155,
"G0101250","1980","Alabama","01","010","Tuscaloosa County","125","1250","TUSCALOOSA COUNTY",137541,66737,70804,99525,37426,90,346,
"G0101270","1980","Alabama","01","010","Walker County","127","1270","WALKER COUNTY",68660,33283,35377,63595,4813,135,102,
"G0101290","1980","Alabama","01","010","Washington County","129","1290","WASHINGTON COUNTY",16821,8248,8573,11315,4726,778,2,
"G0101310","1980","Alabama","01","010","Wilcox County","131","1310","WILCOX COUNTY",14755,6933,7822,4580,10151,4,20,
"G0101330","1980","Alabama","01","010","Winston County","133","1330","WINSTON COUNTY",21953,10726,11227,21744,145,35,23,
"G0200100","1980","Alaska","02","020","Aleutian Islands","010","0100","ALEUTIAN ISLANDS CENSUS AREA",7768,4878,2890,4887,327,1928,571,
"G0200200","1980","Alaska","02","020","Anchorage Municipality","020","0200","ANCHORAGE BOROUGH",174431,90467,83964,149765,9389,9022,4241,
"G0200500","1980","Alaska","02","020","Bethel Census Area","050","0500","BETHEL CENSUS AREA",10999,5813,5186,1602,52,9273,50,
"G0200600","1980","Alaska","02","020","Bristol Bay Borough","060","0600","BRISTOL BAY BOROUGH",1094,714,380,656,46,360,7,
"G0200700","1980","Alaska","02","020","Dillingham Census Area","070","0700","DILLINGHAM CENSUS AREA",4616,2435,2181,1060,0,3523,11,
"G0200900","1980","Alaska","02","020","Fairbanks North Star Borough","090","0900","FAIRBANKS NORTH STAR BOROUGH",53983,29035,24948,46325,3039,3026,884,
"G0201000","1980","Alaska","02","020","Haines Borough","100","1000","HAINES BOROUGH",1680,887,793,1434,9,214,8,
"G0201100","1980","Alaska","02","020","Juneau City and Borough","110","1100","JUNEAU BOROUGH",19528,10022,9506,16699,82,2190,444,
"G0201220","1980","Alaska","02","020","Kenai Peninsula Borough","122","1220","KENAI PENINSULA BOROUGH",25282,13389,11893,23181,93,1702,238,
"G0201300","1980","Alaska","02","020","Ketchikan Gateway Borough","130","1300","KETCHIKAN GATEWAY BOROUGH",11316,5905,5411,9576,28,1406,277,
"G0201400","1980","Alaska","02","020","Kobuk","140","1400","KOBUK CENSUS AREA",4831,2594,2237,696,5,4120,4,
"G0201500","1980","Alaska","02","020","Kodiak Island Borough","150","1500","KODIAK ISLAND BOROUGH",9939,5544,4395,7110,89,1884,768,
"G0201700","1980","Alaska","02","020","Matanuska-Susitna Borough","170","1700","MATANUSKA-SUSITNA BOROUGH",17816,9242,8574,16872,52,752,73,
"G0201800","1980","Alaska","02","020","Nome Census Area","180","1800","NOME CENSUS AREA",6537,3554,2983,1306,16,5189,18,
"G0201850","1980","Alaska","02","020","North Slope Borough","185","1850","NORTH SLOPE BOROUGH",4199,2383,1816,916,14,3225,35,
"G0202010","1980","Alaska","02","020","Prince Of Wales-Outer Ketchikan","201","2010","PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA",3822,2141,1681,2070,40,1651,39,
"G0202200","1980","Alaska","02","020","Sitka City and Borough","220","2200","SITKA BOROUGH",7803,4115,3688,5836,30,1669,235,
"G0202310","1980","Alaska","02","020","Skagway-Yakutat-Angoon","231","2310","SKAGWAY-YAKUTAT-ANGOON CENSUS AREA",3478,1838,1640,1958,0,1462,28,
"G0202400","1980","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","SOUTHEAST FAIRBANKS CENSUS AREA",5676,3166,2510,4495,293,725,143,
"G0202610","1980","Alaska","02","020","Valdez-Cordova Census Area","261","2610","VALDEZ-CORDOVA CENSUS AREA",8348,4640,3708,7091,37,1060,124,
"G0202700","1980","Alaska","02","020","Wade Hampton Census Area","270","2700","WADE HAMPTON CENSUS AREA",4665,2440,2225,240,0,4420,2,
"G0202800","1980","Alaska","02","020","Wrangell-Petersburg","280","2800","WRANGELL-PETERSBURG CENSUS AREA",6167,3310,2857,4832,6,1190,91,
"G0202900","1980","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","YUKON-KOYUKUK CENSUS AREA",7873,4529,3344,3361,101,4366,23,
"G0400010","1980","Arizona","04","040","Apache County","001","0010","APACHE COUNTY",52108,25556,26552,11995,279,39042,53,
"G0400030","1980","Arizona","04","040","Cochise County","003","0030","COCHISE COUNTY",85686,42614,43072,74368,3306,441,1667,
"G0400050","1980","Arizona","04","040","Coconino County","005","0050","COCONINO COUNTY",75008,37555,37453,49453,1337,20949,459,
"G0400070","1980","Arizona","04","040","Gila County","007","0070","GILA COUNTY",37080,18137,18943,30298,81,5154,119,
"G0400090","1980","Arizona","04","040","Graham County","009","0090","GRAHAM COUNTY",22862,11694,11168,17247,550,2730,134,
"G0400110","1980","Arizona","04","040","Greenlee County","011","0110","GREENLEE COUNTY",11406,5734,5672,9331,14,330,81,
"G0400130","1980","Arizona","04","040","Maricopa County","013","0130","MARICOPA COUNTY",1509052,739791,769261,1320774,47833,23708,15015,
"G0400150","1980","Arizona","04","040","Mohave County","015","0150","MOHAVE COUNTY",55865,27959,27906,53259,89,1655,200,
"G0400170","1980","Arizona","04","040","Navajo County","017","0170","NAVAJO COUNTY",67629,33571,34058,32797,614,32215,141,
"G0400190","1980","Arizona","04","040","Pima County","019","0190","PIMA COUNTY",531443,259320,272123,448028,14349,15255,5180,
"G0400210","1980","Arizona","04","040","Pinal County","021","0210","PINAL COUNTY",90918,46692,44226,63592,2996,8597,294,
"G0400230","1980","Arizona","04","040","Santa Cruz County","023","0230","SANTA CRUZ COUNTY",20459,9691,10768,16231,105,79,62,
"G0400250","1980","Arizona","04","040","Yavapai County","025","0250","YAVAPAI COUNTY",68145,33299,34846,65369,216,1026,172,
"G0400270","1980","Arizona","04","040","Yuma County","027","0270","YUMA COUNTY",90554,46329,44225,67546,2390,3209,985,
"G0500010","1980","Arkansas","05","050","Arkansas County","001","0010","ARKANSAS COUNTY",24175,11709,12466,19205,4832,88,50,
"G0500030","1980","Arkansas","05","050","Ashley County","003","0030","ASHLEY COUNTY",26538,12813,13725,19207,7233,65,27,
"G0500050","1980","Arkansas","05","050","Baxter County","005","0050","BAXTER COUNTY",27409,13162,14247,27239,0,132,30,
"G0500070","1980","Arkansas","05","050","Benton County","007","0070","BENTON COUNTY",78115,38019,40096,76221,44,1299,268,
"G0500090","1980","Arkansas","05","050","Boone County","009","0090","BOONE COUNTY",26067,12470,13597,25959,0,66,30,
"G0500110","1980","Arkansas","05","050","Bradley County","011","0110","BRADLEY COUNTY",13803,6523,7280,9731,4022,12,16,
"G0500130","1980","Arkansas","05","050","Calhoun County","013","0130","CALHOUN COUNTY",6079,2943,3136,4366,1706,0,7,
"G0500150","1980","Arkansas","05","050","Carroll County","015","0150","CARROLL COUNTY",16203,7813,8390,16125,6,39,20,
"G0500170","1980","Arkansas","05","050","Chicot County","017","0170","CHICOT COUNTY",17793,8342,9451,8251,9414,75,53,
"G0500190","1980","Arkansas","05","050","Clark County","019","0190","CLARK COUNTY",23326,11224,12102,18109,5079,37,55,
"G0500210","1980","Arkansas","05","050","Clay County","021","0210","CLAY COUNTY",20616,9885,10731,20588,0,16,8,
"G0500230","1980","Arkansas","05","050","Cleburne County","023","0230","CLEBURNE COUNTY",16909,8307,8602,16841,3,41,14,
"G0500250","1980","Arkansas","05","050","Cleveland County","025","0250","CLEVELAND COUNTY",7868,3842,4026,6661,1194,2,11,
"G0500270","1980","Arkansas","05","050","Columbia County","027","0270","COLUMBIA COUNTY",26644,12657,13987,17191,9242,130,74,
"G0500290","1980","Arkansas","05","050","Conway County","029","0290","CONWAY COUNTY",19505,9428,10077,16406,2974,87,16,
"G0500310","1980","Arkansas","05","050","Craighead County","031","0310","CRAIGHEAD COUNTY",63239,30498,32741,59922,2841,242,186,
"G0500330","1980","Arkansas","05","050","Crawford County","033","0330","CRAWFORD COUNTY",36892,18159,18733,35326,425,1004,86,
"G0500350","1980","Arkansas","05","050","Crittenden County","035","0350","CRITTENDEN COUNTY",49499,23597,25902,27810,21230,106,212,
"G0500370","1980","Arkansas","05","050","Cross County","037","0370","CROSS COUNTY",20434,9905,10529,15308,5055,36,0,
"G0500390","1980","Arkansas","05","050","Dallas County","039","0390","DALLAS COUNTY",10515,5044,5471,6500,3957,24,4,
"G0500410","1980","Arkansas","05","050","Desha County","041","0410","DESHA COUNTY",19760,9330,10430,11230,8444,58,10,
"G0500430","1980","Arkansas","05","050","Drew County","043","0430","DREW COUNTY",17910,8700,9210,12954,4886,70,0,
"G0500450","1980","Arkansas","05","050","Faulkner County","045","0450","FAULKNER COUNTY",46192,22340,23852,42242,3702,132,89,
"G0500470","1980","Arkansas","05","050","Franklin County","047","0470","FRANKLIN COUNTY",14705,7324,7381,14226,155,249,29,
"G0500490","1980","Arkansas","05","050","Fulton County","049","0490","FULTON COUNTY",9975,4856,5119,9911,0,50,14,
"G0500510","1980","Arkansas","05","050","Garland County","051","0510","GARLAND COUNTY",70531,33656,36875,64154,5760,376,138,
"G0500530","1980","Arkansas","05","050","Grant County","053","0530","GRANT COUNTY",13008,6415,6593,12478,418,62,48,
"G0500550","1980","Arkansas","05","050","Greene County","055","0550","GREENE COUNTY",30744,14865,15879,30565,17,132,8,
"G0500570","1980","Arkansas","05","050","Hempstead County","057","0570","HEMPSTEAD COUNTY",23635,11288,12347,16484,7062,71,7,
"G0500590","1980","Arkansas","05","050","Hot Spring County","059","0590","HOT SPRING COUNTY",26819,13002,13817,23567,3014,164,19,
"G0500610","1980","Arkansas","05","050","Howard County","061","0610","HOWARD COUNTY",13459,6426,7033,10899,2485,44,25,
"G0500630","1980","Arkansas","05","050","Independence County","063","0630","INDEPENDENCE COUNTY",30147,14641,15506,29219,553,254,73,
"G0500650","1980","Arkansas","05","050","Izard County","065","0650","IZARD COUNTY",10768,5244,5524,10717,18,30,0,
"G0500670","1980","Arkansas","05","050","Jackson County","067","0670","JACKSON COUNTY",21646,10422,11224,18756,2869,14,7,
"G0500690","1980","Arkansas","05","050","Jefferson County","069","0690","JEFFERSON COUNTY",90718,43951,46767,53206,36844,278,264,
"G0500710","1980","Arkansas","05","050","Johnson County","071","0710","JOHNSON COUNTY",17423,8526,8897,17003,271,80,42,
"G0500730","1980","Arkansas","05","050","Lafayette County","073","0730","LAFAYETTE COUNTY",10213,4872,5341,5962,4189,45,0,
"G0500750","1980","Arkansas","05","050","Lawrence County","075","0750","LAWRENCE COUNTY",18447,8857,9590,18291,36,90,18,
"G0500770","1980","Arkansas","05","050","Lee County","077","0770","LEE COUNTY",15539,7314,8225,6857,8520,7,107,
"G0500790","1980","Arkansas","05","050","Lincoln County","079","0790","LINCOLN COUNTY",13369,7299,6070,8555,4794,14,6,
"G0500810","1980","Arkansas","05","050","Little River County","081","0810","LITTLE RIVER COUNTY",13952,6738,7214,10436,3470,46,0,
"G0500830","1980","Arkansas","05","050","Logan County","083","0830","LOGAN COUNTY",20144,9958,10186,19689,287,114,44,
"G0500850","1980","Arkansas","05","050","Lonoke County","085","0850","LONOKE COUNTY",34518,16826,17692,30106,4223,118,69,
"G0500870","1980","Arkansas","05","050","Madison County","087","0870","MADISON COUNTY",11373,5662,5711,11215,2,111,7,
"G0500890","1980","Arkansas","05","050","Marion County","089","0890","MARION COUNTY",11334,5516,5818,11202,0,114,9,
"G0500910","1980","Arkansas","05","050","Miller County","091","0910","MILLER COUNTY",37766,18030,19736,29058,8355,249,84,
"G0500930","1980","Arkansas","05","050","Mississippi County","093","0930","MISSISSIPPI COUNTY",59517,28704,30813,42916,16167,57,230,
"G0500950","1980","Arkansas","05","050","Monroe County","095","0950","MONROE COUNTY",14052,6699,7353,8206,5738,100,8,
"G0500970","1980","Arkansas","05","050","Montgomery County","097","0970","MONTGOMERY COUNTY",7771,3854,3917,7672,0,49,22,
"G0500990","1980","Arkansas","05","050","Nevada County","099","0990","NEVADA COUNTY",11097,5352,5745,7684,3398,0,9,
"G0501010","1980","Arkansas","05","050","Newton County","101","1010","NEWTON COUNTY",7756,3891,3865,7701,28,25,2,
"G0501030","1980","Arkansas","05","050","Ouachita County","103","1030","OUACHITA COUNTY",30541,14386,16155,19387,11002,138,12,
"G0501050","1980","Arkansas","05","050","Perry County","105","1050","PERRY COUNTY",7266,3587,3679,7093,132,41,0,
"G0501070","1980","Arkansas","05","050","Phillips County","107","1070","PHILLIPS COUNTY",34772,16186,18586,15954,18410,180,118,
"G0501090","1980","Arkansas","05","050","Pike County","109","1090","PIKE COUNTY",10373,5037,5336,9909,391,73,0,
"G0501110","1980","Arkansas","05","050","Poinsett County","111","1110","POINSETT COUNTY",27032,13059,13973,25149,1820,53,2,
"G0501130","1980","Arkansas","05","050","Polk County","113","1130","POLK COUNTY",17007,8286,8721,16824,0,108,51,
"G0501150","1980","Arkansas","05","050","Pope County","115","1150","POPE COUNTY",39021,19177,19844,37630,858,401,93,
"G0501170","1980","Arkansas","05","050","Prairie County","117","1170","PRAIRIE COUNTY",10140,5016,5124,8675,1417,22,15,
"G0501190","1980","Arkansas","05","050","Pulaski County","119","1190","PULASKI COUNTY",340613,162475,178138,254929,81371,1358,2022,
"G0501210","1980","Arkansas","05","050","Randolph County","121","1210","RANDOLPH COUNTY",16834,8162,8672,16546,265,16,6,
"G0501230","1980","Arkansas","05","050","St. Francis County","123","1230","ST. FRANCIS COUNTY",30858,14610,16248,16437,14190,37,106,
"G0501250","1980","Arkansas","05","050","Saline County","125","1250","SALINE COUNTY",53161,26475,26686,51400,1409,274,58,
"G0501270","1980","Arkansas","05","050","Scott County","127","1270","SCOTT COUNTY",9685,4803,4882,9546,3,128,4,
"G0501290","1980","Arkansas","05","050","Searcy County","129","1290","SEARCY COUNTY",8847,4337,4510,8784,0,61,2,
"G0501310","1980","Arkansas","05","050","Sebastian County","131","1310","SEBASTIAN COUNTY",95172,45557,49615,87325,4889,1368,1426,
"G0501330","1980","Arkansas","05","050","Sevier County","133","1330","SEVIER COUNTY",14060,6833,7227,13095,781,132,13,
"G0501350","1980","Arkansas","05","050","Sharp County","135","1350","SHARP COUNTY",14607,7134,7473,14369,82,124,7,
"G0501370","1980","Arkansas","05","050","Stone County","137","1370","STONE COUNTY",9022,4443,4579,8925,8,89,0,
"G0501390","1980","Arkansas","05","050","Union County","139","1390","UNION COUNTY",48573,22927,25646,34386,13970,93,52,
"G0501410","1980","Arkansas","05","050","Van Buren County","141","1410","VAN BUREN COUNTY",13357,6585,6772,13198,40,36,7,
"G0501430","1980","Arkansas","05","050","Washington County","143","1430","WASHINGTON COUNTY",100494,50322,50172,97141,1533,1045,531,
"G0501450","1980","Arkansas","05","050","White County","145","1450","WHITE COUNTY",50835,24727,26108,48834,1656,185,105,
"G0501470","1980","Arkansas","05","050","Woodruff County","147","1470","WOODRUFF COUNTY",11222,5382,5840,7720,3490,3,7,
"G0501490","1980","Arkansas","05","050","Yell County","149","1490","YELL COUNTY",17026,8284,8742,16552,346,88,40,
"G0600010","1980","California","06","060","Alameda County","001","0010","ALAMEDA COUNTY",1105379,537261,568118,749735,203698,8313,88886,
"G0600030","1980","California","06","060","Alpine County","003","0030","ALPINE COUNTY",1097,590,507,912,0,169,5,
"G0600050","1980","California","06","060","Amador County","005","0050","AMADOR COUNTY",19314,9847,9467,18469,177,299,85,
"G0600070","1980","California","06","060","Butte County","007","0070","BUTTE COUNTY",143851,70163,73688,134791,1550,2238,1811,
"G0600090","1980","California","06","060","Calaveras County","009","0090","CALAVERAS COUNTY",20710,10359,10351,19975,108,380,90,
"G0600110","1980","California","06","060","Colusa County","011","0110","COLUSA COUNTY",12791,6403,6388,10211,123,257,401,
"G0600130","1980","California","06","060","Contra Costa County","013","0130","CONTRA COSTA COUNTY",656380,320098,336282,538896,60146,4993,31496,
"G0600150","1980","California","06","060","Del Norte County","015","0150","DEL NORTE COUNTY",18217,9183,9034,16273,34,1301,87,
"G0600170","1980","California","06","060","El Dorado County","017","0170","EL DORADO COUNTY",85812,43114,42698,82265,418,1050,1088,
"G0600190","1980","California","06","060","Fresno County","019","0190","FRESNO COUNTY",514621,253201,261420,385074,25714,6015,15466,
"G0600210","1980","California","06","060","Glenn County","021","0210","GLENN COUNTY",21350,10698,10652,18954,13,347,195,
"G0600230","1980","California","06","060","Humboldt County","023","0230","HUMBOLDT COUNTY",108514,54326,54188,99519,768,5745,1152,
"G0600250","1980","California","06","060","Imperial County","025","0250","IMPERIAL COUNTY",92110,45587,46523,52121,2494,1312,1573,
"G0600270","1980","California","06","060","Inyo County","027","0270","INYO COUNTY",17895,8890,9005,15964,7,1577,59,
"G0600290","1980","California","06","060","Kern County","029","0290","KERN COUNTY",403089,200831,202258,311924,21148,6852,8103,
"G0600310","1980","California","06","060","Kings County","031","0310","KINGS COUNTY",73738,37320,36418,55542,3631,928,2226,
"G0600330","1980","California","06","060","Lake County","033","0330","LAKE COUNTY",36366,17773,18593,34129,352,880,195,
"G0600350","1980","California","06","060","Lassen County","035","0350","LASSEN COUNTY",21661,11620,10041,19262,749,618,284,
"G0600370","1980","California","06","060","Los Angeles County","037","0370","LOS ANGELES COUNTY",7477503,3648361,3829142,5135540,943124,54569,456693,
"G0600390","1980","California","06","060","Madera County","039","0390","MADERA COUNTY",63116,31719,31397,47810,2128,1138,696,
"G0600410","1980","California","06","060","Marin County","041","0410","MARIN COUNTY",222568,109260,113308,206542,5626,960,6570,
"G0600430","1980","California","06","060","Mariposa County","043","0430","MARIPOSA COUNTY",11108,5666,5442,10476,90,357,65,
"G0600450","1980","California","06","060","Mendocino County","045","0450","MENDOCINO COUNTY",66738,33134,33604,62039,373,2328,506,
"G0600470","1980","California","06","060","Merced County","047","0470","MERCED COUNTY",134560,67539,67021,104806,6734,1283,3273,
"G0600490","1980","California","06","060","Modoc County","049","0490","MODOC COUNTY",8610,4257,4353,8128,7,256,23,
"G0600510","1980","California","06","060","Mono County","051","0510","MONO COUNTY",8577,4682,3895,8118,0,330,18,
"G0600530","1980","California","06","060","Monterey County","053","0530","MONTEREY COUNTY",290444,148769,141675,201342,19096,3415,20362,
"G0600550","1980","California","06","060","Napa County","055","0550","NAPA COUNTY",99199,48730,50469,91249,1030,920,2269,
"G0600570","1980","California","06","060","Nevada County","057","0570","NEVADA COUNTY",51645,25350,26295,50203,125,781,292,
"G0600590","1980","California","06","060","Orange County","059","0590","ORANGE COUNTY",1932709,953605,979104,1684906,24560,16586,93491,
"G0600610","1980","California","06","060","Placer County","061","0610","PLACER COUNTY",117247,57881,59366,110499,443,1362,1654,
"G0600630","1980","California","06","060","Plumas County","063","0630","PLUMAS COUNTY",17340,8778,8562,16375,176,519,95,
"G0600650","1980","California","06","060","Riverside County","065","0650","RIVERSIDE COUNTY",663166,323236,339930,549179,30870,8163,9935,
"G0600670","1980","California","06","060","Sacramento County","067","0670","SACRAMENTO COUNTY",783381,381997,401384,636129,58596,9938,40941,
"G0600690","1980","California","06","060","San Benito County","069","0690","SAN BENITO COUNTY",25005,12476,12529,18462,38,354,470,
"G0600710","1980","California","06","060","San Bernardino County","071","0710","SAN BERNARDINO COUNTY",895016,443410,451606,744460,47964,11922,16894,
"G0600730","1980","California","06","060","San Diego County","073","0730","SAN DIEGO COUNTY",1861846,947546,914300,1525432,104407,16452,95090,
"G0600750","1980","California","06","060","San Francisco County","075","0750","SAN FRANCISCO COUNTY",678974,337867,341107,402131,86190,3566,149269,
"G0600770","1980","California","06","060","San Joaquin County","077","0770","SAN JOAQUIN COUNTY",347342,171800,175542,266886,19288,4474,21738,
"G0600790","1980","California","06","060","San Luis Obispo County","079","0790","SAN LUIS OBISPO COUNTY",155435,79213,76222,140734,2791,2389,3454,
"G0600810","1980","California","06","060","San Mateo County","081","0810","SAN MATEO COUNTY",587329,285831,301498,465660,35575,2316,59468,
"G0600830","1980","California","06","060","Santa Barbara County","083","0830","SANTA BARBARA COUNTY",298694,147075,151619,252523,8142,3173,9206,
"G0600850","1980","California","06","060","Santa Clara County","085","0850","SANTA CLARA COUNTY",1295071,641443,653628,1030659,42835,10011,101922,
