GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A00AA1970,A08AA1970,A08AB1970,B18AA1970,B18AB1970,B18AC1970,B18AD1970,B18AE1970
"G0100590","1970","Alabama","01","010","Franklin County","059","0590","Franklin",23933,11605,12328,22728,1198,1,6,
"G0100610","1970","Alabama","01","010","Geneva County","061","0610","Geneva",21924,10666,11258,19029,2866,24,5,
"G0100630","1970","Alabama","01","010","Greene County","063","0630","Greene",10650,4966,5684,2619,8027,1,3,
"G0100650","1970","Alabama","01","010","Hale County","065","0650","Hale",15888,7501,8387,5336,10542,2,8,
"G0100670","1970","Alabama","01","010","Henry County","067","0670","Henry",13254,6337,6917,7907,5341,2,4,
"G0100690","1970","Alabama","01","010","Houston County","069","0690","Houston",56574,27097,29477,43069,13408,38,59,
"G0100710","1970","Alabama","01","010","Jackson County","071","0710","Jackson",39202,19244,19958,37175,1980,22,25,
"G0100730","1970","Alabama","01","010","Jefferson County","073","0730","Jefferson",644991,303657,341334,437433,206464,371,723,
"G0100750","1970","Alabama","01","010","Lamar County","075","0750","Lamar",14335,6922,7413,12366,1955,0,14,
"G0100770","1970","Alabama","01","010","Lauderdale County","077","0770","Lauderdale",68111,32877,35234,60866,7196,9,40,
"G0100790","1970","Alabama","01","010","Lawrence County","079","0790","Lawrence",27281,13488,13793,22161,5114,1,5,
"G0100810","1970","Alabama","01","010","Lee County","081","0810","Lee",61268,30583,30685,44109,17012,11,136,
"G0100830","1970","Alabama","01","010","Limestone County","083","0830","Limestone",41699,20444,21255,34528,7123,9,39,
"G0100850","1970","Alabama","01","010","Lowndes County","085","0850","Lowndes",12897,6150,6747,2976,9917,1,3,
"G0100870","1970","Alabama","01","010","Macon County","087","0870","Macon",24841,12330,12511,4545,20147,8,141,
"G0100890","1970","Alabama","01","010","Madison County","089","0890","Madison",186540,92081,94459,157804,27997,111,628,
"G0100910","1970","Alabama","01","010","Marengo County","091","0910","Marengo",23819,11392,12427,10640,13157,6,16,
"G0100930","1970","Alabama","01","010","Marion County","093","0930","Marion",23788,11575,12213,23106,662,10,10,
"G0100950","1970","Alabama","01","010","Marshall County","095","0950","Marshall",54211,26284,27927,53037,1093,14,67,
"G0100970","1970","Alabama","01","010","Mobile County","097","0970","Mobile",317308,152232,165076,214070,102383,346,509,
"G0100990","1970","Alabama","01","010","Monroe County","099","0990","Monroe",20883,10113,10770,11314,9497,60,12,
"G0101010","1970","Alabama","01","010","Montgomery County","101","1010","Montgomery",167790,78422,89368,106670,60771,117,232,
"G0101030","1970","Alabama","01","010","Morgan County","103","1030","Morgan",77306,37648,39658,70004,7232,31,39,
"G0101050","1970","Alabama","01","010","Perry County","105","1050","Perry",15388,7302,8086,6332,9033,14,9,
"G0101070","1970","Alabama","01","010","Pickens County","107","1070","Pickens",20326,9754,10572,11854,8466,4,2,
"G0101090","1970","Alabama","01","010","Pike County","109","1090","Pike",25038,12024,13014,16367,8642,5,24,
"G0101110","1970","Alabama","01","010","Randolph County","111","1110","Randolph",18331,8835,9496,14245,4075,5,6,
"G0101130","1970","Alabama","01","010","Russell County","113","1130","Russell",45394,21751,23643,24599,20757,13,25,
"G0101150","1970","Alabama","01","010","St. Clair County","115","1150","St Clair",27956,13604,14352,24043,3896,7,10,
"G0101170","1970","Alabama","01","010","Shelby County","117","1170","Shelby",38037,18468,19569,31568,6416,26,27,
"G0101190","1970","Alabama","01","010","Sumter County","119","1190","Sumter",16974,8234,8740,5724,11242,2,6,
"G0101210","1970","Alabama","01","010","Talladega County","121","1210","Talladega",65280,31485,33795,45180,20020,34,46,
"G0101230","1970","Alabama","01","010","Tallapoosa County","123","1230","Tallapoosa",33840,16195,17645,24465,9356,12,7,
"G0101250","1970","Alabama","01","010","Tuscaloosa County","125","1250","Tuscaloosa",116029,56693,59336,87891,27972,24,142,
"G0101270","1970","Alabama","01","010","Walker County","127","1270","Walker",56246,27414,28832,51635,4567,21,23,
"G0101290","1970","Alabama","01","010","Washington County","129","1290","Washington",16241,8051,8190,11315,4860,63,3,
"G0101310","1970","Alabama","01","010","Wilcox County","131","1310","Wilcox",16303,7856,8447,5140,11160,1,2,
"G0101330","1970","Alabama","01","010","Winston County","133","1330","Winston",16654,8276,8378,16594,51,3,6,
"G0200100","1970","Alaska","02","020","Aleutian Islands","010","0100","Aleutian Islands",8057,5772,2285,5564,237,61,2195,
"G0200200","1970","Alaska","02","020","Anchorage Municipality","020","0200","Anchorage",124542,65121,59421,112965,5147,1775,4655,
"G0200300","1970","Alaska","02","020","Angoon","030","0300","Angoon",503,265,238,114,0,371,18,
"G0200400","1970","Alaska","02","020","Barrow","040","0400","Barrow",2663,1433,1230,330,14,10,2309,
"G0200500","1970","Alaska","02","020","Bethel Census Area","050","0500","Bethel",7579,3964,3615,747,24,65,6743,
"G0200600","1970","Alaska","02","020","Bristol Bay Borough","060","0600","Bristol Bay Borough",1147,788,359,922,31,20,174,
"G0200620","1970","Alaska","02","020","Bristol Bay Division","062","0620","Bristol Bay Division",,1844,1641,671,5,272,2537,
"G0200700","1970","Alaska","02","020","Dillingham Census Area","070","0700","Bristol Bay Division",3485,,,,,,,
"G0200800","1970","Alaska","02","020","Cordova-McCarthy","080","0800","Cordova-Mc Carthy",1857,1026,831,1529,2,49,277,
"G0200900","1970","Alaska","02","020","Fairbanks North Star Borough","090","0900","Fairbanks",45864,26314,19550,40933,2580,1020,1331,
"G0201000","1970","Alaska","02","020","Haines Borough","100","1000","Haines",1504,786,718,1175,0,315,14,
"G0201100","1970","Alaska","02","020","Juneau City and Borough","110","1100","Juneau",13556,6897,6659,11422,106,1477,551,
"G0201200","1970","Alaska","02","020","Kenai-Cook Inlet","120","1200","Kenai-Cook Inlet",14250,7668,6582,13047,105,478,620,
"G0201300","1970","Alaska","02","020","Ketchikan Gateway Borough","130","1300","Ketchikan",10041,5232,4809,8527,44,1179,291,
"G0201400","1970","Alaska","02","020","Kobuk","140","1400","Kobuk",4434,2320,2114,534,5,8,3887,
"G0201500","1970","Alaska","02","020","Kodiak Island Borough","150","1500","Kodiak",9409,5365,4044,7215,157,106,1931,
"G0201600","1970","Alaska","02","020","Kuskokwim","160","1600","Kuskokwim",2306,1314,992,584,35,745,942,
"G0201700","1970","Alaska","02","020","Matanuska-Susitna Borough","170","1700","Matanuska-Susitna",6509,3470,3039,6189,12,138,170,
"G0201800","1970","Alaska","02","020","Nome Census Area","180","1800","Nome",5749,3071,2678,1205,27,19,4498,
"G0201900","1970","Alaska","02","020","Outer Ketchikan","190","1900","Outer Ketchikan",1676,917,759,757,5,820,94,
"G0202000","1970","Alaska","02","020","Prince Of Wales","200","2000","Prince Of Wales",2106,1239,867,1497,6,567,36,
"G0202100","1970","Alaska","02","020","Seward","210","2100","Seward",2336,1243,1093,2067,4,56,209,
"G0202200","1970","Alaska","02","020","Sitka City and Borough","220","2200","Sitka",6109,3227,2882,4611,36,1169,293,
"G0202300","1970","Alaska","02","020","Skagway Municipality","230","2300","Skagway-Yakutat",2157,1184,973,1338,0,752,67,
"G0202400","1970","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","Southeast Fairbanks",4179,2462,1717,3418,208,479,74,
"G0202500","1970","Alaska","02","020","Upper Yukon","250","2500","Upper Yukon",1684,1091,593,588,13,907,176,
"G0202600","1970","Alaska","02","020","Valdez-Chitina-Whittier","260","2600","Valdez-Chitina-Whittier",3098,1700,1398,2378,9,413,298,
"G0202700","1970","Alaska","02","020","Wade Hampton Census Area","270","2700","Wade Hampton",3917,2078,1839,231,12,17,3657,
"G0202800","1970","Alaska","02","020","Wrangell-Petersburg","280","2800","Wrangell-Petersburg",4913,2585,2328,3759,4,975,175,
"G0202900","1970","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","Yukon-Koyukuk",4752,2882,1870,2450,83,2013,206,
"G0400010","1970","Arizona","04","040","Apache County","001","0010","Apache",32298,15885,16413,7734,416,23994,154,
"G0400030","1970","Arizona","04","040","Cochise County","003","0030","Cochise",61910,31569,30341,59250,1813,152,695,
"G0400050","1970","Arizona","04","040","Coconino County","005","0050","Coconino",48326,23952,24374,34512,1281,11996,537,
"G0400070","1970","Arizona","04","040","Gila County","007","0070","Gila",29255,14388,14867,24409,73,4591,182,
"G0400090","1970","Arizona","04","040","Graham County","009","0090","Graham",16578,8519,8059,14124,372,1682,400,
"G0400110","1970","Arizona","04","040","Greenlee County","011","0110","Greenlee",10330,5126,5204,10099,24,124,83,
"G0400130","1970","Arizona","04","040","Maricopa County","013","0130","Maricopa",967522,471975,495547,914464,32872,11159,9027,
"G0400150","1970","Arizona","04","040","Mohave County","015","0150","Mohave",25857,13084,12773,24850,21,869,117,
"G0400170","1970","Arizona","04","040","Navajo County","017","0170","Navajo",47715,23623,24092,23425,916,23023,351,
"G0400190","1970","Arizona","04","040","Pima County","019","0190","Pima",351667,171654,180013,329278,10322,8837,3230,
"G0400210","1970","Arizona","04","040","Pinal County","021","0210","Pinal",67916,34843,33073,57516,3008,6405,987,
"G0400230","1970","Arizona","04","040","Santa Cruz County","023","0230","Santa Cruz",13966,6537,7429,13740,90,22,114,
"G0400250","1970","Arizona","04","040","Yavapai County","025","0250","Yavapai",36733,18312,18421,35754,145,686,148,
"G0400270","1970","Arizona","04","040","Yuma County","027","0270","Yuma",60827,31539,29288,55793,1991,2272,771,
"G0500010","1970","Arkansas","05","050","Arkansas County","001","0010","Arkansas",23347,11359,11988,17995,5300,18,34,
"G0500030","1970","Arkansas","05","050","Ashley County","003","0030","Ashley",24976,12263,12713,17413,7551,6,6,
"G0500050","1970","Arkansas","05","050","Baxter County","005","0050","Baxter",15319,7492,7827,15254,4,44,17,
"G0500070","1970","Arkansas","05","050","Benton County","007","0070","Benton",50476,24565,25911,50126,25,268,57,
"G0500090","1970","Arkansas","05","050","Boone County","009","0090","Boone",19073,9132,9941,19051,2,15,5,
"G0500110","1970","Arkansas","05","050","Bradley County","011","0110","Bradley",12778,6101,6677,8728,4041,6,3,
"G0500130","1970","Arkansas","05","050","Calhoun County","013","0130","Calhoun",5573,2709,2864,3770,1795,0,8,
"G0500150","1970","Arkansas","05","050","Carroll County","015","0150","Carroll",12301,5937,6364,12275,2,9,15,
"G0500170","1970","Arkansas","05","050","Chicot County","017","0170","Chicot",18164,8589,9575,8245,9805,14,100,
"G0500190","1970","Arkansas","05","050","Clark County","019","0190","Clark",21537,10365,11172,16685,4821,17,14,
"G0500210","1970","Arkansas","05","050","Clay County","021","0210","Clay",18771,9038,9733,18742,4,9,16,
"G0500230","1970","Arkansas","05","050","Cleburne County","023","0230","Cleburne",10349,5022,5327,10335,1,3,10,
"G0500250","1970","Arkansas","05","050","Cleveland County","025","0250","Cleveland",6605,3242,3363,5293,1298,1,13,
"G0500270","1970","Arkansas","05","050","Columbia County","027","0270","Columbia",25952,12453,13499,16806,9113,17,16,
"G0500290","1970","Arkansas","05","050","Conway County","029","0290","Conway",16805,8127,8678,13920,2865,10,10,
"G0500310","1970","Arkansas","05","050","Craighead County","031","0310","Craighead",52068,25360,26708,50328,1641,48,51,
"G0500330","1970","Arkansas","05","050","Crawford County","033","0330","Crawford",25677,12605,13072,25108,490,56,23,
"G0500350","1970","Arkansas","05","050","Crittenden County","035","0350","Crittenden",48106,23381,24725,25245,22754,33,74,
"G0500370","1970","Arkansas","05","050","Cross County","037","0370","Cross",19783,9683,10100,14243,5504,5,31,
"G0500390","1970","Arkansas","05","050","Dallas County","039","0390","Dallas",10022,4786,5236,6157,3847,10,8,
"G0500410","1970","Arkansas","05","050","Desha County","041","0410","Desha",18761,9032,9729,10531,8204,6,20,
"G0500430","1970","Arkansas","05","050","Drew County","043","0430","Drew",15157,7440,7717,10563,4563,7,24,
"G0500450","1970","Arkansas","05","050","Faulkner County","045","0450","Faulkner",31572,15295,16277,28696,2835,8,33,
"G0500470","1970","Arkansas","05","050","Franklin County","047","0470","Franklin",11301,5600,5701,11100,161,7,33,
"G0500490","1970","Arkansas","05","050","Fulton County","049","0490","Fulton",7699,3728,3971,7689,0,3,7,
"G0500510","1970","Arkansas","05","050","Garland County","051","0510","Garland",54131,25710,28421,48896,5128,59,48,
"G0500530","1970","Arkansas","05","050","Grant County","053","0530","Grant",9711,4805,4906,9284,417,3,7,
"G0500550","1970","Arkansas","05","050","Greene County","055","0550","Greene",24765,11936,12829,24715,15,14,21,
"G0500570","1970","Arkansas","05","050","Hempstead County","057","0570","Hempstead",19308,9347,9961,12920,6335,5,48,
"G0500590","1970","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring",21963,10742,11221,19196,2719,20,28,
"G0500610","1970","Arkansas","05","050","Howard County","061","0610","Howard",11412,5533,5879,9077,2319,3,13,
"G0500630","1970","Arkansas","05","050","Independence County","063","0630","Independence",22723,10989,11734,22189,507,16,11,
"G0500650","1970","Arkansas","05","050","Izard County","065","0650","Izard",7381,3609,3772,7361,12,1,7,
"G0500670","1970","Arkansas","05","050","Jackson County","067","0670","Jackson",20452,9946,10506,17392,3032,9,19,
"G0500690","1970","Arkansas","05","050","Jefferson County","069","0690","Jefferson",85329,41061,44268,50527,34593,25,184,
"G0500710","1970","Arkansas","05","050","Johnson County","071","0710","Johnson",13630,6642,6988,13341,239,12,38,
"G0500730","1970","Arkansas","05","050","Lafayette County","073","0730","Lafayette",10018,4836,5182,5664,4338,12,4,
"G0500750","1970","Arkansas","05","050","Lawrence County","075","0750","Lawrence",16320,8003,8317,16155,148,4,13,
"G0500770","1970","Arkansas","05","050","Lee County","077","0770","Lee",18884,9128,9756,7931,10868,19,66,
"G0500790","1970","Arkansas","05","050","Lincoln County","079","0790","Lincoln",12913,6816,6097,7485,5424,0,4,
"G0500810","1970","Arkansas","05","050","Little River County","081","0810","Little River",11194,5419,5775,8117,3056,18,3,
"G0500830","1970","Arkansas","05","050","Logan County","083","0830","Logan",16789,8196,8593,16471,279,14,25,
"G0500850","1970","Arkansas","05","050","Lonoke County","085","0850","Lonoke",26249,12881,13368,21432,4794,13,10,
"G0500870","1970","Arkansas","05","050","Madison County","087","0870","Madison",9453,4737,4716,9437,1,13,2,
"G0500890","1970","Arkansas","05","050","Marion County","089","0890","Marion",7000,3433,3567,6978,2,10,10,
"G0500910","1970","Arkansas","05","050","Miller County","091","0910","Miller",33385,15979,17406,25726,7598,30,31,
"G0500930","1970","Arkansas","05","050","Mississippi County","093","0930","Mississippi",62060,30403,31657,45329,16527,35,169,
"G0500950","1970","Arkansas","05","050","Monroe County","095","0950","Monroe",15657,7467,8190,8765,6855,16,21,
"G0500970","1970","Arkansas","05","050","Montgomery County","097","0970","Montgomery",5821,2873,2948,5806,8,2,5,
"G0500990","1970","Arkansas","05","050","Nevada County","099","0990","Nevada",10111,4835,5276,6823,3278,6,4,
"G0501010","1970","Arkansas","05","050","Newton County","101","1010","Newton",5844,2965,2879,5834,1,6,3,
"G0501030","1970","Arkansas","05","050","Ouachita County","103","1030","Ouachita",30896,14733,16163,19742,11109,7,38,
"G0501050","1970","Arkansas","05","050","Perry County","105","1050","Perry",5634,2778,2856,5473,156,1,4,
"G0501070","1970","Arkansas","05","050","Phillips County","107","1070","Phillips",40046,19162,20884,18247,21639,26,134,
"G0501090","1970","Arkansas","05","050","Pike County","109","1090","Pike",8711,4254,4457,8313,384,5,9,
"G0501110","1970","Arkansas","05","050","Poinsett County","111","1110","Poinsett",26822,13124,13698,24475,2305,20,22,
"G0501130","1970","Arkansas","05","050","Polk County","113","1130","Polk",13297,6563,6734,13258,1,27,11,
"G0501150","1970","Arkansas","05","050","Pope County","115","1150","Pope",28607,14234,14373,27896,671,25,15,
"G0501170","1970","Arkansas","05","050","Prairie County","117","1170","Prairie",10249,5100,5149,8554,1680,4,11,
"G0501190","1970","Arkansas","05","050","Pulaski County","119","1190","Pulaski",287189,137551,149638,228006,58402,245,536,
"G0501210","1970","Arkansas","05","050","Randolph County","121","1210","Randolph",12645,6124,6521,12469,139,20,17,
"G0501230","1970","Arkansas","05","050","St. Francis County","123","1230","St Francis",30799,14856,15943,16081,14558,15,145,
"G0501250","1970","Arkansas","05","050","Saline County","125","1250","Saline",36107,17924,18183,34692,1368,31,16,
"G0501270","1970","Arkansas","05","050","Scott County","127","1270","Scott",8207,4095,4112,8194,0,8,5,
"G0501290","1970","Arkansas","05","050","Searcy County","129","1290","Searcy",7731,3828,3903,7714,0,13,4,
"G0501310","1970","Arkansas","05","050","Sebastian County","131","1310","Sebastian",79237,37621,41616,74405,4379,313,140,
"G0501330","1970","Arkansas","05","050","Sevier County","133","1330","Sevier",11272,5460,5812,10467,761,30,14,
"G0501350","1970","Arkansas","05","050","Sharp County","135","1350","Sharp",8233,4077,4156,8184,20,7,22,
"G0501370","1970","Arkansas","05","050","Stone County","137","1370","Stone",6838,3373,3465,6832,1,2,3,
"G0501390","1970","Arkansas","05","050","Union County","139","1390","Union",45428,21542,23886,31990,13369,30,39,
"G0501410","1970","Arkansas","05","050","Van Buren County","141","1410","Van Buren",8275,4107,4168,8221,47,3,4,
"G0501430","1970","Arkansas","05","050","Washington County","143","1430","Washington",77370,38539,38831,76367,619,155,229,
"G0501450","1970","Arkansas","05","050","White County","145","1450","White",39253,19107,20146,37906,1276,23,48,
"G0501470","1970","Arkansas","05","050","Woodruff County","147","1470","Woodruff",11566,5579,5987,7491,4055,5,15,
"G0501490","1970","Arkansas","05","050","Yell County","149","1490","Yell",14208,6984,7224,13789,387,14,18,
"G0600010","1970","California","06","060","Alameda County","001","0010","Alameda",1073184,525834,547350,855978,161282,5688,50236,
"G0600030","1970","California","06","060","Alpine County","003","0030","Alpine",484,245,239,367,1,97,19,
"G0600050","1970","California","06","060","Amador County","005","0050","Amador",11821,6169,5652,11281,325,160,55,
"G0600070","1970","California","06","060","Butte County","007","0070","Butte",101969,49584,52385,98222,1595,890,1262,
"G0600090","1970","California","06","060","Calaveras County","009","0090","Calaveras",13585,7104,6481,12952,139,171,323,
"G0600110","1970","California","06","060","Colusa County","011","0110","Colusa",12430,6262,6168,11770,86,132,442,
"G0600130","1970","California","06","060","Contra Costa County","013","0130","Contra Costa",558389,274758,283631,502411,41620,1701,12657,
"G0600150","1970","California","06","060","Del Norte County","015","0150","Del Norte",14580,7262,7318,13712,34,727,107,
"G0600170","1970","California","06","060","El Dorado County","017","0170","El Dorado",43833,21820,22013,43205,60,230,338,
"G0600190","1970","California","06","060","Fresno County","019","0190","Fresno",413053,201768,211285,372595,20370,2144,17944,
"G0600210","1970","California","06","060","Glenn County","021","0210","Glenn",17521,8714,8807,17135,61,188,137,
"G0600230","1970","California","06","060","Humboldt County","023","0230","Humboldt",99692,50535,49157,95324,461,3055,852,
"G0600250","1970","California","06","060","Imperial County","025","0250","Imperial",74492,36871,37621,68806,2586,889,2211,
"G0600270","1970","California","06","060","Inyo County","027","0270","Inyo",15571,7883,7688,14272,24,1170,105,
"G0600290","1970","California","06","060","Kern County","029","0290","Kern",329162,162904,166258,300315,18637,2039,8171,
"G0600310","1970","California","06","060","Kings County","031","0310","Kings",64610,33421,31189,58905,3353,357,1995,
"G0600330","1970","California","06","060","Lake County","033","0330","Lake",19548,9536,10012,18944,42,323,239,
"G0600350","1970","California","06","060","Lassen County","035","0350","Lassen",14960,7740,7220,14172,334,349,105,
"G0600370","1970","California","06","060","Los Angeles County","037","0370","Los Angeles",7032075,3401819,3630256,6006499,762844,24509,238223,
"G0600390","1970","California","06","060","Madera County","039","0390","Madera",41519,20662,20857,37690,1973,748,1108,
"G0600410","1970","California","06","060","Marin County","041","0410","Marin",206038,102530,103508,197542,5042,382,3072,
"G0600430","1970","California","06","060","Mariposa County","043","0430","Mariposa",6015,3097,2918,5756,30,201,28,
"G0600450","1970","California","06","060","Mendocino County","045","0450","Mendocino",51101,25722,25379,48961,291,1433,416,
"G0600470","1970","California","06","060","Merced County","047","0470","Merced",104629,52572,52057,96454,5497,356,2322,
"G0600490","1970","California","06","060","Modoc County","049","0490","Modoc",7469,3698,3771,7200,20,173,76,
"G0600510","1970","California","06","060","Mono County","051","0510","Mono",4016,2085,1931,3809,0,190,17,
"G0600530","1970","California","06","060","Monterey County","053","0530","Monterey",250071,134985,115086,220298,12148,1139,16486,
"G0600550","1970","California","06","060","Napa County","055","0550","Napa",79140,39188,39952,76950,516,215,1459,
"G0600570","1970","California","06","060","Nevada County","057","0570","Nevada",26346,12871,13475,26063,37,112,134,
"G0600590","1970","California","06","060","Orange County","059","0590","Orange",1420386,697690,722696,1381742,10179,3920,24545,
"G0600610","1970","California","06","060","Placer County","061","0610","Placer",77306,38536,38770,75094,348,413,1451,
"G0600630","1970","California","06","060","Plumas County","063","0630","Plumas",11707,5978,5729,11131,200,305,71,
"G0600650","1970","California","06","060","Riverside County","065","0650","Riverside",459074,225077,233997,427525,21224,2922,7403,
"G0600670","1970","California","06","060","Sacramento County","067","0670","Sacramento",631498,310022,321476,566332,36418,2670,26078,
"G0600690","1970","California","06","060","San Benito County","069","0690","San Benito",18226,8994,9232,17553,63,54,556,
"G0600710","1970","California","06","060","San Bernardino County","071","0710","San Bernardino",684072,338710,345362,641481,29250,3456,9885,
"G0600730","1970","California","06","060","San Diego County","073","0730","San Diego",1357854,703294,654560,1251801,62028,5880,38145,
"G0600750","1970","California","06","060","San Francisco County","075","0750","San Francisco",715674,345680,369994,511186,96078,2900,105510,
"G0600770","1970","California","06","060","San Joaquin County","077","0770","San Joaquin",290208,144970,145238,255621,15783,1218,17586,
"G0600790","1970","California","06","060","San Luis Obispo County","079","0790","San Luis Obispo",105690,55606,50084,99751,2285,517,3137,
"G0600810","1970","California","06","060","San Mateo County","081","0810","San Mateo",556234,271450,284784,507685,26085,1340,21124,
"G0600830","1970","California","06","060","Santa Barbara County","083","0830","Santa Barbara",264324,130311,134013,249558,6426,1008,7332,
"G0600850","1970","California","06","060","Santa Clara County","085","0850","Santa Clara",1064714,524674,540040,1003898,18090,4048,38678,
"G0600870","1970","California","06","060","Santa Cruz County","087","0870","Santa Cruz",123790,58904,64886,118547,823,360,4060,
"G0600890","1970","California","06","060","Shasta County","089","0890","Shasta",77640,38584,39056,75293,638,1321,388,
"G0600910","1970","California","06","060","Sierra County","091","0910","Sierra",2365,1226,1139,2276,5,39,45,
"G0600930","1970","California","06","060","Siskiyou County","093","0930","Siskiyou",33225,16855,16370,31320,701,968,236,
"G0600950","1970","California","06","060","Solano County","095","0950","Solano",169941,87502,82439,144864,16656,1048,7373,
"G0600970","1970","California","06","060","Sonoma County","097","0970","Sonoma",204885,99362,105523,197922,2108,1623,3232,
"G0600990","1970","California","06","060","Stanislaus County","099","0990","Stanislaus",194506,95218,99288,189179,1938,686,2703,
"G0601010","1970","California","06","060","Sutter County","101","1010","Sutter",41935,20815,21120,39796,196,209,1734,
"G0601030","1970","California","06","060","Tehama County","103","1030","Tehama",29517,14688,14829,28877,99,306,235,
"G0601050","1970","California","06","060","Trinity County","105","1050","Trinity",7615,3984,3631,7286,4,287,38,
"G0601070","1970","California","06","060","Tulare County","107","1070","Tulare",188322,93209,95113,177444,3199,1368,6311,
"G0601090","1970","California","06","060","Tuolumne County","109","1090","Tuolumne",22169,11756,10413,21247,257,548,117,
"G0601110","1970","California","06","060","Ventura County","111","1110","Ventura",376430,186972,189458,361361,6354,1150,7565,
"G0601130","1970","California","06","060","Yolo County","113","1130","Yolo",91788,45817,45971,86786,1145,476,3381,
"G0601150","1970","California","06","060","Yuba County","115","1150","Yuba",44736,23162,21574,40888,2155,210,1483,
"G0800010","1970","Colorado","08","080","Adams County","001","0010","Adams",185789,92926,92863,181468,1355,571,2395,
"G0800030","1970","Colorado","08","080","Alamosa County","003","0030","Alamosa",11422,5625,5797,11237,61,25,99,
"G0800050","1970","Colorado","08","080","Arapahoe County","005","0050","Arapahoe",162142,80155,81987,160040,729,447,926,
"G0800070","1970","Colorado","08","080","Archuleta County","007","0070","Archuleta",2733,1364,1369,2693,15,13,12,
"G0800090","1970","Colorado","08","080","Baca County","009","0090","Baca",5674,2843,2831,5599,9,44,22,
"G0800110","1970","Colorado","08","080","Bent County","011","0110","Bent",6493,3428,3065,6401,27,13,52,
"G0800130","1970","Colorado","08","080","Boulder County","013","0130","Boulder",131889,65370,66519,129817,664,231,1177,
"G0800150","1970","Colorado","08","080","Chaffee County","015","0150","Chaffee",10162,5219,4943,9991,92,37,42,
"G0800170","1970","Colorado","08","080","Cheyenne County","017","0170","Cheyenne",2396,1216,1180,2386,3,1,6,
