GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,A00AA2010,A08AA2010,A08AB2010,B18AA2010,B18AB2010,B18AC2010,B18AD2010,B18AE2010
"G0100850","2010","Alabama","01","010","Lowndes County","085","0850","Lowndes County",11299,5289,6010,2859,8310,25,45,60
"G0100870","2010","Alabama","01","010","Macon County","087","0870","Macon County",21452,9826,11626,3319,17729,29,147,228
"G0100890","2010","Alabama","01","010","Madison County","089","0890","Madison County",334811,164320,170491,228280,80376,2551,15349,8255
"G0100910","2010","Alabama","01","010","Marengo County","091","0910","Marengo County",21027,9913,11114,9751,10872,34,206,164
"G0100930","2010","Alabama","01","010","Marion County","093","0930","Marion County",30776,15293,15483,28791,1184,101,359,341
"G0100950","2010","Alabama","01","010","Marshall County","095","0950","Marshall County",93019,45843,47176,81464,1494,706,7791,1564
"G0100970","2010","Alabama","01","010","Mobile County","097","0970","Mobile County",412992,198374,214618,248647,142992,3681,11650,6022
"G0100990","2010","Alabama","01","010","Monroe County","099","0990","Monroe County",23068,11109,11959,12718,9614,260,142,334
"G0101010","2010","Alabama","01","010","Montgomery County","101","1010","Montgomery County",229363,109167,120196,90656,125477,589,9735,2906
"G0101030","2010","Alabama","01","010","Morgan County","103","1030","Morgan County",119490,58886,60604,95404,14185,1042,6495,2364
"G0101050","2010","Alabama","01","010","Perry County","105","1050","Perry County",10591,4980,5611,3204,7276,17,51,43
"G0101070","2010","Alabama","01","010","Pickens County","107","1070","Pickens County",19746,9428,10318,11110,8211,28,165,232
"G0101090","2010","Alabama","01","010","Pike County","109","1090","Pike County",32899,15700,17199,19144,12054,192,1019,490
"G0101110","2010","Alabama","01","010","Randolph County","111","1110","Randolph County",22913,11104,11809,17532,4607,84,429,261
"G0101130","2010","Alabama","01","010","Russell County","113","1130","Russell County",52947,25287,27660,28449,22135,219,1040,1104
"G0101150","2010","Alabama","01","010","St. Clair County","115","1150","St. Clair County",83593,41904,41689,73741,7150,281,1298,1123
"G0101170","2010","Alabama","01","010","Shelby County","117","1170","Shelby County",195085,95557,99528,161943,20732,553,9173,2684
"G0101190","2010","Alabama","01","010","Sumter County","119","1190","Sumter County",13763,6261,7502,3326,10316,11,63,47
"G0101210","2010","Alabama","01","010","Talladega County","121","1210","Talladega County",82291,40077,42214,53739,26055,264,1132,1101
"G0101230","2010","Alabama","01","010","Tallapoosa County","123","1230","Tallapoosa County",41616,20190,21426,29087,11083,121,918,407
"G0101250","2010","Alabama","01","010","Tuscaloosa County","125","1250","Tuscaloosa County",194656,94400,100256,129004,57611,526,5416,2099
"G0101270","2010","Alabama","01","010","Walker County","127","1270","Walker County",67023,32668,34355,61146,3928,251,870,828
"G0101290","2010","Alabama","01","010","Washington County","129","1290","Washington County",17581,8656,8925,11508,4380,1411,75,207
"G0101310","2010","Alabama","01","010","Wilcox County","131","1310","Wilcox County",11670,5518,6152,3126,8465,14,14,51
"G0101330","2010","Alabama","01","010","Winston County","133","1330","Winston County",24484,12021,12463,23409,115,163,444,353
"G0200130","2010","Alaska","02","020","Aleutians East Borough","013","0130","Aleutians East Borough",3141,2093,1048,660,219,876,1233,153
"G0200160","2010","Alaska","02","020","Aleutians West Census Area","016","0160","Aleutians West Census Area",5561,3723,1838,2004,332,857,2057,311
"G0200200","2010","Alaska","02","020","Anchorage Municipality","020","0200","Anchorage Municipality",291826,148209,143617,192498,16226,23130,36327,23645
"G0200500","2010","Alaska","02","020","Bethel Census Area","050","0500","Bethel Census Area",17013,8898,8115,1894,65,14109,232,713
"G0200600","2010","Alaska","02","020","Bristol Bay Borough","060","0600","Bristol Bay Borough",997,540,457,481,0,334,15,167
"G0200680","2010","Alaska","02","020","Denali Borough","068","0680","Denali Borough",1826,1002,824,1637,10,65,34,80
"G0200700","2010","Alaska","02","020","Dillingham Census Area","070","0700","Dillingham Census Area",4847,2541,2306,878,11,3470,50,438
"G0200900","2010","Alaska","02","020","Fairbanks North Star Borough","090","0900","Fairbanks North Star Borough",97581,51531,46050,75175,4423,6879,4433,6671
"G0201000","2010","Alaska","02","020","Haines Borough","100","1000","Haines Borough",2508,1274,1234,2086,10,230,35,147
"G0201050","2010","Alaska","02","020","Hoonah-Angoon Census Area","105","1050","Hoonah-Angoon Census Area",2150,1165,985,1014,8,890,19,219
"G0201100","2010","Alaska","02","020","Juneau City and Borough","110","1100","Juneau City and Borough",31275,15950,15325,21814,279,3692,2523,2967
"G0201220","2010","Alaska","02","020","Kenai Peninsula Borough","122","1220","Kenai Peninsula Borough",55400,29038,26362,46857,269,4081,1086,3107
"G0201300","2010","Alaska","02","020","Ketchikan Gateway Borough","130","1300","Ketchikan Gateway Borough",13477,6911,6566,9176,78,1910,1063,1250
"G0201500","2010","Alaska","02","020","Kodiak Island Borough","150","1500","Kodiak Island Borough",13592,7197,6395,7522,92,1797,3144,1037
"G0201640","2010","Alaska","02","020","Lake and Peninsula Borough","164","1640","Lake and Peninsula Borough",1631,859,772,380,9,1061,17,164
"G0201700","2010","Alaska","02","020","Matanuska-Susitna Borough","170","1700","Matanuska-Susitna Borough",88995,46040,42955,75540,856,4901,1957,5741
"G0201800","2010","Alaska","02","020","Nome Census Area","180","1800","Nome Census Area",9492,5058,4434,1552,27,7199,127,587
"G0201850","2010","Alaska","02","020","North Slope Borough","185","1850","North Slope Borough",9430,5904,3526,3147,94,5100,596,493
"G0201880","2010","Alaska","02","020","Northwest Arctic Borough","188","1880","Northwest Arctic Borough",7523,4029,3494,846,37,6121,71,448
"G0201950","2010","Alaska","02","020","Petersburg Census Area","195","1950","Petersburg Census Area",3815,1982,1833,2711,15,614,149,326
"G0201980","2010","Alaska","02","020","Prince of Wales-Hyder Census Area","198","1980","Prince of Wales-Hyder Census Area",5559,3070,2489,2799,17,2207,62,474
"G0202200","2010","Alaska","02","020","Sitka City and Borough","220","2200","Sitka City and Borough",8881,4481,4400,5798,47,1493,672,871
"G0202300","2010","Alaska","02","020","Skagway Municipality","230","2300","Skagway Municipality",968,500,468,885,0,34,10,39
"G0202400","2010","Alaska","02","020","Southeast Fairbanks Census Area","240","2400","Southeast Fairbanks Census Area",7029,3917,3112,5651,76,808,151,343
"G0202610","2010","Alaska","02","020","Valdez-Cordova Census Area","261","2610","Valdez-Cordova Census Area",9636,5143,4493,7127,46,1315,454,694
"G0202700","2010","Alaska","02","020","Wade Hampton Census Area","270","2700","Wade Hampton Census Area",7459,3944,3515,201,1,7085,21,151
"G0202750","2010","Alaska","02","020","Wrangell City and Borough","275","2750","Wrangell City and Borough",2369,1242,1127,1719,4,384,39,223
"G0202820","2010","Alaska","02","020","Yakutat City and Borough","282","2820","Yakutat City and Borough",662,360,302,281,2,237,40,102
"G0202900","2010","Alaska","02","020","Yukon-Koyukuk Census Area","290","2900","Yukon-Koyukuk Census Area",5588,3027,2561,1243,10,3992,29,314
"G0400010","2010","Arizona","04","040","Apache County","001","0010","Apache County",71518,35678,35840,16634,175,52154,1133,1422
"G0400030","2010","Arizona","04","040","Cochise County","003","0030","Cochise County",131346,66977,64369,103085,5465,1589,15932,5275
"G0400050","2010","Arizona","04","040","Coconino County","005","0050","Coconino County",134421,66666,67755,82967,1629,36714,9000,4111
"G0400070","2010","Arizona","04","040","Gila County","007","0070","Gila County",53597,26633,26964,41162,233,7946,3185,1071
"G0400090","2010","Arizona","04","040","Graham County","009","0090","Graham County",37220,19977,17243,26827,683,5376,3286,1048
"G0400110","2010","Arizona","04","040","Greenlee County","011","0110","Greenlee County",8437,4398,4039,6514,89,195,1319,320
"G0400120","2010","Arizona","04","040","La Paz County","012","0120","La Paz County",20489,10550,9939,14306,129,2628,2665,761
"G0400130","2010","Arizona","04","040","Maricopa County","013","0130","Maricopa County",3817117,1888465,1928652,2786781,190519,78329,629720,131768
"G0400150","2010","Arizona","04","040","Mohave County","015","0150","Mohave County",200186,100078,100108,173878,1882,4500,14433,5493
"G0400170","2010","Arizona","04","040","Navajo County","017","0170","Navajo County",107449,53777,53672,52972,938,46611,4280,2648
"G0400190","2010","Arizona","04","040","Pima County","019","0190","Pima County",980263,481437,498826,728751,34674,32605,147994,36239
"G0400210","2010","Arizona","04","040","Pinal County","021","0210","Pinal County",375770,197165,178605,272013,17215,20949,51270,14323
"G0400230","2010","Arizona","04","040","Santa Cruz County","023","0230","Santa Cruz County",47420,22559,24861,34835,179,328,11125,953
"G0400250","2010","Arizona","04","040","Yavapai County","025","0250","Yavapai County",211033,103458,107575,188515,1267,3549,12344,5358
"G0400270","2010","Arizona","04","040","Yuma County","027","0270","Yuma County",195751,98005,97746,137881,3931,3056,43373,7510
"G0500010","2010","Arkansas","05","050","Arkansas County","001","0010","Arkansas County",19019,9220,9799,13659,4661,36,414,249
"G0500030","2010","Arkansas","05","050","Ashley County","003","0030","Ashley County",21853,10598,11255,15143,5640,70,752,248
"G0500050","2010","Arkansas","05","050","Baxter County","005","0050","Baxter County",41513,20023,21490,40231,67,232,379,604
"G0500070","2010","Arkansas","05","050","Benton County","007","0070","Benton County",221339,109124,112215,182817,2814,3751,26051,5906
"G0500090","2010","Arkansas","05","050","Boone County","009","0090","Boone County",36903,18066,18837,35624,72,263,297,647
"G0500110","2010","Arkansas","05","050","Bradley County","011","0110","Bradley County",11508,5587,5921,6934,3173,56,1190,155
"G0500130","2010","Arkansas","05","050","Calhoun County","013","0130","Calhoun County",5368,2719,2649,4001,1192,15,85,75
"G0500150","2010","Arkansas","05","050","Carroll County","015","0150","Carroll County",27446,13531,13915,24593,103,251,1880,619
"G0500170","2010","Arkansas","05","050","Chicot County","017","0170","Chicot County",11800,5793,6007,4864,6381,23,440,92
"G0500190","2010","Arkansas","05","050","Clark County","019","0190","Clark County",22995,10972,12023,16518,5413,98,622,344
"G0500210","2010","Arkansas","05","050","Clay County","021","0210","Clay County",16083,7871,8212,15682,56,42,101,202
"G0500230","2010","Arkansas","05","050","Cleburne County","023","0230","Cleburne County",25970,12777,13193,25130,72,141,262,365
"G0500250","2010","Arkansas","05","050","Cleveland County","025","0250","Cleveland County",8689,4287,4402,7452,1059,23,90,65
"G0500270","2010","Arkansas","05","050","Columbia County","027","0270","Columbia County",24552,11715,12837,14696,9059,71,470,256
"G0500290","2010","Arkansas","05","050","Conway County","029","0290","Conway County",21273,10533,10740,17917,2385,152,398,421
"G0500310","2010","Arkansas","05","050","Craighead County","031","0310","Craighead County",96443,47077,49366,78323,12640,342,3443,1695
"G0500330","2010","Arkansas","05","050","Crawford County","033","0330","Crawford County",61948,30571,31377,55194,725,1392,2864,1773
"G0500350","2010","Arkansas","05","050","Crittenden County","035","0350","Crittenden County",50902,24166,26736,23446,26051,135,713,557
"G0500370","2010","Arkansas","05","050","Cross County","037","0370","Cross County",17870,8621,9249,13495,3972,47,169,187
"G0500390","2010","Arkansas","05","050","Dallas County","039","0390","Dallas County",8116,3974,4142,4476,3400,32,106,102
"G0500410","2010","Arkansas","05","050","Desha County","041","0410","Desha County",13008,6103,6905,6230,6216,35,409,118
"G0500430","2010","Arkansas","05","050","Drew County","043","0430","Drew County",18509,8985,9524,12739,5144,43,370,213
"G0500450","2010","Arkansas","05","050","Faulkner County","045","0450","Faulkner County",113237,55623,57614,95420,11568,658,3322,2269
"G0500470","2010","Arkansas","05","050","Franklin County","047","0470","Franklin County",18125,8977,9148,17221,130,189,278,307
"G0500490","2010","Arkansas","05","050","Fulton County","049","0490","Fulton County",12245,5999,6246,11857,40,79,64,205
"G0500510","2010","Arkansas","05","050","Garland County","051","0510","Garland County",96024,46614,49410,82964,7615,587,2644,2214
"G0500530","2010","Arkansas","05","050","Grant County","053","0530","Grant County",17853,8869,8984,16940,390,77,257,189
"G0500550","2010","Arkansas","05","050","Greene County","055","0550","Greene County",42090,20642,21448,40578,233,209,505,565
"G0500570","2010","Arkansas","05","050","Hempstead County","057","0570","Hempstead County",22609,10905,11704,13431,6646,88,2012,432
"G0500590","2010","Arkansas","05","050","Hot Spring County","059","0590","Hot Spring County",32923,16813,16110,28179,3568,154,449,573
"G0500610","2010","Arkansas","05","050","Howard County","061","0610","Howard County",13789,6656,7133,9894,2846,96,778,175
"G0500630","2010","Arkansas","05","050","Independence County","063","0630","Independence County",36647,17960,18687,33688,722,179,1496,562
"G0500650","2010","Arkansas","05","050","Izard County","065","0650","Izard County",13696,7054,6642,13118,175,105,120,178
"G0500670","2010","Arkansas","05","050","Jackson County","067","0670","Jackson County",17997,8930,9067,14363,3000,91,274,269
"G0500690","2010","Arkansas","05","050","Jefferson County","069","0690","Jefferson County",77435,38067,39368,32507,42639,213,1139,937
"G0500710","2010","Arkansas","05","050","Johnson County","071","0710","Johnson County",25540,12659,12881,22280,364,226,2176,494
"G0500730","2010","Arkansas","05","050","Lafayette County","073","0730","Lafayette County",7645,3693,3952,4642,2845,17,80,61
"G0500750","2010","Arkansas","05","050","Lawrence County","075","0750","Lawrence County",17415,8468,8947,16952,137,63,58,205
"G0500770","2010","Arkansas","05","050","Lee County","077","0770","Lee County",10424,5806,4618,4381,5761,49,112,121
"G0500790","2010","Arkansas","05","050","Lincoln County","079","0790","Lincoln County",14134,8501,5633,9407,4223,38,326,140
"G0500810","2010","Arkansas","05","050","Little River County","081","0810","Little River County",13171,6403,6768,9948,2519,192,248,264
"G0500830","2010","Arkansas","05","050","Logan County","083","0830","Logan County",22353,11198,11155,20844,297,237,566,409
"G0500850","2010","Arkansas","05","050","Lonoke County","085","0850","Lonoke County",68356,33629,34727,61353,4075,363,1330,1235
"G0500870","2010","Arkansas","05","050","Madison County","087","0870","Madison County",15717,7881,7836,14711,28,190,518,270
"G0500890","2010","Arkansas","05","050","Marion County","089","0890","Marion County",16653,8287,8366,16146,30,115,96,266
"G0500910","2010","Arkansas","05","050","Miller County","091","0910","Miller County",43462,21401,22061,31134,10667,293,630,738
"G0500930","2010","Arkansas","05","050","Mississippi County","093","0930","Mississippi County",46480,22498,23982,28653,15817,136,1179,695
"G0500950","2010","Arkansas","05","050","Monroe County","095","0950","Monroe County",8149,3895,4254,4584,3330,29,110,96
"G0500970","2010","Arkansas","05","050","Montgomery County","097","0970","Montgomery County",9487,4730,4757,8958,22,79,239,189
"G0500990","2010","Arkansas","05","050","Nevada County","099","0990","Nevada County",8997,4409,4588,5933,2764,31,147,122
"G0501010","2010","Arkansas","05","050","Newton County","101","1010","Newton County",8330,4206,4124,8001,9,90,48,182
"G0501030","2010","Arkansas","05","050","Ouachita County","103","1030","Ouachita County",26120,12379,13741,14883,10468,86,263,420
"G0501050","2010","Arkansas","05","050","Perry County","105","1050","Perry County",10445,5183,5262,9939,196,70,70,170
"G0501070","2010","Arkansas","05","050","Phillips County","107","1070","Phillips County",21757,10130,11627,7618,13719,51,163,206
"G0501090","2010","Arkansas","05","050","Pike County","109","1090","Pike County",11291,5599,5692,10163,330,70,543,185
"G0501110","2010","Arkansas","05","050","Poinsett County","111","1110","Poinsett County",24583,11937,12646,22089,1775,59,330,330
"G0501130","2010","Arkansas","05","050","Polk County","113","1130","Polk County",20662,10163,10499,19144,65,364,611,478
"G0501150","2010","Arkansas","05","050","Pope County","115","1150","Pope County",61754,30610,31144,55273,1784,471,2860,1366
"G0501170","2010","Arkansas","05","050","Prairie County","117","1170","Prairie County",8715,4314,4401,7529,1064,26,16,80
"G0501190","2010","Arkansas","05","050","Pulaski County","119","1190","Pulaski County",382748,183938,198810,220051,133858,1555,19423,7861
"G0501210","2010","Arkansas","05","050","Randolph County","121","1210","Randolph County",17969,8810,9159,17339,128,90,160,252
"G0501230","2010","Arkansas","05","050","St. Francis County","123","1230","St. Francis County",28258,15393,12865,12502,14667,148,531,410
"G0501250","2010","Arkansas","05","050","Saline County","125","1250","Saline County",107118,52899,54219,96978,4994,542,3073,1531
"G0501270","2010","Arkansas","05","050","Scott County","127","1270","Scott County",11233,5663,5570,9880,53,208,810,282
"G0501290","2010","Arkansas","05","050","Searcy County","129","1290","Searcy County",8195,4085,4110,7867,12,96,39,181
"G0501310","2010","Arkansas","05","050","Sebastian County","131","1310","Sebastian County",125744,61633,64111,96344,8019,2366,14496,4519
"G0501330","2010","Arkansas","05","050","Sevier County","133","1330","Sevier County",17058,8464,8594,11949,734,398,3454,523
"G0501350","2010","Arkansas","05","050","Sharp County","135","1350","Sharp County",17264,8532,8732,16582,93,170,124,295
"G0501370","2010","Arkansas","05","050","Stone County","137","1370","Stone County",12394,6128,6266,11995,11,84,104,200
"G0501390","2010","Arkansas","05","050","Union County","139","1390","Union County",41639,20259,21380,26276,13721,143,977,522
"G0501410","2010","Arkansas","05","050","Van Buren County","141","1410","Van Buren County",17295,8622,8673,16598,68,119,171,339
"G0501430","2010","Arkansas","05","050","Washington County","143","1430","Washington County",203065,101486,101579,162253,6006,2393,26714,5699
"G0501450","2010","Arkansas","05","050","White County","145","1450","White County",77076,37802,39274,70425,3074,449,1714,1414
"G0501470","2010","Arkansas","05","050","Woodruff County","147","1470","Woodruff County",7260,3452,3808,5075,1994,18,69,104
"G0501490","2010","Arkansas","05","050","Yell County","149","1490","Yell County",22185,11070,11115,19226,307,149,2115,388
"G0600010","2010","California","06","060","Alameda County","001","0010","Alameda County",1510271,740573,769698,649122,190451,9799,569902,90997
"G0600030","2010","California","06","060","Alpine County","003","0030","Alpine County",1175,606,569,881,0,240,26,28
"G0600050","2010","California","06","060","Amador County","005","0050","Amador County",38091,20749,17342,33149,962,678,1946,1356
"G0600070","2010","California","06","060","Butte County","007","0070","Butte County",220000,108931,111069,180096,3415,4395,21650,10444
"G0600090","2010","California","06","060","Calaveras County","009","0090","Calaveras County",45578,22822,22756,40522,383,689,2184,1800
"G0600110","2010","California","06","060","Colusa County","011","0110","Colusa County",21419,11012,10407,13854,195,419,6187,764
"G0600130","2010","California","06","060","Contra Costa County","013","0130","Contra Costa County",1049025,511526,537499,614512,97161,6122,269005,62225
"G0600150","2010","California","06","060","Del Norte County","015","0150","Del Norte County",28610,15907,12703,21098,993,2244,2977,1298
"G0600170","2010","California","06","060","El Dorado County","017","0170","El Dorado County",181058,90571,90487,156793,1409,2070,13869,6917
"G0600190","2010","California","06","060","Fresno County","019","0190","Fresno County",930450,464811,465639,515145,49523,15649,307847,42286
"G0600210","2010","California","06","060","Glenn County","021","0210","Glenn County",28122,14191,13931,19990,231,619,6268,1014
"G0600230","2010","California","06","060","Humboldt County","023","0230","Humboldt County",134623,67595,67028,109920,1505,7726,8299,7173
"G0600250","2010","California","06","060","Imperial County","025","0250","Imperial County",174528,89646,84882,102553,5773,3059,55421,7722
"G0600270","2010","California","06","060","Inyo County","027","0270","Inyo County",18546,9354,9192,13741,109,2121,1935,640
"G0600290","2010","California","06","060","Kern County","029","0290","Kern County",839631,433108,406523,499766,48921,12676,240412,37856
"G0600310","2010","California","06","060","Kings County","031","0310","Kings County",152982,86344,66638,83027,11014,2562,48887,7492
"G0600330","2010","California","06","060","Lake County","033","0330","Lake County",64665,32469,32196,52033,1232,2049,6287,3064
"G0600350","2010","California","06","060","Lassen County","035","0350","Lassen County",34895,22416,12479,25532,2834,1234,4083,1212
"G0600370","2010","California","06","060","Los Angeles County","037","0370","Los Angeles County",9818605,4839654,4978951,4936599,856874,72828,3513591,438713
"G0600390","2010","California","06","060","Madera County","039","0390","Madera County",150865,72682,78183,94456,5629,4136,40344,6300
"G0600410","2010","California","06","060","Marin County","041","0410","Marin County",252409,124072,128337,201963,6987,1523,31243,10693
"G0600430","2010","California","06","060","Mariposa County","043","0430","Mariposa County",18251,9269,8982,16103,138,527,738,745
"G0600450","2010","California","06","060","Mendocino County","045","0450","Mendocino County",87841,43983,43858,67218,622,4277,11754,3970
"G0600470","2010","California","06","060","Merced County","047","0470","Merced County",255793,128737,127056,148381,9926,3473,82084,11929
"G0600490","2010","California","06","060","Modoc County","049","0490","Modoc County",9686,4878,4808,8084,82,370,779,371
"G0600510","2010","California","06","060","Mono County","051","0510","Mono County",14202,7548,6654,11697,47,302,1742,414
"G0600530","2010","California","06","060","Monterey County","053","0530","Monterey County",415057,213431,201626,230717,12785,5464,144734,21357
"G0600550","2010","California","06","060","Napa County","055","0550","Napa County",136484,68159,68325,97525,2668,1058,29653,5580
"G0600570","2010","California","06","060","Nevada County","057","0570","Nevada County",98764,48835,49929,90233,389,1044,3975,3123
"G0600590","2010","California","06","060","Orange County","059","0590","Orange County",3010232,1488780,1521452,1830758,50744,18132,982799,127799
"G0600610","2010","California","06","060","Placer County","061","0610","Placer County",348432,170151,178281,290977,4751,3011,34588,15105
"G0600630","2010","California","06","060","Plumas County","063","0630","Plumas County",20007,10003,10004,17797,192,539,755,724
"G0600650","2010","California","06","060","Riverside County","065","0650","Riverside County",2189641,1089576,1100065,1335147,140543,23710,585577,104664
"G0600670","2010","California","06","060","Sacramento County","067","0670","Sacramento County",1418788,694793,723995,815151,147058,14308,348760,93511
"G0600690","2010","California","06","060","San Benito County","069","0690","San Benito County",55269,27629,27640,35181,483,895,16008,2702
"G0600710","2010","California","06","060","San Bernardino County","071","0710","San Bernardino County",2035210,1011507,1023703,1153161,181862,22689,575134,102364
"G0600730","2010","California","06","060","San Diego County","073","0730","San Diego County",3095313,1553679,1541634,1981442,158213,26340,770893,158425
"G0600750","2010","California","06","060","San Francisco County","075","0750","San Francisco County",805235,408462,396773,390387,48870,4024,324295,37659
"G0600770","2010","California","06","060","San Joaquin County","077","0770","San Joaquin County",685306,341230,344076,349287,51744,7196,233284,43795
"G0600790","2010","California","06","060","San Luis Obispo County","079","0790","San Luis Obispo County",269637,137999,131638,222756,5550,2536,28682,10113
"G0600810","2010","California","06","060","San Mateo County","081","0810","San Mateo County",718451,353168,365283,383535,20436,3306,272964,38210
"G0600830","2010","California","06","060","Santa Barbara County","083","0830","Santa Barbara County",423895,212786,211109,295124,8513,5485,95331,19442
"G0600850","2010","California","06","060","Santa Clara County","085","0850","Santa Clara County",1781642,893851,887791,836616,46428,12960,798390,87248
"G0600870","2010","California","06","060","Santa Cruz County","087","0870","Santa Cruz County",262382,130913,131469,190208,2766,2253,54837,12318
"G0600890","2010","California","06","060","Shasta County","089","0890","Shasta County",177223,87130,90093,153726,1548,4950,9163,7836
"G0600910","2010","California","06","060","Sierra County","091","0910","Sierra County",3240,1646,1594,3022,6,44,89,79
"G0600930","2010","California","06","060","Siskiyou County","093","0930","Siskiyou County",44900,22395,22505,38030,571,1814,2111,2374
"G0600950","2010","California","06","060","Solano County","095","0950","Solano County",413344,206195,207149,210751,60750,3212,107273,31358
"G0600970","2010","California","06","060","Sonoma County","097","0970","Sonoma County",483878,237902,245976,371412,7610,6489,76865,21502
"G0600990","2010","California","06","060","Stanislaus County","099","0990","Stanislaus County",514453,254489,259964,337342,14721,5902,128701,27787
"G0601010","2010","California","06","060","Sutter County","101","1010","Sutter County",94737,47001,47736,57749,1919,1365,28407,5297
