GISJOIN,YEAR,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,NAME,AZ8AA1980,AZ8AB1980,AZ8AC1980,AZ8AD1980,AZ8AE1980,AZ8AF1980,AZ8AG1980,AZ8AH1980,AZ8AI1980,AZ8AJ1980
"G1302870","1980","Georgia","13","130","Turner County","287","2870","TURNER",2900,1594,0,0,,3070,1905,0,0,
"G1302890","1980","Georgia","13","130","Twiggs County","289","2890","TWIGGS",0,2354,0,0,,0,2402,0,0,
"G1302910","1980","Georgia","13","130","Union County","291","2910","UNION",4615,0,9,0,,4721,0,25,0,
"G1302930","1980","Georgia","13","130","Upson County","293","2930","UPSON",8938,3313,0,16,,9894,3804,0,23,
"G1302950","1980","Georgia","13","130","Walker County","295","2950","WALKER",26247,1152,51,0,,27774,1168,9,0,
"G1302970","1980","Georgia","13","130","Walton County","297","2970","WALTON",11893,3072,14,62,,12582,3471,35,22,
"G1302990","1980","Georgia","13","130","Ware County","299","2990","WARE",13757,3838,40,0,,14811,4567,85,0,
"G1303010","1980","Georgia","13","130","Warren County","301","3010","WARREN",0,1807,0,0,,0,2115,0,0,
"G1303030","1980","Georgia","13","130","Washington County","303","3030","WASHINGTON",4434,4412,0,0,,4748,5234,0,0,
"G1303050","1980","Georgia","13","130","Wayne County","305","3050","WAYNE",8215,1922,21,20,,8448,2031,31,21,
"G1303070","1980","Georgia","13","130","Webster County","307","3070","WEBSTER",554,548,0,0,,594,632,0,0,
"G1303090","1980","Georgia","13","130","Wheeler County","309","3090","WHEELER",1761,720,0,0,,1864,810,0,0,
"G1303110","1980","Georgia","13","130","White County","311","3110","WHITE",4710,202,0,0,,4959,199,0,0,
"G1303130","1980","Georgia","13","130","Whitfield County","313","3130","WHITFIELD",30568,1315,118,94,,32058,1214,122,141,
"G1303150","1980","Georgia","13","130","Wilcox County","315","3150","WILCOX",2498,0,0,0,,2724,0,0,0,
"G1303170","1980","Georgia","13","130","Wilkes County","317","3170","WILKES",2828,0,0,0,,3083,0,0,0,
"G1303190","1980","Georgia","13","130","Wilkinson County","319","3190","WILKINSON",2844,0,0,0,,2868,0,0,0,
"G1303210","1980","Georgia","13","130","Worth County","321","3210","WORTH",5763,3050,0,45,,5969,3148,0,52,
"G1500010","1980","Hawaii","15","150","Hawaii County","001","0010","HAWAII",16357,185,141,29162,,15841,93,192,28391,
"G1500030","1980","Hawaii","15","150","Honolulu County","003","0030","HONOLULU",142330,11481,1452,227248,,120274,5722,993,235869,
"G1500050","1980","Hawaii","15","150","Kalawao County","005","0050","KALAWAO",0,0,0,0,,0,0,0,0,
"G1500070","1980","Hawaii","15","150","Kauai County","007","0070","KAUAI",6008,44,45,13526,,5557,15,18,12947,
"G1500090","1980","Hawaii","15","150","Maui County","009","0090","MAUI",12975,97,66,22072,,12562,50,69,21321,
"G1600010","1980","Idaho","16","160","Ada County","001","0010","ADA",82670,358,530,749,,85917,210,486,942,
"G1600030","1980","Idaho","16","160","Adams County","003","0030","ADAMS",1686,0,0,0,,1646,0,0,0,
"G1600050","1980","Idaho","16","160","Bannock County","005","0050","BANNOCK",31008,295,590,229,,31208,225,565,258,
"G1600070","1980","Idaho","16","160","Bear Lake County","007","0070","BEAR LAKE",3404,0,30,0,,3443,0,34,0,
"G1600090","1980","Idaho","16","160","Benewah County","009","0090","BENEWAH",3995,0,202,0,,3819,0,240,0,
"G1600110","1980","Idaho","16","160","Bingham County","011","0110","BINGHAM",16470,0,1043,74,,16363,0,1130,107,
"G1600130","1980","Idaho","16","160","Blaine County","013","0130","BLAINE",4973,0,0,0,,4793,0,0,0,
"G1600150","1980","Idaho","16","160","Boise County","015","0150","BOISE",1548,0,0,0,,1438,0,0,0,
"G1600170","1980","Idaho","16","160","Bonner County","017","0170","BONNER",11892,0,75,30,,11916,0,111,50,
"G1600190","1980","Idaho","16","160","Bonneville County","019","0190","BONNEVILLE",32331,130,167,378,,31758,34,124,402,
"G1600210","1980","Idaho","16","160","Boundary County","021","0210","BOUNDARY",3574,0,38,0,,3613,0,28,0,
"G1600230","1980","Idaho","16","160","Butte County","023","0230","BUTTE",1673,0,0,0,,1596,0,0,0,
"G1600250","1980","Idaho","16","160","Camas County","025","0250","CAMAS",0,0,0,0,,0,0,0,0,
"G1600270","1980","Idaho","16","160","Canyon County","027","0270","CANYON",37626,119,300,425,,39562,93,192,537,
"G1600290","1980","Idaho","16","160","Caribou County","029","0290","CARIBOU",4352,0,24,0,,4223,0,43,0,
"G1600310","1980","Idaho","16","160","Cassia County","031","0310","CASSIA",8872,0,56,9,,8949,0,35,38,
"G1600330","1980","Idaho","16","160","Clark County","033","0330","CLARK",398,0,0,0,,367,0,0,0,
"G1600350","1980","Idaho","16","160","Clearwater County","035","0350","CLEARWATER",5284,0,46,7,,4954,0,48,28,
"G1600370","1980","Idaho","16","160","Custer County","037","0370","CUSTER",1724,0,0,0,,1645,0,0,0,
"G1600390","1980","Idaho","16","160","Elmore County","039","0390","ELMORE",10261,460,87,131,,8940,329,122,314,
"G1600410","1980","Idaho","16","160","Franklin County","041","0410","FRANKLIN",4455,0,0,0,,4363,0,0,0,
"G1600430","1980","Idaho","16","160","Fremont County","043","0430","FREMONT",5424,0,28,18,,5206,0,46,29,
"G1600450","1980","Idaho","16","160","Gem County","045","0450","GEM",5770,0,44,20,,5829,0,104,46,
"G1600470","1980","Idaho","16","160","Gooding County","047","0470","GOODING",5570,0,30,0,,5716,0,27,0,
"G1600490","1980","Idaho","16","160","Idaho County","049","0490","IDAHO",7502,0,27,0,,7138,0,55,0,
"G1600510","1980","Idaho","16","160","Jefferson County","051","0510","JEFFERSON",7368,0,57,0,,7276,0,79,0,
"G1600530","1980","Idaho","16","160","Jerome County","053","0530","JEROME",7140,0,47,62,,7172,0,27,37,
"G1600550","1980","Idaho","16","160","Kootenai County","055","0550","KOOTENAI",28924,38,329,62,,29758,30,268,109,
"G1600570","1980","Idaho","16","160","Latah County","057","0570","LATAH",14614,61,39,96,,13587,43,70,110,
"G1600590","1980","Idaho","16","160","Lemhi County","059","0590","LEMHI",3716,0,19,0,,3644,0,31,0,
"G1600610","1980","Idaho","16","160","Lewis County","061","0610","LEWIS",2086,0,0,0,,2001,0,0,0,
"G1600630","1980","Idaho","16","160","Lincoln County","063","0630","LINCOLN",1681,0,10,12,,1648,0,34,19,
"G1600650","1980","Idaho","16","160","Madison County","065","0650","MADISON",8591,26,34,52,,10443,10,63,35,
"G1600670","1980","Idaho","16","160","Minidoka County","067","0670","MINIDOKA",8350,0,56,120,,8683,0,104,74,
"G1600690","1980","Idaho","16","160","Nez Perce County","069","0690","NEZ PERCE",15599,72,723,31,,16013,25,587,77,
"G1600710","1980","Idaho","16","160","Oneida County","071","0710","ONEIDA",1615,0,0,0,,1603,0,0,0,
"G1600730","1980","Idaho","16","160","Owyhee County","073","0730","OWYHEE",3703,65,147,32,,3473,0,106,19,
"G1600750","1980","Idaho","16","160","Payette County","075","0750","PAYETTE",7398,0,35,130,,7700,0,30,156,
"G1600770","1980","Idaho","16","160","Power County","077","0770","POWER",3097,0,91,0,,3179,0,136,0,
"G1600790","1980","Idaho","16","160","Shoshone County","079","0790","SHOSHONE",9677,0,76,0,,9256,0,144,0,
"G1600810","1980","Idaho","16","160","Teton County","081","0810","TETON",1478,0,0,0,,1397,0,0,0,
"G1600830","1980","Idaho","16","160","Twin Falls County","083","0830","TWIN FALLS",24853,25,136,92,,26054,10,121,144,
"G1600850","1980","Idaho","16","160","Valley County","085","0850","VALLEY",2854,0,16,0,,2670,0,22,0,
"G1600870","1980","Idaho","16","160","Washington County","087","0870","WASHINGTON",3947,0,32,112,,4128,0,34,66,
"G1700010","1980","Illinois","17","170","Adams County","001","0010","ADAMS",33409,929,63,53,,36113,822,97,82,
"G1700030","1980","Illinois","17","170","Alexander County","003","0030","ALEXANDER",4017,1724,0,0,,4413,2084,0,0,
"G1700050","1980","Illinois","17","170","Bond County","005","0050","BOND",7654,200,0,0,,8084,231,0,0,
"G1700070","1980","Illinois","17","170","Boone County","007","0070","BOONE",13724,54,30,60,,14073,46,24,144,
"G1700090","1980","Illinois","17","170","Brown County","009","0090","BROWN",0,0,0,0,,0,0,0,0,
"G1700110","1980","Illinois","17","170","Bureau County","011","0110","BUREAU",18733,35,24,35,,19880,12,12,84,
"G1700130","1980","Illinois","17","170","Calhoun County","013","0130","CALHOUN",2929,0,0,0,,2918,0,0,0,
"G1700150","1980","Illinois","17","170","Carroll County","015","0150","CARROLL",9036,79,0,11,,9477,55,0,20,
"G1700170","1980","Illinois","17","170","Cass County","017","0170","CASS",7260,0,0,0,,7805,0,0,0,
"G1700190","1980","Illinois","17","170","Champaign County","019","0190","CHAMPAIGN",76500,7252,140,1882,,72638,7264,141,1670,
"G1700210","1980","Illinois","17","170","Christian County","021","0210","CHRISTIAN",17330,42,0,16,,18891,57,0,42,
"G1700230","1980","Illinois","17","170","Clark County","023","0230","CLARK",8134,0,0,0,,8744,0,0,0,
"G1700250","1980","Illinois","17","170","Clay County","025","0250","CLAY",7318,0,0,0,,7937,0,0,0,
"G1700270","1980","Illinois","17","170","Clinton County","027","0270","CLINTON",15758,152,0,37,,16445,118,0,56,
"G1700290","1980","Illinois","17","170","Coles County","029","0290","COLES",23982,454,10,122,,27035,491,48,72,
"G1700310","1980","Illinois","17","170","Cook County","031","0310","COOK",1706380,622023,4586,58418,,1833322,724163,4772,59622,
"G1700330","1980","Illinois","17","170","Crawford County","033","0330","CRAWFORD",10003,0,27,0,,10704,0,20,0,
"G1700350","1980","Illinois","17","170","Cumberland County","035","0350","CUMBERLAND",5484,0,0,0,,5561,0,0,0,
"G1700370","1980","Illinois","17","170","DeKalb County","037","0370","DE KALB",34736,784,45,590,,36333,918,21,600,
"G1700390","1980","Illinois","17","170","De Witt County","039","0390","DE WITT",8772,0,0,0,,9260,0,0,0,
"G1700410","1980","Illinois","17","170","Douglas County","041","0410","DOUGLAS",9466,0,0,16,,10146,0,0,34,
"G1700430","1980","Illinois","17","170","DuPage County","043","0430","DU PAGE",308387,3788,365,9969,,317334,3931,263,10037,
"G1700450","1980","Illinois","17","170","Edgar County","045","0450","EDGAR",10319,25,0,0,,11316,36,0,0,
"G1700470","1980","Illinois","17","170","Edwards County","047","0470","EDWARDS",3788,0,0,0,,4158,0,0,0,
"G1700490","1980","Illinois","17","170","Effingham County","049","0490","EFFINGHAM",15061,0,21,0,,15789,0,32,0,
"G1700510","1980","Illinois","17","170","Fayette County","051","0510","FAYETTE",10769,294,21,0,,10984,15,31,0,
"G1700530","1980","Illinois","17","170","Ford County","053","0530","FORD",7236,38,0,0,,7921,39,0,0,
"G1700550","1980","Illinois","17","170","Franklin County","055","0550","FRANKLIN",20399,16,0,12,,22696,28,0,20,
"G1700570","1980","Illinois","17","170","Fulton County","057","0570","FULTON",21174,54,0,46,,22222,42,0,67,
"G1700590","1980","Illinois","17","170","Gallatin County","059","0590","GALLATIN",3653,15,0,0,,3890,17,0,0,
"G1700610","1980","Illinois","17","170","Greene County","061","0610","GREENE",8015,0,26,0,,8546,0,31,0,
"G1700630","1980","Illinois","17","170","Grundy County","063","0630","GRUNDY",15048,0,25,67,,15115,0,29,67,
"G1700650","1980","Illinois","17","170","Hamilton County","065","0650","HAMILTON",4351,0,0,0,,4787,0,0,0,
"G1700670","1980","Illinois","17","170","Hancock County","067","0670","HANCOCK",11314,0,0,20,,12413,46,0,26,
"G1700690","1980","Illinois","17","170","Hardin County","069","0690","HARDIN",2615,0,0,0,,2768,0,0,0,
"G1700710","1980","Illinois","17","170","Henderson County","071","0710","HENDERSON",4497,0,0,0,,4576,0,0,0,
"G1700730","1980","Illinois","17","170","Henry County","073","0730","HENRY",27901,318,30,53,,28849,368,37,62,
"G1700750","1980","Illinois","17","170","Iroquois County","075","0750","IROQUOIS",15740,96,22,29,,16651,107,12,34,
"G1700770","1980","Illinois","17","170","Jackson County","077","0770","JACKSON",28182,2744,40,707,,26181,3003,33,314,
"G1700790","1980","Illinois","17","170","Jasper County","079","0790","JASPER",5501,0,0,0,,5772,0,0,0,
"G1700810","1980","Illinois","17","170","Jefferson County","081","0810","JEFFERSON",16693,713,0,19,,18157,884,0,38,
"G1700830","1980","Illinois","17","170","Jersey County","083","0830","JERSEY",9951,36,65,0,,10384,18,24,0,
"G1700850","1980","Illinois","17","170","Jo Daviess County","085","0850","JO DAVIESS",11631,0,0,0,,11825,0,0,0,
"G1700870","1980","Illinois","17","170","Johnson County","087","0870","JOHNSON",4666,339,0,0,,4560,20,0,0,
"G1700890","1980","Illinois","17","170","Kane County","089","0890","KANE",122978,6889,289,1080,,128540,6629,243,1128,
"G1700910","1980","Illinois","17","170","Kankakee County","091","0910","KANKAKEE",42404,7145,57,257,,44558,7714,77,282,
"G1700930","1980","Illinois","17","170","Kendall County","093","0930","KENDALL",18149,59,24,35,,18158,55,37,118,
"G1700950","1980","Illinois","17","170","Knox County","095","0950","KNOX",28069,1047,49,122,,30457,1060,43,113,
"G1700970","1980","Illinois","17","170","Lake County","097","0970","LAKE",201934,14480,506,3011,,193780,13932,410,3559,
"G1700990","1980","Illinois","17","170","LaSalle County","099","0990","LA SALLE",53626,371,79,154,,56371,156,45,204,
"G1701010","1980","Illinois","17","170","Lawrence County","101","1010","LAWRENCE",8346,42,0,0,,9320,37,0,0,
"G1701030","1980","Illinois","17","170","Lee County","103","1030","LEE",17204,327,53,59,,18145,293,20,55,
"G1701050","1980","Illinois","17","170","Livingston County","105","1050","LIVINGSTON",19114,1518,0,40,,20004,333,0,39,
"G1701070","1980","Illinois","17","170","Logan County","107","1070","LOGAN",14895,635,32,55,,15841,189,16,69,
"G1701090","1980","Illinois","17","170","McDonough County","109","1090","MCDONOUGH",17570,497,23,230,,18371,498,26,167,
"G1701110","1980","Illinois","17","170","McHenry County","111","1110","MCHENRY",72584,23,69,299,,73384,58,69,423,
"G1701130","1980","Illinois","17","170","McLean County","113","1130","MCLEAN",53903,2274,81,425,,59082,2534,40,462,
"G1701150","1980","Illinois","17","170","Macon County","115","1150","MACON",56523,6471,133,184,,60180,7350,113,255,
"G1701170","1980","Illinois","17","170","Macoupin County","117","1170","MACOUPIN",23272,150,34,0,,25480,181,130,0,
"G1701190","1980","Illinois","17","170","Madison County","119","1190","MADISON",110939,6661,270,446,,120117,7533,366,531,
"G1701210","1980","Illinois","17","170","Marion County","121","1210","MARION",19949,643,57,62,,21709,798,63,103,
"G1701230","1980","Illinois","17","170","Marshall County","123","1230","MARSHALL",7173,0,0,12,,7239,0,0,19,
"G1701250","1980","Illinois","17","170","Mason County","125","1250","MASON",9550,0,0,0,,9889,0,0,0,
"G1701270","1980","Illinois","17","170","Massac County","127","1270","MASSAC",6717,394,0,0,,7308,526,0,0,
"G1701290","1980","Illinois","17","170","Menard County","129","1290","MENARD",5655,0,0,0,,6001,0,0,0,
"G1701310","1980","Illinois","17","170","Mercer County","131","1310","MERCER",9409,25,0,27,,9753,14,0,21,
"G1701330","1980","Illinois","17","170","Monroe County","133","1330","MONROE",9737,0,31,0,,10260,0,35,0,
"G1701350","1980","Illinois","17","170","Montgomery County","135","1350","MONTGOMERY",15099,22,19,0,,16463,31,21,0,
"G1701370","1980","Illinois","17","170","Morgan County","137","1370","MORGAN",17089,568,25,50,,19072,555,14,51,
"G1701390","1980","Illinois","17","170","Moultrie County","139","1390","MOULTRIE",6922,0,16,0,,7534,0,32,0,
"G1701410","1980","Illinois","17","170","Ogle County","141","1410","OGLE",22339,44,56,42,,23197,11,69,60,
"G1701430","1980","Illinois","17","170","Peoria County","143","1430","PEORIA",84785,10192,176,772,,91310,11173,164,905,
"G1701450","1980","Illinois","17","170","Perry County","145","1450","PERRY",10224,182,26,12,,11002,234,10,24,
"G1701470","1980","Illinois","17","170","Piatt County","147","1470","PIATT",8108,0,0,16,,8381,0,0,43,
"G1701490","1980","Illinois","17","170","Pike County","149","1490","PIKE",9098,0,0,7,,9716,0,0,28,
"G1701510","1980","Illinois","17","170","Pope County","151","1510","POPE",2148,138,0,0,,2069,41,0,0,
"G1701530","1980","Illinois","17","170","Pulaski County","153","1530","PULASKI",2843,1328,20,0,,3011,1603,21,0,
"G1701550","1980","Illinois","17","170","Putnam County","155","1550","PUTNAM",3009,0,0,0,,3050,0,0,0,
"G1701570","1980","Illinois","17","170","Randolph County","157","1570","RANDOLPH",16891,1890,11,52,,16205,375,42,81,
"G1701590","1980","Illinois","17","170","Richland County","159","1590","RICHLAND",8452,0,0,8,,9060,0,0,31,
"G1701610","1980","Illinois","17","170","Rock Island County","161","1610","ROCK ISLAND",73563,4707,152,450,,78250,4943,184,576,
"G1701630","1980","Illinois","17","170","St. Clair County","163","1630","ST. CLAIR",92912,33855,264,503,,98162,39733,229,1068,
"G1701650","1980","Illinois","17","170","Saline County","165","1650","SALINE",12872,386,18,0,,14654,443,28,0,
"G1701670","1980","Illinois","17","170","Sangamon County","167","1670","SANGAMON",76844,5366,186,415,,86314,6117,156,502,
"G1701690","1980","Illinois","17","170","Schuyler County","169","1690","SCHUYLER",4078,0,0,0,,4271,0,0,0,
"G1701710","1980","Illinois","17","170","Scott County","171","1710","SCOTT",2979,0,0,0,,3146,0,0,0,
"G1701730","1980","Illinois","17","170","Shelby County","173","1730","SHELBY",11791,17,0,27,,12013,15,0,26,
"G1701750","1980","Illinois","17","170","Stark County","175","1750","STARK",3559,0,0,0,,3798,0,0,0,
"G1701770","1980","Illinois","17","170","Stephenson County","177","1770","STEPHENSON",22385,1320,53,36,,24246,1380,26,45,
"G1701790","1980","Illinois","17","170","Tazewell County","179","1790","TAZEWELL",64097,123,118,117,,66871,155,151,222,
"G1701810","1980","Illinois","17","170","Union County","181","1810","UNION",8576,60,26,0,,9010,51,9,0,
"G1701830","1980","Illinois","17","170","Vermilion County","183","1830","VERMILION",42095,3084,117,227,,45146,3548,121,338,
"G1701850","1980","Illinois","17","170","Wabash County","185","1850","WABASH",6532,0,46,0,,7032,0,63,0,
"G1701870","1980","Illinois","17","170","Warren County","187","1870","WARREN",10249,208,31,96,,11072,184,15,40,
"G1701890","1980","Illinois","17","170","Washington County","189","1890","WASHINGTON",7482,30,0,13,,7872,22,0,27,
"G1701910","1980","Illinois","17","170","Wayne County","191","1910","WAYNE",8651,0,0,9,,9333,0,0,30,
"G1701930","1980","Illinois","17","170","White County","193","1930","WHITE",8468,39,29,0,,9215,39,30,0,
"G1701950","1980","Illinois","17","170","Whiteside County","195","1950","WHITESIDE",31148,121,64,121,,32273,174,38,134,
"G1701970","1980","Illinois","17","170","Will County","197","1970","WILL",139903,16580,258,1579,,142286,14904,306,1721,
"G1701990","1980","Illinois","17","170","Williamson County","199","1990","WILLIAMSON",26818,440,42,38,,28750,346,13,46,
"G1702010","1980","Illinois","17","170","Winnebago County","201","2010","WINNEBAGO",109931,9664,306,657,,115544,11159,349,899,
"G1702030","1980","Illinois","17","170","Woodford County","203","2030","WOODFORD",16372,41,15,15,,16722,44,22,50,
"G1800010","1980","Indiana","18","180","Adams County","001","0010","ADAMS",14431,0,24,19,,14669,0,35,38,
"G1800030","1980","Indiana","18","180","Allen County","003","0030","ALLEN",128036,12334,350,1006,,135805,13663,255,878,
"G1800050","1980","Indiana","18","180","Bartholomew County","005","0050","BARTHOLOMEW",30755,522,21,117,,32741,503,36,152,
"G1800070","1980","Indiana","18","180","Benton County","007","0070","BENTON",4942,0,0,0,,5234,0,0,0,
"G1800090","1980","Indiana","18","180","Blackford County","009","0090","BLACKFORD",7527,0,0,0,,8011,0,0,0,
"G1800110","1980","Indiana","18","180","Boone County","011","0110","BOONE",17449,17,20,53,,18744,26,30,58,
"G1800130","1980","Indiana","18","180","Brown County","013","0130","BROWN",6203,0,0,0,,6124,0,0,0,
"G1800150","1980","Indiana","18","180","Carroll County","015","0150","CARROLL",9678,0,8,0,,9961,0,22,0,
"G1800170","1980","Indiana","18","180","Cass County","017","0170","CASS",19495,158,0,24,,20945,187,0,50,
"G1800190","1980","Indiana","18","180","Clark County","019","0190","CLARK",40765,1985,86,106,,43210,2304,63,178,
"G1800210","1980","Indiana","18","180","Clay County","021","0210","CLAY",11819,55,0,0,,12888,78,0,0,
"G1800230","1980","Indiana","18","180","Clinton County","023","0230","CLINTON",15012,0,29,25,,16325,0,35,38,
"G1800250","1980","Indiana","18","180","Crawford County","025","0250","CRAWFORD",4878,0,22,0,,4880,0,16,0,
"G1800270","1980","Indiana","18","180","Daviess County","027","0270","DAVIESS",13372,11,24,9,,14342,30,26,22,
"G1800290","1980","Indiana","18","180","Dearborn County","029","0290","DEARBORN",16664,115,0,61,,17209,95,0,74,
"G1800310","1980","Indiana","18","180","Decatur County","031","0310","DECATUR",11613,0,0,12,,12176,0,0,27,
"G1800330","1980","Indiana","18","180","DeKalb County","033","0330","DE KALB",16384,28,32,30,,16950,26,19,59,
"G1800350","1980","Indiana","18","180","Delaware County","035","0350","DELAWARE",57196,3584,134,265,,62693,4125,93,282,
"G1800370","1980","Indiana","18","180","Dubois County","037","0370","DUBOIS",16811,0,0,0,,17314,0,0,33,
"G1800390","1980","Indiana","18","180","Elkhart County","039","0390","ELKHART",62860,2710,193,276,,67266,2922,209,277,
"G1800410","1980","Indiana","18","180","Fayette County","041","0410","FAYETTE",13441,213,0,30,,14184,260,0,49,
"G1800430","1980","Indiana","18","180","Floyd County","043","0430","FLOYD",28275,903,0,19,,30397,1385,0,110,
"G1800450","1980","Indiana","18","180","Fountain County","045","0450","FOUNTAIN",9205,0,0,17,,9765,0,0,25,
"G1800470","1980","Indiana","18","180","Franklin County","047","0470","FRANKLIN",9707,0,0,32,,9836,0,0,27,
"G1800490","1980","Indiana","18","180","Fulton County","049","0490","FULTON",9335,66,33,0,,9730,58,38,0,
"G1800510","1980","Indiana","18","180","Gibson County","051","0510","GIBSON",15825,288,0,50,,16611,284,0,53,
"G1800530","1980","Indiana","18","180","Grant County","053","0530","GRANT",36040,2457,137,63,,38584,2771,126,149,
"G1800550","1980","Indiana","18","180","Greene County","055","0550","GREENE",14466,0,0,19,,15849,0,0,39,
"G1800570","1980","Indiana","18","180","Hamilton County","057","0570","HAMILTON",39909,151,10,198,,41281,143,41,201,
"G1800590","1980","Indiana","18","180","Hancock County","059","0590","HANCOCK",21462,23,16,94,,22171,10,23,99,
"G1800610","1980","Indiana","18","180","Harrison County","061","0610","HARRISON",13398,69,0,9,,13647,88,0,34,
"G1800630","1980","Indiana","18","180","Hendricks County","063","0630","HENDRICKS",34742,303,15,57,,34475,50,21,82,
"G1800650","1980","Indiana","18","180","Henry County","065","0650","HENRY",25424,228,28,29,,27196,302,35,42,
"G1800670","1980","Indiana","18","180","Howard County","067","0670","HOWARD",39346,2067,131,159,,42361,2190,106,163,
"G1800690","1980","Indiana","18","180","Huntington County","069","0690","HUNTINGTON",16919,34,47,70,,18344,30,74,46,
"G1800710","1980","Indiana","18","180","Jackson County","071","0710","JACKSON",17499,84,0,41,,18727,52,0,75,
"G1800730","1980","Indiana","18","180","Jasper County","073","0730","JASPER",12799,54,0,34,,13080,2,0,53,
"G1800750","1980","Indiana","18","180","Jay County","075","0750","JAY",11196,30,0,0,,11920,27,0,0,
"G1800770","1980","Indiana","18","180","Jefferson County","077","0770","JEFFERSON",14508,234,0,25,,15280,236,0,67,
"G1800790","1980","Indiana","18","180","Jennings County","079","0790","JENNINGS",11295,58,20,21,,11344,52,22,42,
"G1800810","1980","Indiana","18","180","Johnson County","081","0810","JOHNSON",36828,595,55,86,,39109,273,59,109,
"G1800830","1980","Indiana","18","180","Knox County","083","0830","KNOX",19974,182,40,46,,21354,139,12,34,
"G1800850","1980","Indiana","18","180","Kosciusko County","085","0850","KOSCIUSKO",28563,140,53,151,,30087,85,65,140,
"G1800870","1980","Indiana","18","180","LaGrange County","087","0870","LAGRANGE",12500,0,0,0,,12974,0,0,0,
"G1800890","1980","Indiana","18","180","Lake County","089","0890","LAKE",184331,58803,359,1031,,190079,67263,450,1311,
"G1800910","1980","Indiana","18","180","LaPorte County","091","0910","LA PORTE",48654,4727,107,194,,50198,3929,110,192,
"G1800930","1980","Indiana","18","180","Lawrence County","093","0930","LAWRENCE",20297,0,26,53,,21935,0,18,87,
"G1800950","1980","Indiana","18","180","Madison County","095","0950","MADISON",62559,4894,97,187,,66293,4776,124,303,
"G1800970","1980","Indiana","18","180","Marion County","097","0970","MARION",287469,72718,688,2319,,313721,82737,798,2748,
"G1800990","1980","Indiana","18","180","Marshall County","099","0990","MARSHALL",18851,31,22,9,,19893,22,17,47,
"G1801010","1980","Indiana","18","180","Martin County","101","1010","MARTIN",5421,0,0,24,,5473,0,0,61,
"G1801030","1980","Indiana","18","180","Miami County","103","1030","MIAMI",18931,557,176,71,,19155,441,153,219,
"G1801050","1980","Indiana","18","180","Monroe County","105","1050","MONROE",46277,1362,63,737,,47798,1279,47,797,
"G1801070","1980","Indiana","18","180","Montgomery County","107","1070","MONTGOMERY",17384,34,42,0,,17945,19,7,0,
"G1801090","1980","Indiana","18","180","Morgan County","109","1090","MORGAN",25583,0,28,73,,26217,0,13,58,
"G1801110","1980","Indiana","18","180","Newton County","111","1110","NEWTON",7285,0,10,0,,7457,0,27,0,
"G1801130","1980","Indiana","18","180","Noble County","113","1130","NOBLE",17218,16,30,0,,17953,14,19,0,
"G1801150","1980","Indiana","18","180","Ohio County","115","1150","OHIO",2470,26,0,0,,2568,28,0,0,
"G1801170","1980","Indiana","18","180","Orange County","117","1170","ORANGE",8981,183,0,0,,9434,31,0,0,
"G1801190","1980","Indiana","18","180","Owen County","119","1190","OWEN",7811,0,27,22,,7893,0,22,26,
"G1801210","1980","Indiana","18","180","Parke County","121","1210","PARKE",8063,40,11,0,,8203,3,36,0,
"G1801230","1980","Indiana","18","180","Perry County","123","1230","PERRY",9482,0,18,2,,9758,0,33,37,
"G1801250","1980","Indiana","18","180","Pike County","125","1250","PIKE",6445,0,22,21,,6886,0,31,24,
"G1801270","1980","Indiana","18","180","Porter County","127","1270","PORTER",58269,166,118,245,,59859,129,104,241,
"G1801290","1980","Indiana","18","180","Posey County","129","1290","POSEY",12886,100,54,0,,13102,166,52,0,
"G1801310","1980","Indiana","18","180","Pulaski County","131","1310","PULASKI",6498,22,0,7,,6667,18,0,25,
"G1801330","1980","Indiana","18","180","Putnam County","133","1330","PUTNAM",14185,364,0,10,,14378,128,0,50,
"G1801350","1980","Indiana","18","180","Randolph County","135","1350","RANDOLPH",14569,0,14,28,,15255,0,29,37,
"G1801370","1980","Indiana","18","180","Ripley County","137","1370","RIPLEY",11966,0,0,34,,12346,0,0,22,
"G1801390","1980","Indiana","18","180","Rush County","139","1390","RUSH",9460,54,0,0,,9989,54,0,0,
"G1801410","1980","Indiana","18","180","St. Joseph County","141","1410","ST. JOSEPH",105039,9939,203,638,,111220,11949,268,733,
"G1801430","1980","Indiana","18","180","Scott County","143","1430","SCOTT",9996,0,0,30,,10287,0,0,53,
"G1801450","1980","Indiana","18","180","Shelby County","145","1450","SHELBY",19132,169,36,24,,20300,110,14,43,
"G1801470","1980","Indiana","18","180","Spencer County","147","1470","SPENCER",9707,88,0,19,,9436,47,0,25,
"G1801490","1980","Indiana","18","180","Starke County","149","1490","STARKE",10743,24,27,0,,11069,32,42,0,
"G1801510","1980","Indiana","18","180","Steuben County","151","1510","STEUBEN",12275,62,9,43,,12114,19,41,23,
"G1801530","1980","Indiana","18","180","Sullivan County","153","1530","SULLIVAN",10064,0,20,0,,10987,0,19,0,
"G1801550","1980","Indiana","18","180","Switzerland County","155","1550","SWITZERLAND",3514,0,0,0,,3594,0,0,0,
"G1801570","1980","Indiana","18","180","Tippecanoe County","157","1570","TIPPECANOE",59167,1000,68,955,,58272,921,83,799,
